"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031349","BP","GO:0031349","positive regulation of defense response","29/284","305/28943",3.94810732870204e-20,1.06570697108322e-17,6.35259374693412e-18,"Nfkbia/Il1b/Acod1/Nfkbiz/Tnf/Nlrp3/Trim30a/Fcer1g/Ptgs2/Ccl3/Cebpb/Gbp5/Irf7/Nod2/Mefv/Clec4n/Ninj1/Parp9/Tlr4/Casp4/Tnip1/Emilin2/Irgm1/Ikbke/Ctss/Jak2/Nmi/Tlr2/Igtp",29
"GO:0050727","BP","GO:0050727","regulation of inflammatory response","30/284","367/28943",6.35010661646662e-19,1.59980352690849e-16,9.53630046262356e-17,"Nfkbia/Il1b/Acod1/Tnfaip3/Nfkbiz/Tnf/Nlrp3/Zfp36/Fcer1g/Tnfrsf1b/Ptgs2/Ccl3/Pik3ap1/Cebpb/Ier3/Nod2/Mefv/Cd44/Ninj1/Tlr4/Casp4/Tnip1/Socs3/Metrnl/Bcl6/Lyn/Ctss/Jak2/Nmi/Tlr2",30
"GO:0002224","BP","GO:0002224","toll-like receptor signaling pathway","20/284","124/28943",8.41878850085058e-19,1.98841260904465e-16,1.18527680209344e-16,"Nfkbia/Acod1/Tnfaip3/Mapkapk2/Irak2/Trim30a/Rsad2/Pik3ap1/Irf7/Nod2/Cd14/Irf1/Ninj1/Tlr4/Tnip1/Treml4/Lyn/Nmi/Tlr2/Peli1",20
"GO:1903555","BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","23/284","189/28943",1.34949440993403e-18,2.99984669125923e-16,1.78818454319431e-16,"Ptafr/Tnfaip3/Mapkapk2/Zfp36/Trim30a/Fcer1g/Cd274/Ccl3/Ccl4/Lilrb4a/Nod2/Cd14/Ifih1/Tlr4/Arg2/Oas2/Rigi/Il1a/Oas3/Jak2/Ptprj/Tlr2/Il23a",23
"GO:0035456","BP","GO:0035456","response to interferon-beta","16/284","65/28943",2.03463218638815e-18,4.27159724020046e-16,2.54626484144482e-16,"Acod1/Ifitm2/Gbp2/Gbp2b/Ifitm3/Ifit1/Irf1/Ifitm1/Ifi47/Ifit3/Irgm1/Gbp3/Ikbke/Gbp7/Irgm2/Igtp",16
"GO:0071346","BP","GO:0071346","cellular response to interferon-gamma","19/284","112/28943",2.35933092937674e-18,4.69258504321826e-16,2.79721229300068e-16,"Acod1/Gbp2/Gbp2b/Ccl3/Ccl4/Gbp5/Parp14/Irf1/Parp9/Tlr4/Rab20/Irgm1/Gbp3/Cdc42ep2/Gbp7/Jak2/Nmi/Tlr2/Igtp",19
"GO:0071706","BP","GO:0071706","tumor necrosis factor superfamily cytokine production","23/284","196/28943",3.08669008414339e-18,5.83230091398894e-16,3.47658777898256e-16,"Ptafr/Tnfaip3/Mapkapk2/Zfp36/Trim30a/Fcer1g/Cd274/Ccl3/Ccl4/Lilrb4a/Nod2/Cd14/Ifih1/Tlr4/Arg2/Oas2/Rigi/Il1a/Oas3/Jak2/Ptprj/Tlr2/Il23a",23
"GO:0062207","BP","GO:0062207","regulation of pattern recognition receptor signaling pathway","18/284","99/28943",5.10327472773891e-18,9.1834643791073e-16,5.47418943226129e-16,"Acod1/Tnfaip3/Trim30a/Rsad2/Pik3ap1/Oasl1/Erbin/Irf7/Slc15a3/Nod2/Irf1/Ninj1/Tlr4/Treml4/Lyn/Zc3hav1/Tlr2/Peli1",18
"GO:0032680","BP","GO:0032680","regulation of tumor necrosis factor production","22/284","186/28943",1.43352041475742e-17,2.46239711244014e-15,1.46781516152196e-15,"Ptafr/Tnfaip3/Mapkapk2/Zfp36/Trim30a/Fcer1g/Ccl3/Ccl4/Lilrb4a/Nod2/Cd14/Ifih1/Tlr4/Arg2/Oas2/Rigi/Il1a/Oas3/Jak2/Ptprj/Tlr2/Il23a",22
"GO:0045088","BP","GO:0045088","regulation of innate immune response","24/284","240/28943",2.36322289722713e-17,3.88287796896579e-15,2.31455240277623e-15,"Acod1/Isg15/Tnfaip3/Trim30a/Clec2d/Nfe2l2/Gbp5/Irf7/Parp14/Nod2/N4bp1/Clec4n/Irf1/Parp9/Tlr4/Trafd1/Irgm1/Fgr/Ikbke/Oas3/Stat2/Nmi/Tlr2/Igtp",24
"GO:0032640","BP","GO:0032640","tumor necrosis factor production","22/284","193/28943",3.19179170020394e-17,5.02574201461278e-15,2.99580449054229e-15,"Ptafr/Tnfaip3/Mapkapk2/Zfp36/Trim30a/Fcer1g/Ccl3/Ccl4/Lilrb4a/Nod2/Cd14/Ifih1/Tlr4/Arg2/Oas2/Rigi/Il1a/Oas3/Jak2/Ptprj/Tlr2/Il23a",22
"GO:0002683","BP","GO:0002683","negative regulation of immune system process","31/284","465/28943",5.40370506666623e-17,8.16824057877267e-15,4.8690226705961e-15,"Acod1/Isg15/Tnfaip3/Tnf/Fcer1g/Cd274/Cebpb/Clec2d/Dusp1/Fas/Lilrb4a/Parp14/Nod2/Samsn1/Cd44/Slfn1/Fgl2/Irf1/Trafd1/Lst1/Arg2/Fgr/Bcl6/Lyn/Ubash3b/Oas3/Stat2/Ptprj/Nmi/Peli1/Tmbim6",31
"GO:0007249","BP","GO:0007249","I-kappaB kinase/NF-kappaB signaling","23/284","230/28943",1.11666320147055e-16,1.62302701475277e-14,9.67473381031162e-15,"Nfkbia/Il1b/Tnfaip3/Clec4d/Tnf/Irak2/Trim30a/Lilrb4a/Nod2/Clec4n/Irf1/Tlr4/Tnip1/Rel/Trim30b/Relb/Traf1/Il1a/Sqstm1/Trim30c/Zc3hav1/Tlr2/Peli1",23
"GO:0048525","BP","GO:0048525","negative regulation of viral process","17/284","101/28943",1.71190655666058e-16,2.39603513985939e-14,1.42825732212618e-14,"Isg15/Ifitm2/Resf1/Tnf/Zfp36/Trim30a/Rsad2/Oasl1/Isg20/Ifitm3/N4bp1/Ly6e/Ifih1/Ifitm1/Oas2/Oas3/Zc3hav1",17
"GO:0002819","BP","GO:0002819","regulation of adaptive immune response","23/284","239/28943",2.60910047617245e-16,3.52135382123417e-14,2.09905075902595e-14,"Il1b/B2m/Tnfaip3/Nfkbiz/H2-D1/Tnf/Nlrp3/H2-K1/Fcer1g/Rsad2/Tnfrsf1b/Cd274/Lilrb4a/Irf7/Nod2/Samsn1/Clec4n/Cd44/Irf1/H2-Q4/Bcl6/Jak2/Il23a",23
"GO:0045071","BP","GO:0045071","negative regulation of viral genome replication","14/284","58/28943",3.83530580988221e-16,4.99780022604996e-14,2.97914861457275e-14,"Isg15/Ifitm2/Resf1/Tnf/Rsad2/Oasl1/Isg20/Ifitm3/N4bp1/Ifih1/Ifitm1/Oas2/Oas3/Zc3hav1",14
"GO:0030098","BP","GO:0030098","lymphocyte differentiation","30/284","471/28943",6.0761756071792e-16,7.65395587317673e-14,4.56246168398719e-14,"Il1b/B2m/Tnfaip3/Nfkbiz/Clec4d/Nlrp3/Fcer1g/Rsad2/Clec4e/Fas/Lilrb4a/Cd44/Fgl2/Irf1/Bcl2a1d/Adam17/Relb/Il1a/Bcl6/Rbpj/Egr3/St3gal1/Egr1/Ptprj/Dclre1c/Tpd52/Batf/Il23a/Dock2/Il15",30
"GO:0032760","BP","GO:0032760","positive regulation of tumor necrosis factor production","17/284","111/28943",8.94052164290408e-16,1.0898784286624e-13,6.49667786615102e-14,"Ptafr/Mapkapk2/Fcer1g/Ccl3/Ccl4/Nod2/Cd14/Ifih1/Tlr4/Oas2/Rigi/Il1a/Oas3/Jak2/Ptprj/Tlr2/Il23a",17
"GO:1903557","BP","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","17/284","113/28943",1.21914722871779e-15,1.43973668041392e-13,8.58215483373709e-14,"Ptafr/Mapkapk2/Fcer1g/Ccl3/Ccl4/Nod2/Cd14/Ifih1/Tlr4/Oas2/Rigi/Il1a/Oas3/Jak2/Ptprj/Tlr2/Il23a",17
"GO:0002460","BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","30/284","486/28943",1.40863050408413e-15,1.61309535604058e-13,9.61553198960138e-14,"Il1b/B2m/Tnfaip3/Nfkbiz/H2-D1/Tnf/Nlrp3/Icam1/H2-K1/Fcer1g/Rsad2/Tnfrsf1b/Cd274/Fas/Lilrb4a/Irf7/Nod2/Clec4n/Fgl2/Irf1/H2-Q4/Adam17/Relb/Treml4/Bcl6/Nfkb2/Jak2/Csf2rb/Batf/Il23a",30
"GO:0002753","BP","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","13/284","50/28943",1.5236418647323e-15,1.69348311965393e-13,1.0094716998536e-13,"Nfkbia/Tnfaip3/Oasl1/Erbin/Slc15a3/Nod2/Ifih1/Tlr4/Rigi/Irgm1/Oas3/Zc3hav1/Igtp",13
"GO:0050900","BP","GO:0050900","leukocyte migration","27/284","385/28943",1.78077470780556e-15,1.92272789165634e-13,1.14612266908388e-13,"Il1b/Cxcl2/Ptafr/Tnf/Icam1/Fcer1g/Ccl3/Pde4b/Csf1/Dusp1/Ccl4/Nod2/C5ar1/Ninj1/Cd9/Csf3r/Pla2g7/Adam17/Trem1/Cxcl10/Il1a/Lyn/Msn/Ptprj/Itgb1/Tlr2/Il23a",27
"GO:0001818","BP","GO:0001818","negative regulation of cytokine production","24/284","297/28943",3.02669188563936e-15,3.17718573217532e-13,1.89389492259305e-13,"Srgn/Acod1/Tnfaip3/Tnf/Nlrp3/Zfp36/Trim30a/Cd274/Lilrb4a/Erbin/Nod2/N4bp1/Mefv/Atp2b1/Tlr4/Rel/Klf2/Arg2/Relb/Bcl6/Oas3/Nmi/Tlr2/Il23a",24
"GO:0002697","BP","GO:0002697","regulation of immune effector process","29/284","464/28943",3.11626476127214e-15,3.18280122509389e-13,1.89724227286554e-13,"Il1b/B2m/Ptafr/Tnfaip3/Nfkbiz/H2-D1/Tnf/Nlrp3/Mapkapk2/H2-K1/Fcer1g/Rsad2/Tnfrsf1b/Clec2d/Lilrb4a/Nod2/Fgl2/Irf1/H2-Q4/Tlr4/Casp4/Rigi/Fgr/Bcl6/Lyn/Ptprj/Tlr2/Tmbim6/Il23a",29
"GO:0060759","BP","GO:0060759","regulation of response to cytokine stimulus","18/284","147/28943",7.22957978267742e-15,7.18962684177315e-13,4.28567887394174e-13,"Isg15/Irak2/Il1rn/Csf1/Irf7/Parp14/Parp9/Ifih1/Tlr4/Casp4/Adam17/Rigi/Irgm1/Ikbke/Oas3/Stat2/Tlr2/Igtp",18
"GO:0030099","BP","GO:0030099","myeloid cell differentiation","28/284","445/28943",8.10777516566747e-15,7.70805253388827e-13,4.59470826938926e-13,"Nfkbia/B2m/Isg15/Tnf/Junb/Zfp36/Fcer1g/Ccl3/Cebpb/Clec2d/Csf1/Fas/Lilrb4a/Ninj1/Snx10/Csf3r/Klf2/Relb/Bcl6/Lyn/Rbpj/Ubash3b/Jak2/Tlr2/Batf/Klf10/Il23a/Il15",28
"GO:0050729","BP","GO:0050729","positive regulation of inflammatory response","18/284","148/28943",8.15882776807438e-15,7.70805253388827e-13,4.59470826938926e-13,"Nfkbia/Il1b/Nfkbiz/Tnf/Nlrp3/Fcer1g/Ptgs2/Ccl3/Cebpb/Mefv/Ninj1/Tlr4/Casp4/Tnip1/Ctss/Jak2/Nmi/Tlr2",18
"GO:0035458","BP","GO:0035458","cellular response to interferon-beta","13/284","57/28943",9.88882521570953e-15,9.11460255857715e-13,5.43314145356057e-13,"Acod1/Ifitm2/Gbp2/Gbp2b/Ifit1/Irf1/Ifi47/Ifit3/Irgm1/Gbp3/Gbp7/Irgm2/Igtp",13
"GO:1903900","BP","GO:1903900","regulation of viral life cycle","18/284","151/28943",1.16620337005471e-14,1.04930536558018e-12,6.254825092524e-13,"Isg15/Ifitm2/Resf1/Tnf/Trim30a/Rsad2/Oasl1/Isg20/Ifitm3/N4bp1/Ly6e/Ifih1/Ifitm1/Oas2/Trim30b/Trim30c/Oas3/Zc3hav1",18
"GO:0050792","BP","GO:0050792","regulation of viral process","19/284","175/28943",1.19856950139615e-14,1.05334747576188e-12,6.27891978699577e-13,"Isg15/Ifitm2/Resf1/Tnf/Zfp36/Trim30a/Rsad2/Oasl1/Isg20/Ifitm3/N4bp1/Ly6e/Ifih1/Ifitm1/Oas2/Trim30b/Trim30c/Oas3/Zc3hav1",19
"GO:0030217","BP","GO:0030217","T cell differentiation","24/284","326/28943",2.39949780910438e-14,2.06084141377397e-12,1.22845103145535e-12,"Il1b/B2m/Nfkbiz/Clec4d/Nlrp3/Fcer1g/Rsad2/Clec4e/Fas/Lilrb4a/Cd44/Fgl2/Irf1/Bcl2a1d/Adam17/Relb/Il1a/Bcl6/Egr3/Egr1/Batf/Il23a/Dock2/Il15",24
"GO:0060760","BP","GO:0060760","positive regulation of response to cytokine stimulus","13/284","61/28943",2.56111661859695e-14,2.15076882259508e-12,1.2820560383152e-12,"Csf1/Irf7/Parp14/Parp9/Ifih1/Tlr4/Casp4/Adam17/Rigi/Irgm1/Ikbke/Tlr2/Igtp",13
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration","21/284","243/28943",4.59725822540003e-14,3.77674757256233e-12,2.25128892502427e-12,"Il1b/Cxcl2/Fcer1g/Ccl3/Pde4b/Csf1/Dusp1/Ccl4/Nod2/C5ar1/Ninj1/Cd9/Csf3r/Pla2g7/Trem1/Cxcl10/Il1a/Lyn/Ptprj/Tlr2/Il23a",21
"GO:0007159","BP","GO:0007159","leukocyte cell-cell adhesion","26/284","411/28943",6.81589902115291e-14,5.48027285126316e-12,3.26674667531181e-12,"Il1b/B2m/Ptafr/Nfkbiz/Tnf/Nlrp3/Icam1/Cd274/Cebpb/Lilrb4a/Cd44/Slfn1/Fgl2/Irf1/Sema4d/Tnip1/Arg2/Il1a/Bcl6/Egr3/Msn/Jak2/Itgb1/Peli1/Il23a/Il15",26
"GO:0032611","BP","GO:0032611","interleukin-1 beta production","15/284","102/28943",8.44581839021264e-14,6.6493224367945e-12,3.96360775330155e-12,"Il1b/Tnfaip3/Tnf/Nlrp3/Ccl3/Gbp5/Lilrb4a/Nod2/Mefv/Tlr4/Casp4/Arg2/Jak2/Egr1/Tlr2",15
"GO:0002822","BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","20/284","223/28943",9.30892185653507e-14,6.95860843813111e-12,4.14797065712193e-12,"Il1b/B2m/Tnfaip3/Nfkbiz/H2-D1/Tnf/Nlrp3/H2-K1/Fcer1g/Rsad2/Tnfrsf1b/Cd274/Lilrb4a/Nod2/Clec4n/Irf1/H2-Q4/Bcl6/Jak2/Il23a",20
"GO:0032608","BP","GO:0032608","interferon-beta production","13/284","67/28943",9.39108309988587e-14,6.95860843813111e-12,4.14797065712193e-12,"Isg15/Irf7/Irf1/Ifih1/Tlr4/Rel/Oas2/Rigi/Relb/Oas3/Zc3hav1/Nmi/Tlr2",13
"GO:0032648","BP","GO:0032648","regulation of interferon-beta production","13/284","67/28943",9.39108309988587e-14,6.95860843813111e-12,4.14797065712193e-12,"Isg15/Irf7/Irf1/Ifih1/Tlr4/Rel/Oas2/Rigi/Relb/Oas3/Zc3hav1/Nmi/Tlr2",13
"GO:0022407","BP","GO:0022407","regulation of cell-cell adhesion","28/284","497/28943",1.25089949782012e-13,9.09067154281196e-12,5.418876367075e-12,"Il1b/B2m/Ptafr/Tnfaip3/Nfkbiz/Tnf/Nlrp3/Icam1/Il1rn/Cd274/Cebpb/Lilrb4a/Cd44/Slfn1/Fgl2/Irf1/Cd9/Emilin2/Arg2/Il1a/Bcl6/Lyn/Egr3/Ubash3b/Jak2/Peli1/Il23a/Il15",28
"GO:0002699","BP","GO:0002699","positive regulation of immune effector process","23/284","320/28943",1.40634896457766e-13,1.00275334662999e-11,5.97733224269351e-12,"Il1b/B2m/Ptafr/Nfkbiz/H2-D1/Tnf/Nlrp3/Mapkapk2/H2-K1/Fcer1g/Rsad2/Lilrb4a/Nod2/Irf1/H2-Q4/Tlr4/Casp4/Rigi/Fgr/Lyn/Ptprj/Tlr2/Il23a",23
"GO:0032479","BP","GO:0032479","regulation of type I interferon production","15/284","107/28943",1.74759013333093e-13,1.22298946552918e-11,7.29014207666313e-12,"Acod1/Isg15/Irf7/Cd14/Irf1/Ifih1/Tlr4/Rel/Oas2/Rigi/Relb/Oas3/Zc3hav1/Nmi/Tlr2",15
"GO:0019058","BP","GO:0019058","viral life cycle","21/284","261/28943",1.87603139871396e-13,1.28900411922546e-11,7.68365013061793e-12,"Isg15/Ifitm2/Resf1/Tnf/Trim30a/Icam1/Rsad2/Oasl1/Isg20/Ifitm3/N4bp1/Ctsb/Ly6e/Ifih1/Ifitm1/Oas2/Trim30b/Chmp4b/Trim30c/Oas3/Zc3hav1",21
"GO:0034121","BP","GO:0034121","regulation of toll-like receptor signaling pathway","13/284","71/28943",2.07688220984845e-13,1.40152461982451e-11,8.35437580653323e-12,"Acod1/Tnfaip3/Trim30a/Rsad2/Pik3ap1/Irf7/Nod2/Irf1/Ninj1/Treml4/Lyn/Tlr2/Peli1",13
"GO:0032606","BP","GO:0032606","type I interferon production","15/284","112/28943",3.48208537705712e-13,2.30856151577173e-11,1.37611499665785e-11,"Acod1/Isg15/Irf7/Cd14/Irf1/Ifih1/Tlr4/Rel/Oas2/Rigi/Relb/Oas3/Zc3hav1/Nmi/Tlr2",15
"GO:0032102","BP","GO:0032102","negative regulation of response to external stimulus","25/284","407/28943",4.06061077676412e-13,2.64569795265372e-11,1.57707932164704e-11,"Acod1/Isg15/Tnfaip3/Tnf/Nlrp3/Zfp36/Tnfrsf1b/Clec2d/Ier3/Dusp1/Parp14/Nod2/Mefv/Cd44/Fgl2/Cd9/Sema4d/Trafd1/Socs3/Arg2/Metrnl/Ubash3b/Oas3/Stat2/Nmi",25
"GO:0031348","BP","GO:0031348","negative regulation of defense response","20/284","244/28943",5.0643295926158e-13,3.24374602211782e-11,1.93357097737695e-11,"Acod1/Isg15/Tnfaip3/Nlrp3/Zfp36/Tnfrsf1b/Clec2d/Ier3/Parp14/Nod2/Mefv/Cd44/Fgl2/Trafd1/Socs3/Arg2/Metrnl/Oas3/Stat2/Nmi",20
"GO:0045069","BP","GO:0045069","regulation of viral genome replication","14/284","95/28943",5.59238893732603e-13,3.52227296569251e-11,2.09959865366276e-11,"Isg15/Ifitm2/Resf1/Tnf/Rsad2/Oasl1/Isg20/Ifitm3/N4bp1/Ifih1/Ifitm1/Oas2/Oas3/Zc3hav1",14
"GO:0032651","BP","GO:0032651","regulation of interleukin-1 beta production","14/284","96/28943",6.4901944324491e-13,4.02072864921724e-11,2.3967240872202e-11,"Tnfaip3/Tnf/Nlrp3/Ccl3/Gbp5/Lilrb4a/Nod2/Mefv/Tlr4/Casp4/Arg2/Jak2/Egr1/Tlr2",14
"GO:0070663","BP","GO:0070663","regulation of leukocyte proliferation","21/284","280/28943",7.36071877370459e-13,4.48647681384349e-11,2.67435283119318e-11,"Il1b/Tnfrsf1b/Cd274/Cebpb/Csf1/Lilrb4a/Cd44/Slfn1/Irf1/Tlr4/Lst1/Arg2/Il1a/Bcl6/Lyn/Cdkn1a/Jak2/Csf2rb/Peli1/Il23a/Il15",21
"GO:0070661","BP","GO:0070661","leukocyte proliferation","24/284","384/28943",8.42087463361309e-13,5.05118813340062e-11,3.01097271778313e-11,"Il1b/Junb/Tnfrsf1b/Cd274/Cebpb/Csf1/Lilrb4a/Cd44/Slfn1/Irf1/Tlr4/Lst1/Arg2/Il1a/Bcl6/Lyn/Msn/Cdkn1a/Jak2/Csf2rb/Peli1/Il23a/Dock2/Il15",24
"GO:0032675","BP","GO:0032675","regulation of interleukin-6 production","17/284","167/28943",8.88575788597406e-13,5.24676235173375e-11,3.12755294012903e-11,"Il1b/Ptafr/Tnfaip3/Tnf/Mapkapk2/Trim30a/Fcer1g/Cebpb/Lilrb4a/Nod2/Ifih1/Tlr4/Klf2/Il1rap/Rigi/Il36g/Tlr2",17
"GO:0070431","BP","GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway","8/284","16/28943",9.36313785368102e-13,5.44358429985548e-11,3.24487692419067e-11,"Nfkbia/Tnfaip3/Erbin/Slc15a3/Nod2/Tlr4/Irgm1/Igtp",8
