"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030041","BP","GO:0030041","actin filament polymerization","25/617","169/28943",2.89057259624031e-14,1.20011318609359e-11,8.67171778872093e-12,"Sptbn1/Cyfip2/Add3/Tmsb4x/Svil/Twf2/Arpc5/Capn1/Capza1/Fer/Dbnl/Coro1a/Map3k1/Arpc2/Arfgef1/Cotl1/Gsn/Actr3/Mtpn/Arpc3/Pfn1/Nckap1l/Arpc1b/Arpc4/Ssh2",25
"GO:0110053","BP","GO:0110053","regulation of actin filament organization","31/617","279/28943",7.46703642397698e-14,2.84182961235857e-11,2.05343501659367e-11,"Arhgef18/Sptbn1/Cyfip2/Clasp1/Add3/Tmsb4x/Flna/Dstn/Svil/Twf2/Arpc5/Capn1/Capza1/Fer/Wdr1/Dbnl/Coro1a/Map3k1/Arpc2/Arfgef1/Cotl1/Gsn/Braf/Actr3/Mtpn/Arpc3/Pfn1/Nckap1l/Arpc1b/Arpc4/Ssh2",31
"GO:0006091","BP","GO:0006091","generation of precursor metabolites and energy","39/617","465/28943",4.47142381265481e-13,1.57084558095343e-10,1.13505373705853e-10,"Adpgk/Tkt/Gyg/Insr/Myo5a/G6pdx/Gpi1/Alox5/Dgat1/Cyb5r4/Pygl/Ndufb7/Pgd/Macroh2a1/Ppp1ca/Atp5k/Agl/Hdac4/Pde2a/Ndufa13/Phkb/Cox7a2l/Hsd11b1/Gbe1/Ifnlr1/Pgls/COX1/Ndufb11/Hk3/Ppp1r3b/Atp5j2/Taldo1/Uqcrh/Ncor1/Atp5pb/Gapdh/Cox4i1/Ugp2/COX2",39
"GO:1902903","BP","GO:1902903","regulation of supramolecular fiber organization","35/617","389/28943",9.76089891786175e-13,3.18414466841961e-10,2.30078331635313e-10,"Arhgef18/Slain2/Sptbn1/Cyfip2/Clasp1/Add3/Tmsb4x/Flna/Dstn/Svil/Twf2/Clip1/Arpc5/Capn1/Capza1/Fer/Wdr1/Dbnl/Coro1a/Map3k1/Arpc2/Arfgef1/Cotl1/Gsn/Akap13/Braf/Actr3/Gda/Mtpn/Arpc3/Pfn1/Nckap1l/Arpc1b/Arpc4/Ssh2",35
"GO:0050900","BP","GO:0050900","leukocyte migration","34/617","385/28943",3.49160893791228e-12,1.06307853462969e-09,7.68153966340703e-10,"Cd177/Itgb2l/Retnlg/Stk39/Cnn2/Mtus1/Anxa1/S100a8/Thbs1/S100a9/Mapk3/Alox5/Mmp9/Mcu/Itgam/Stap1/Dock8/Mospd2/Adam8/Capn1/Fer/Tirap/Wdr1/Coro1a/Nlrp12/Gpsm3/Pde4d/Trpm2/Lyst/Rac2/Itgb2/Vav3/Nckap1l/Cd24a",34
"GO:0030595","BP","GO:0030595","leukocyte chemotaxis","25/617","228/28943",2.63586302267683e-11,7.52374151535318e-09,5.43646748427097e-09,"Itgb2l/Retnlg/Stk39/Mtus1/Anxa1/S100a8/Thbs1/S100a9/Mapk3/Alox5/Mcu/Itgam/Stap1/Mospd2/Adam8/Tirap/Coro1a/Gpsm3/Pde4d/Trpm2/Lyst/Rac2/Itgb2/Vav3/Nckap1l",25
"GO:0060326","BP","GO:0060326","cell chemotaxis","28/617","314/28943",2.30191074814974e-10,6.18401552164698e-08,4.46841498170244e-08,"Itgb2l/Retnlg/Stk39/Mtus1/Anxa1/S100a8/Thbs1/S100a9/Mapk3/Alox5/Hmgb2/Mcu/Itgam/Stap1/Mospd2/Adam8/Tirap/Arrb2/Coro1a/Notch1/Gpsm3/Pde4d/Trpm2/Lyst/Rac2/Itgb2/Vav3/Nckap1l",28
"GO:0043087","BP","GO:0043087","regulation of GTPase activity","29/617","351/28943",6.61224433573929e-10,1.67767332674007e-07,1.21224479488554e-07,"Ccdc125/Lrrk2/Tiam2/Tbc1d8/Tbc1d10c/Agap1/Arhgap15/Rasa2/Slc27a4/Ralbp1/Ralgps1/Dock8/Sos2/Snx13/Ccpg1/Rsu1/Plxnc1/Arrb2/Tiam1/Gapvd1/Arap3/Arfgef1/Ralgapa1/Pbxip1/Asap1/Rapgef6/Iqgap1/Vav3/Arhgap24",29
"GO:0030837","BP","GO:0030837","negative regulation of actin filament polymerization","13/617","68/28943",1.77561616405934e-09,4.25452809471452e-07,3.07421561474883e-07,"Sptbn1/Add3/Tmsb4x/Svil/Twf2/Capn1/Capza1/Arpc2/Arfgef1/Gsn/Mtpn/Pfn1/Ssh2",13
"GO:2000377","BP","GO:2000377","regulation of reactive oxygen species metabolic process","19/617","161/28943",1.86316097863565e-09,4.25452809471452e-07,3.07421561474883e-07,"Cd177/Itgb2l/Mmp8/Aldh2/Abcd2/Insr/Thbs1/G6pdx/Alox5/Rab27a/Itgam/Xdh/Hdac4/Ncf2/Mapk14/Plcg2/Lcn2/Itgb2/COX2",19
"GO:0097530","BP","GO:0097530","granulocyte migration","19/617","163/28943",2.29660441441073e-09,4.99456779076848e-07,3.608949794074e-07,"Cd177/Itgb2l/Anxa1/S100a8/Thbs1/S100a9/Mapk3/Mcu/Itgam/Mospd2/Adam8/Tirap/Wdr1/Pde4d/Lyst/Rac2/Itgb2/Vav3/Nckap1l",19
"GO:0032272","BP","GO:0032272","negative regulation of protein polymerization","14/617","84/28943",2.78488333754993e-09,5.4679041466395e-07,3.95097080882644e-07,"Sptbn1/Add3/Tmsb4x/Svil/Twf2/Capn1/Capza1/Arpc2/Vdac2/Arfgef1/Gsn/Mtpn/Pfn1/Ssh2",14
"GO:0032535","BP","GO:0032535","regulation of cellular component size","30/617","398/28943",2.93180156898615e-09,5.4679041466395e-07,3.95097080882644e-07,"Lamtor4/Mgll/Sptbn1/Cyfip2/Add3/Tmsb4x/Dstn/Svil/Twf2/Arpc5/Capn1/Capza1/Fer/Wdr1/Dbnl/Coro1a/Map3k1/Arpc2/Arfgef1/Cotl1/Gsn/Actr3/L1cam/Mtpn/Arpc3/Pfn1/Nckap1l/Arpc1b/Arpc4/Ssh2",30
"GO:0006887","BP","GO:0006887","exocytosis","31/617","422/28943",2.95238961591401e-09,5.4679041466395e-07,3.95097080882644e-07,"Cd177/Itgb2l/Rab3d/Ncam1/Lrrk2/Septin1/Anxa3/Anxa1/Myo5a/Exoc6/Clasp1/Myh9/Pram1/Stxbp5/Exoc2/Exoc3/Rab27a/Itgam/Prkcb/Fer/Tmed10/Coro1a/Cd84/Ap1g1/Notch1/Braf/Rac2/Stx11/Itgb2/Nckap1l/Ywhaz",31
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration","23/617","243/28943",2.9931597036564e-09,5.4679041466395e-07,3.95097080882644e-07,"Cd177/Itgb2l/Retnlg/Cnn2/Mtus1/Anxa1/S100a8/Thbs1/S100a9/Mapk3/Mcu/Itgam/Stap1/Mospd2/Adam8/Tirap/Wdr1/Pde4d/Lyst/Rac2/Itgb2/Vav3/Nckap1l",23
"GO:0043299","BP","GO:0043299","leukocyte degranulation","15/617","101/28943",3.95783607476221e-09,6.95209128978423e-07,5.02340732565973e-07,"Cd177/Itgb2l/Anxa3/Pram1/Rab27a/Itgam/Fer/Coro1a/Cd84/Ap1g1/Rac2/Stx11/Itgb2/Nckap1l/Ywhaz",15
"GO:0006979","BP","GO:0006979","response to oxidative stress","30/617","407/28943",4.91780950323547e-09,8.31838370417643e-07,6.01065605951001e-07,"Aldh2/Pnkp/Lrrk2/Mapk13/Atrn/Mgst1/Anxa1/Pnpla8/Mctp1/Slc25a24/Msra/Mapk3/G6pdx/Alox5/Camk2g/Mmp9/Ralbp1/Macroh2a1/Itgam/Trp53inp1/Stk26/COX1/Capn1/Aldh3b1/Fer/Hk3/Trpm2/Lcn2/Gpx4/Grk2",30
"GO:2000379","BP","GO:2000379","positive regulation of reactive oxygen species metabolic process","13/617","78/28943",1.02712375770059e-08,1.67531221479236e-06,1.21053871443284e-06,"Cd177/Itgb2l/Mmp8/Thbs1/Rab27a/Itgam/Xdh/Hdac4/Mapk14/Plcg2/Lcn2/Itgb2/COX2",13
"GO:0002446","BP","GO:0002446","neutrophil mediated immunity","10/617","41/28943",1.11474209656951e-08,1.75552660518378e-06,1.26849962713083e-06,"Cd177/Itgb2l/Anxa3/Pram1/Itgam/Cd300lb/Wdr1/Lyst/Stx11/Itgb2",10
"GO:0071621","BP","GO:0071621","granulocyte chemotaxis","16/617","129/28943",1.72690884232685e-08,2.5454995909073e-06,1.83931435296564e-06,"Itgb2l/Anxa1/S100a8/Thbs1/S100a9/Mapk3/Mcu/Itgam/Mospd2/Tirap/Pde4d/Lyst/Rac2/Itgb2/Vav3/Nckap1l",16
"GO:0072593","BP","GO:0072593","reactive oxygen species metabolic process","22/617","245/28943",1.72784075581621e-08,2.5454995909073e-06,1.83931435296564e-06,"Cd177/Itgb2l/Mmp8/Aldh2/Lrrk2/Abcd2/Insr/Thbs1/G6pdx/Alox5/Cyb5r4/Rab27a/Itgam/Xdh/Hdac4/Cybb/Ncf2/Mapk14/Plcg2/Lcn2/Itgb2/COX2",22
"GO:0019693","BP","GO:0019693","ribose phosphate metabolic process","31/617","456/28943",1.80761373070831e-08,2.55616025399224e-06,1.84701748153589e-06,"Adpgk/Tkt/Nt5e/Lrrk2/Far1/Insr/Mpc2/G6pdx/Nt5c2/Gpi1/Dgat1/Fis1/Pygl/Ndufb7/Atp5k/Xdh/Hdac4/Pde2a/Ndufa13/Ndufb11/Acsl1/Ak2/Hk3/Atp5j2/Ncor1/Adss/Atp5pb/Gda/Gapdh/Nudt4/COX2",31
"GO:0043312","BP","GO:0043312","neutrophil degranulation","7/617","16/28943",1.87243348015686e-08,2.55616025399224e-06,1.84701748153589e-06,"Cd177/Itgb2l/Anxa3/Pram1/Itgam/Stx11/Itgb2",7
"GO:0031532","BP","GO:0031532","actin cytoskeleton reorganization","15/617","113/28943",1.9029877082491e-08,2.55616025399224e-06,1.84701748153589e-06,"Arhgdib/Anxa1/S100a9/Myh9/Atp2c1/Flna/Mcu/Stap1/Rap2a/Fer/Arpc2/Gsn/Actr3/Mkln1/Trpm2",15
"GO:0022604","BP","GO:0022604","regulation of cell morphogenesis","26/617","338/28943",2.20893137417865e-08,2.88233988167826e-06,2.08270672422559e-06,"Arhgef18/Anxa1/Triobp/Rhou/Arhgap15/Myh9/Sh3kbp1/Zmpste24/Fgd4/Flna/Epb41/Pdzd8/Plxnc1/Fmnl3/Wdr1/Dbnl/Coro1a/Arpc2/Arap3/Braf/Actr3/Itsn2/Numb/Mkln1/Nedd4l/Rac2",26
"GO:0031333","BP","GO:0031333","negative regulation of protein-containing complex assembly","17/617","151/28943",2.69592682068337e-08,3.42008271946138e-06,2.47126625229309e-06,"Sptbn1/Svip/Add3/Lmo4/Tmsb4x/Svil/Twf2/Capn1/Capza1/Arpc2/Vdac2/Arfgef1/Gsn/Mtpn/Riok3/Pfn1/Ssh2",17
"GO:0017157","BP","GO:0017157","regulation of exocytosis","22/617","254/28943",3.31244378181237e-08,4.08862993284786e-06,2.95434175134617e-06,"Cd177/Itgb2l/Rab3d/Lrrk2/Septin1/Anxa1/Myo5a/Clasp1/Pram1/Stxbp5/Exoc2/Rab27a/Itgam/Prkcb/Fer/Cd84/Ap1g1/Notch1/Braf/Rac2/Itgb2/Nckap1l",22
"GO:0031589","BP","GO:0031589","cell-substrate adhesion","27/617","371/28943",3.76289452430256e-08,4.522405076971e-06,3.26777682373644e-06,"Itgb2l/Megf9/Tesk2/Atrn/Actn1/Triobp/Thbs1/Clasp1/Flna/Itgam/Rin2/Adam8/Rsu1/Fer/Pik3cb/Tiam1/Coro1a/Arpc2/Notch1/Braf/L1cam/Mkln1/Iqgap1/Rac2/Itgb2/Stk4/Utrn",27
"GO:0002523","BP","GO:0002523","leukocyte migration involved in inflammatory response","8/617","26/28943",4.5389277814968e-08,5.23993082173723e-06,3.78624298483312e-06,"Itgb2l/S100a8/S100a9/Alox5/Itgam/Adam8/Itgb2/Cd24a",8
"GO:0006739","BP","GO:0006739","NADP metabolic process","10/617","47/28943",4.58938543616136e-08,5.23993082173723e-06,3.78624298483312e-06,"Fmo5/Tkt/Me2/G6pdx/Cyb5r4/Pgd/Hsd11b1/Ncf2/Pgls/Taldo1",10
"GO:0007264","BP","GO:0007264","small GTPase mediated signal transduction","29/617","434/28943",7.54919392717708e-08,8.40906552815067e-06,6.0761804779718e-06,"Ccdc125/Tiam2/Arhgef18/Arhgdib/Ccdc88c/Rhou/Rasa2/Ralbp1/Ralgps1/Dock8/Sos2/Rap2a/Rsu1/Timp2/Dbnl/Pik3cb/Tiam1/Arap3/Arfgef1/Ralgapa1/Cbl/Notch1/Akap13/Rapgef6/Dennd3/Rac2/Vav3/Arhgap24/Elmo1",29
"GO:0045055","BP","GO:0045055","regulated exocytosis","23/617","291/28943",8.75841160710622e-08,9.52372995467955e-06,6.88160911986918e-06,"Cd177/Itgb2l/Rab3d/Lrrk2/Anxa3/Myh9/Pram1/Stxbp5/Rab27a/Itgam/Prkcb/Fer/Tmed10/Coro1a/Cd84/Ap1g1/Notch1/Braf/Rac2/Stx11/Itgb2/Nckap1l/Ywhaz",23
"GO:0002274","BP","GO:0002274","myeloid leukocyte activation","22/617","272/28943",1.11466577124003e-07,1.1838787388961e-05,8.55441173277234e-06,"Cd177/Camp/Itgb2l/Mmp8/Lrrk2/Stk39/Anxa3/Anxa1/Thbs1/Pram1/Itgam/Stap1/Cd300lb/Fer/Cd84/Plcg2/Plscr1/Cd33/Rac2/Stx11/Itgb2/Ywhaz",22
"GO:0051156","BP","GO:0051156","glucose 6-phosphate metabolic process","8/617","29/28943",1.17859685363652e-07,1.20629144453068e-05,8.7163603392845e-06,"Tkt/G6pdx/Gpi1/Pgd/Hsd11b1/Pgls/Hk3/Taldo1",8
"GO:0034599","BP","GO:0034599","cellular response to oxidative stress","22/617","273/28943",1.18859459172061e-07,1.20629144453068e-05,8.7163603392845e-06,"Aldh2/Lrrk2/Mapk13/Mgst1/Anxa1/Pnpla8/Slc25a24/Msra/Mapk3/G6pdx/Alox5/Mmp9/Ralbp1/Itgam/Trp53inp1/Stk26/Capn1/Aldh3b1/Fer/Hk3/Trpm2/Lcn2",22
"GO:0042119","BP","GO:0042119","neutrophil activation","9/617","40/28943",1.30083890398392e-07,1.29150679880316e-05,9.33210518075419e-06,"Cd177/Camp/Itgb2l/Anxa3/Anxa1/Pram1/Itgam/Stx11/Itgb2",9
"GO:0009150","BP","GO:0009150","purine ribonucleotide metabolic process","28/617","425/28943",1.69235152736491e-07,1.60816208286099e-05,1.16201770822011e-05,"Adpgk/Nt5e/Lrrk2/Far1/Insr/Mpc2/Nt5c2/Gpi1/Dgat1/Fis1/Ndufb7/Atp5k/Xdh/Hdac4/Pde2a/Ndufa13/Ndufb11/Acsl1/Ak2/Hk3/Atp5j2/Ncor1/Adss/Atp5pb/Gda/Gapdh/Nudt4/COX2",28
"GO:0002444","BP","GO:0002444","myeloid leukocyte mediated immunity","15/617","133/28943",1.72542023341775e-07,1.60816208286099e-05,1.16201770822011e-05,"Cd177/Itgb2l/Anxa3/Pram1/Itgam/Stap1/Cd300lb/Fer/Wdr1/Cd84/Lyst/Rac2/Stx11/Itgb2/Ywhaz",15
"GO:1990266","BP","GO:1990266","neutrophil migration","15/617","133/28943",1.72542023341775e-07,1.60816208286099e-05,1.16201770822011e-05,"Cd177/Itgb2l/S100a8/S100a9/Mcu/Itgam/Mospd2/Adam8/Tirap/Wdr1/Pde4d/Rac2/Itgb2/Vav3/Nckap1l",15
"GO:0016570","BP","GO:0016570","histone modification","30/617","480/28943",1.92575111242915e-07,1.7269125870416e-05,1.24782385312837e-05,"Lrrk2/Satb1/Hopx/Mapk3/H1f4/Kdm4c/Zmpste24/Usp15/Macroh2a1/Phf20l1/Ncoa1/Glyr1/H1f2/Hdac4/Msl1/Ubr2/Eid1/Rcor1/Rnf20/Kdm7a/Asxl1/Pbxip1/Ncor1/Rtf1/Atrx/Mbd2/Setd2/Mideas/Kmt5a/Hdac8",30
"GO:0046496","BP","GO:0046496","nicotinamide nucleotide metabolic process","11/617","68/28943",1.92845504574385e-07,1.7269125870416e-05,1.24782385312837e-05,"Fmo5/Tkt/Me2/G6pdx/Cyb5r4/Pgd/Macroh2a1/Hsd11b1/Ncf2/Pgls/Taldo1",11
"GO:0016052","BP","GO:0016052","carbohydrate catabolic process","16/617","154/28943",2.11774886958874e-07,1.85995367065611e-05,1.34395601339285e-05,"Adpgk/Chil3/Insr/Mgam/Gpi1/Pygl/Pgd/Ppp1ca/Agl/Hdac4/Hsd11b1/Hk3/Ppp1r3b/Ncor1/Gapdh/Man2b1",16
"GO:0072521","BP","GO:0072521","purine-containing compound metabolic process","30/617","483/28943",2.19999024748029e-07,1.89572744532877e-05,1.36980524843112e-05,"Adpgk/Nt5e/Acpp/Lrrk2/Far1/Insr/Mpc2/Nt5c2/Gpi1/Dgat1/Fis1/Pcmt1/Ndufb7/Atp5k/Xdh/Hdac4/Pde2a/Ndufa13/Ndufb11/Acsl1/Ak2/Hk3/Atp5j2/Ncor1/Adss/Atp5pb/Gda/Gapdh/Nudt4/COX2",30
"GO:0002283","BP","GO:0002283","neutrophil activation involved in immune response","7/617","22/28943",2.49721608917073e-07,2.11199738504495e-05,1.52607649893767e-05,"Cd177/Itgb2l/Anxa3/Pram1/Itgam/Stx11/Itgb2",7
"GO:0019362","BP","GO:0019362","pyridine nucleotide metabolic process","11/617","70/28943",2.61909315396932e-07,2.16638418253974e-05,1.56537503883975e-05,"Fmo5/Tkt/Me2/G6pdx/Cyb5r4/Pgd/Macroh2a1/Hsd11b1/Ncf2/Pgls/Taldo1",11
"GO:0030834","BP","GO:0030834","regulation of actin filament depolymerization","10/617","56/28943",2.65639400530382e-07,2.16638418253974e-05,1.56537503883975e-05,"Sptbn1/Add3/Dstn/Svil/Twf2/Capza1/Wdr1/Arpc2/Gsn/Mtpn",10
"GO:0051494","BP","GO:0051494","negative regulation of cytoskeleton organization","17/617","177/28943",2.77466685754583e-07,2.18515687797479e-05,1.57893971914097e-05,"Arhgef18/Sptbn1/Clasp1/Add3/Tmsb4x/Svil/Twf2/Capn1/Capza1/Coro1a/Map3k1/Arpc2/Arfgef1/Gsn/Mtpn/Pfn1/Ssh2",17
"GO:0046777","BP","GO:0046777","protein autophosphorylation","20/617","241/28943",2.77510617303564e-07,2.18515687797479e-05,1.57893971914097e-05,"Bmx/Lrrk2/Stk39/Insr/Lmtk2/Mapk3/Camk2g/Stk26/Rassf2/Map3k3/Rap2a/Sik1/Vrk1/Fer/Map3k1/Mapk14/Nlrp12/Chp1/Iqgap1/Stk4",20
"GO:0007159","BP","GO:0007159","leukocyte cell-cell adhesion","27/617","411/28943",2.97131764916031e-07,2.30000130571443e-05,1.66192343088627e-05,"Cd177/Itgb2l/Cd55/Nt5e/Flot2/Anxa1/S100a8/Thbs1/S100a9/Ets1/Vsir/Alox5/Itgam/Dock8/Tnfsf13b/Ppp3ca/Adam8/Capn1/Coro1a/Prkar1a/Smarca2/L1cam/Tmem131l/Rac2/Itgb2/Nckap1l/Cd24a",27
"GO:1902904","BP","GO:1902904","negative regulation of supramolecular fiber organization","17/617","179/28943",3.25890579474298e-07,2.46042428933697e-05,1.77784106739917e-05,"Arhgef18/Sptbn1/Clasp1/Add3/Tmsb4x/Svil/Twf2/Capn1/Capza1/Coro1a/Map3k1/Arpc2/Arfgef1/Gsn/Mtpn/Pfn1/Ssh2",17
"GO:0008360","BP","GO:0008360","regulation of cell shape","16/617","159/28943",3.2863122761015e-07,2.46042428933697e-05,1.77784106739917e-05,"Arhgef18/Anxa1/Rhou/Arhgap15/Myh9/Sh3kbp1/Zmpste24/Fgd4/Epb41/Plxnc1/Fmnl3/Wdr1/Coro1a/Arap3/Mkln1/Rac2",16
"GO:0062197","BP","GO:0062197","cellular response to chemical stress","24/617","340/28943",3.73896605917353e-07,2.75417064391056e-05,1.9900948379472e-05,"Aldh2/Lrrk2/Mapk13/Stk39/Mgst1/Anxa1/Pnpla8/Slc25a24/Msra/Mapk3/G6pdx/Alox5/Mmp9/Ralbp1/Itgam/Trp53inp1/Stk26/Capn1/Aldh3b1/Fer/Rcsd1/Hk3/Trpm2/Lcn2",24
"GO:0051346","BP","GO:0051346","negative regulation of hydrolase activity","25/617","366/28943",3.96555121038308e-07,2.8747099012412e-05,2.07719349115304e-05,"Ngp/Serpinb1a/Lrrk2/Sort1/Ltf/Anxa1/Thbs1/Slc27a4/Gpi1/Bod1l/Mmp9/Mrtfa/Pi16/Timp2/Arrb2/Plaur/Tmed10/Arfgef1/Chp1/Gapdh/Birc6/Cstdc6/Grk2/Stfa3/Nckap1l",25
"GO:0009259","BP","GO:0009259","ribonucleotide metabolic process","28/617","445/28943",4.29758847313154e-07,3.06673227449871e-05,2.21594405645845e-05,"Adpgk/Nt5e/Lrrk2/Far1/Insr/Mpc2/Nt5c2/Gpi1/Dgat1/Fis1/Ndufb7/Atp5k/Xdh/Hdac4/Pde2a/Ndufa13/Ndufb11/Acsl1/Ak2/Hk3/Atp5j2/Ncor1/Adss/Atp5pb/Gda/Gapdh/Nudt4/COX2",28
"GO:0007265","BP","GO:0007265","Ras protein signal transduction","24/617","344/28943",4.61870385442579e-07,3.23637944257941e-05,2.33852685800571e-05,"Ccdc125/Arhgef18/Arhgdib/Rhou/Rasa2/Ralbp1/Ralgps1/Sos2/Rap2a/Rsu1/Timp2/Dbnl/Pik3cb/Tiam1/Arap3/Arfgef1/Cbl/Notch1/Akap13/Rapgef6/Dennd3/Rac2/Arhgap24/Elmo1",24
"GO:0036230","BP","GO:0036230","granulocyte activation","9/617","46/28943",4.67705371601141e-07,3.23637944257941e-05,2.33852685800571e-05,"Cd177/Camp/Itgb2l/Anxa3/Anxa1/Pram1/Itgam/Stx11/Itgb2",9
"GO:0006163","BP","GO:0006163","purine nucleotide metabolic process","28/617","449/28943",5.13993499095767e-07,3.49937842911099e-05,2.52856334925909e-05,"Adpgk/Nt5e/Lrrk2/Far1/Insr/Mpc2/Nt5c2/Gpi1/Dgat1/Fis1/Ndufb7/Atp5k/Xdh/Hdac4/Pde2a/Ndufa13/Ndufb11/Acsl1/Ak2/Hk3/Atp5j2/Ncor1/Adss/Atp5pb/Gda/Gapdh/Nudt4/COX2",28
