"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071216","GO:0071216","cellular response to biotic stimulus","20/190","340/28943",1.28974959805214e-13,3.87819845037403e-11,2.20857979469564e-11,"Il1a/Cd14/Cxcl3/Malt1/Mif/Cxcl2/Cxcl1/Acod1/Cebpb/Tnip1/Nfkbia/Nlrp3/Vim/Nos2/Il1b/Tnfrsf1b/Sash1/Tnf/Cd36/Pf4",20
"GO:0050900","GO:0050900","leukocyte migration","21/190","385/28943",1.33004805385791e-13,3.87819845037403e-11,2.20857979469564e-11,"Il1a/Trem1/Cxcl3/S100a8/Itgb2/Bst1/Mif/Plcb1/Cxcl2/Cxcl1/Cd9/Mmp9/Itgam/Plec/Msn/Anxa1/Il1b/Ecm1/Tnf/Ccl3/Pf4",21
"GO:0070997","GO:0070997","neuron death","22/190","450/28943",3.06021992275557e-13,8.23669962286289e-11,4.6906852743128e-11,"Egln3/Slc7a11/Sod2/Gapdh/Lrrk2/Fam162a/Bnip3/Cxcl2/Gpi1/Egln1/Hif1a/Abcc1/Gpx1/Cebpb/Map3k5/Itgam/Il1b/Lcn2/Tnfrsf1b/Tnf/Ccl3/Mt1",22
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","12/190","93/28943",1.18270559234539e-12,2.95591919115466e-10,1.68335465136077e-10,"Cav1/Prdx5/Atp2b4/Sod2/Slc7a2/Itgb2/Klf2/Nos2/Il1b/Ptgs2/Tnf/Cd36",12
"GO:0006007","GO:0006007","glucose catabolic process","8/190","24/28943",1.99920633756911e-12,4.6634819834362e-10,2.65578778738128e-10,"Gapdh/Pgk1/Eno1/Ldha/Aldoa/Gpi1/Pkm/Tpi1",8
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","20/190","401/28943",2.70637412567855e-12,5.91850191609328e-10,3.37050409204572e-10,"Cav1/Sod2/Lrrk2/S100a8/Eno1/Mif/Pmp22/P4hb/Hif1a/Cd44/Gpx1/Higd1a/Mmp9/Inhba/Plaur/Cflar/Il1b/Ptgs2/Trps1/Tnf",20
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","14/190","161/28943",3.69838992534367e-12,7.61215667575148e-10,4.33501679794153e-10,"Sod2/Fpr2/Bnip3/Itgb2/Pid1/Cxcl1/Hif1a/Acod1/Itgam/Pon3/Cflar/Lcn2/Tnf/Cd36",14
"GO:0097529","GO:0097529","myeloid leukocyte migration","16/190","243/28943",7.32044862208608e-12,1.42301387381551e-09,8.10386505357248e-10,"Il1a/Trem1/Cxcl3/S100a8/Itgb2/Bst1/Mif/Plcb1/Cxcl2/Cxcl1/Cd9/Itgam/Anxa1/Il1b/Ccl3/Pf4",16
"GO:0006735","GO:0006735","NADH regeneration","7/190","17/28943",8.64986526785899e-12,1.44123231296374e-09,8.20761651732184e-10,"Gapdh/Pgk1/Eno1/Aldoa/Gpi1/Pkm/Tpi1",7
"GO:0061621","GO:0061621","canonical glycolysis","7/190","17/28943",8.64986526785899e-12,1.44123231296374e-09,8.20761651732184e-10,"Gapdh/Pgk1/Eno1/Aldoa/Gpi1/Pkm/Tpi1",7
"GO:0061718","GO:0061718","glucose catabolic process to pyruvate","7/190","17/28943",8.64986526785899e-12,1.44123231296374e-09,8.20761651732184e-10,"Gapdh/Pgk1/Eno1/Aldoa/Gpi1/Pkm/Tpi1",7
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","11/190","85/28943",1.01955323116496e-11,1.62155307083917e-09,9.23451802198689e-10,"Cav1/Atp2b4/Sod2/Slc7a2/Itgb2/Klf2/Nos2/Il1b/Ptgs2/Tnf/Cd36",11
"GO:0052547","GO:0052547","regulation of peptidase activity","20/190","445/28943",1.77670489601627e-11,2.70290888311344e-09,1.53926881837931e-09,"Stfa3/Cav1/Slpi/Gapdh/Fam162a/S100a8/Malt1/Gpi1/Cd44/Gpx1/Map3k5/Mmp9/Cast/Plaur/Nlrp3/Cflar/Ptgs2/Ecm1/Serpinb2/Tnf",20
"GO:0046209","GO:0046209","nitric oxide metabolic process","11/190","91/28943",2.18573385945482e-11,3.18661782259684e-09,1.81473429646841e-09,"Cav1/Atp2b4/Sod2/Slc7a2/Itgb2/Klf2/Nos2/Il1b/Ptgs2/Tnf/Cd36",11
"GO:0006801","GO:0006801","superoxide metabolic process","10/190","68/28943",2.44840305725709e-11,3.42678491893703e-09,1.95150609995271e-09,"Sod2/Cybb/Fpr2/Itgb2/Cxcl1/Itgam/Pon3/Nos2/Ncf1/Cd36",10
"GO:0032103","GO:0032103","positive regulation of response to external stimulus","20/190","459/28943",3.0909099413498e-11,4.04886614228815e-09,2.30577265906092e-09,"Arg1/Lrrk2/Trem1/Fn1/S100a8/Mif/Cxcl1/Acod1/Abcc1/Cebpb/Met/Tnip1/Nfkbia/Nlrp3/Il1b/Ptgs2/Pla2g4a/Sash1/Tnf/Ccl3",20
"GO:0009636","GO:0009636","response to toxic substance","12/190","122/28943",3.12430368224578e-11,4.04886614228815e-09,2.30577265906092e-09,"Slc7a11/Sod2/Esd/Hif1a/Abcc1/Gpx1/Prdx6/Mt2/Pon3/Lcn2/Mt1/Cd36",12
"GO:0061620","GO:0061620","glycolytic process through glucose-6-phosphate","7/190","20/28943",3.39096200532896e-11,4.11382884297623e-09,2.34276800883079e-09,"Gapdh/Pgk1/Eno1/Aldoa/Gpi1/Pkm/Tpi1",7
"GO:0000302","GO:0000302","response to reactive oxygen species","14/190","190/28943",3.48932309312589e-11,4.11382884297623e-09,2.34276800883079e-09,"Prdx5/Sod2/Lrrk2/Bnip3/Txn1/Hif1a/Gpx1/Map3k5/Mmp9/Met/Prdx6/Anxa1/Lcn2/Cd36",14
"GO:0060326","GO:0060326","cell chemotaxis","17/190","314/28943",3.52714676448376e-11,4.11382884297623e-09,2.34276800883079e-09,"Trem1/Cxcl3/S100a8/Itgb2/Bst1/Mif/Cxcl2/Cxcl1/Abcc1/Met/Itgam/Saa3/Plec/Anxa1/Il1b/Ccl3/Pf4",17
"GO:1905954","GO:1905954","positive regulation of lipid localization","12/190","124/28943",3.78960477754847e-11,4.27736358601358e-09,2.43589875853965e-09,"Ptges/Cav1/Il1a/Mif/Anxa2/Hilpda/Ehd1/Nfkbia/Il1b/Pla2g4a/Acsl1/Cd36",12
"GO:0034599","GO:0034599","cellular response to oxidative stress","16/190","273/28943",4.20560749444862e-11,4.59856894471116e-09,2.61882071940501e-09,"Slc7a11/Prdx5/Sod2/Lrrk2/Bnip3/P4hb/Txn1/Hif1a/Gpx1/Map3k5/Mmp9/Met/Itgam/Anxa1/Lcn2/Cd36",16
"GO:0010876","GO:0010876","lipid localization","20/190","470/28943",4.71063683811351e-11,4.99470251410884e-09,2.84441324865993e-09,"Ptges/Cav1/Il1a/Ceacam1/Slc2a1/Mif/Anxa2/Abcc1/Inhba/Hilpda/Ehd1/Nfkbia/Nos2/Anxa1/Il1b/Ptgs2/Pla2g4a/Acsl1/Tnf/Cd36",20
"GO:0032310","GO:0032310","prostaglandin secretion","7/190","21/28943",5.05831713349664e-11,5.20560342650139e-09,2.96451836956939e-09,"Ptges/Il1a/Mif/Nos2/Il1b/Ptgs2/Pla2g4a",7
"GO:0071621","GO:0071621","granulocyte chemotaxis","12/190","129/28943",6.05048693216958e-11,6.04875822161753e-09,3.44468323687128e-09,"Trem1/Cxcl3/S100a8/Itgb2/Bst1/Cxcl2/Cxcl1/Itgam/Anxa1/Il1b/Ccl3/Pf4",12
"GO:0097530","GO:0097530","granulocyte migration","13/190","163/28943",6.64014179679955e-11,6.45384892972267e-09,3.67537673138642e-09,"Il1a/Trem1/Cxcl3/S100a8/Itgb2/Bst1/Cxcl2/Cxcl1/Itgam/Anxa1/Il1b/Ccl3/Pf4",13
"GO:0019320","GO:0019320","hexose catabolic process","8/190","36/28943",7.69079454522673e-11,7.27299732804009e-09,4.14187029135539e-09,"Gapdh/Pgk1/Eno1/Ldha/Aldoa/Gpi1/Pkm/Tpi1",8
"GO:0030593","GO:0030593","neutrophil chemotaxis","11/190","103/28943",8.60456386478242e-11,7.78080415584805e-09,4.43105917992219e-09,"Trem1/Cxcl3/S100a8/Itgb2/Bst1/Cxcl2/Cxcl1/Itgam/Il1b/Ccl3/Pf4",11
"GO:1990266","GO:1990266","neutrophil migration","12/190","133/28943",8.6725167784531e-11,7.78080415584805e-09,4.43105917992219e-09,"Il1a/Trem1/Cxcl3/S100a8/Itgb2/Bst1/Cxcl2/Cxcl1/Itgam/Il1b/Ccl3/Pf4",12
"GO:0046942","GO:0046942","carboxylic acid transport","16/190","290/28943",1.03080052491718e-10,9.00097561540318e-09,5.12592976638685e-09,"Ptges/Arg1/Gja1/Il1a/Slc7a11/Slc16a3/Ceacam1/Slc7a2/Mif/Abcc1/Nos2/Anxa1/Il1b/Ptgs2/Pla2g4a/Cd36",16
"GO:0061615","GO:0061615","glycolytic process through fructose-6-phosphate","7/190","23/28943",1.05470134390263e-10,9.00097561540318e-09,5.12592976638685e-09,"Gapdh/Pgk1/Eno1/Aldoa/Gpi1/Pkm/Tpi1",7
"GO:0022604","GO:0022604","regulation of cell morphogenesis","17/190","338/28943",1.11107466524196e-10,9.25631012781339e-09,5.27133920126074e-09,"Fn1/Aldoa/Pdpn/Fmnl2/P4hb/Carmil1/Cd44/Nedd9/Met/Myadm/Fgr/S100a10/Ezr/Msn/Rhoc/Anxa1/Ccl3",17
"GO:0033674","GO:0033674","positive regulation of kinase activity","19/190","440/28943",1.15091722028986e-10,9.36525431114932e-09,5.33338139047417e-09,"Atp2b4/Lrrk2/Ceacam1/Malt1/Mif/Nedd9/Higd1a/Abi1/Map3k5/Met/Fgr/Lmo4/Areg/Il1b/Camkk2/Sdc4/Sash1/Acsl1/Tnf",19
"GO:0046365","GO:0046365","monosaccharide catabolic process","8/190","38/28943",1.22905947898659e-10,9.77381617494106e-09,5.56605165962107e-09,"Gapdh/Pgk1/Eno1/Ldha/Aldoa/Gpi1/Pkm/Tpi1",8
"GO:0003158","GO:0003158","endothelium development","12/190","138/28943",1.33780597432154e-10,1.04021846758913e-08,5.9238987354168e-09,"Ceacam1/Pdpn/Plcb1/Gpx1/Vcl/Met/Myadm/Ezr/Msn/Il1b/Lcn2/Tnf",12
"GO:0046651","GO:0046651","lymphocyte proliferation","17/190","344/28943",1.45874326446591e-10,1.109596235297e-08,6.31899542250334e-09,"Arg1/Gja1/Il1a/Ceacam1/Itgb2/Bst1/Malt1/Mif/Cd38/Cd44/Cebpb/Itgam/Msn/Anxa1/Il1b/Sdc4/Tnfrsf1b",17
"GO:0006734","GO:0006734","NADH metabolic process","8/190","39/28943",1.53760143839947e-10,1.14469519850207e-08,6.51887911061633e-09,"Gapdh/Pgk1/Eno1/Ldha/Aldoa/Gpi1/Pkm/Tpi1",8
"GO:0007596","GO:0007596","blood coagulation","13/190","177/28943",1.86224359050885e-10,1.32979394350826e-08,7.57299058395972e-09,"Cav1/Slc7a11/F10/Ceacam1/Fn1/Pdpn/Anxa2/Cd9/Plaur/Plek/Pla2g4a/Cd36/Pf4",13
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","13/190","177/28943",1.86224359050885e-10,1.32979394350826e-08,7.57299058395972e-09,"Cav1/Sod2/Lrrk2/S100a8/Eno1/Mif/P4hb/Hif1a/Cd44/Gpx1/Mmp9/Plaur/Ptgs2",13
"GO:0032943","GO:0032943","mononuclear cell proliferation","17/190","351/28943",1.99043077917552e-10,1.39290345926703e-08,7.9323904525879e-09,"Arg1/Gja1/Il1a/Ceacam1/Itgb2/Bst1/Malt1/Mif/Cd38/Cd44/Cebpb/Itgam/Msn/Anxa1/Il1b/Sdc4/Tnfrsf1b",17
"GO:0015732","GO:0015732","prostaglandin transport","7/190","25/28943",2.04523899581675e-10,1.39516879442314e-08,7.94529121957551e-09,"Ptges/Il1a/Mif/Nos2/Il1b/Ptgs2/Pla2g4a",7
"GO:0071715","GO:0071715","icosanoid transport","9/190","60/28943",2.07341461303238e-10,1.39516879442314e-08,7.94529121957551e-09,"Ptges/Il1a/Mif/Abcc1/Nos2/Anxa1/Il1b/Ptgs2/Pla2g4a",9
"GO:0002526","GO:0002526","acute inflammatory response","11/190","112/28943",2.15107435376666e-10,1.40350293194911e-08,7.99275296755365e-09,"Ptges/Hp/Il1a/Trem1/Fn1/Cxcl1/Saa3/Nlrp3/Il1b/Ptgs2/Tnf",11
"GO:0031349","GO:0031349","positive regulation of defense response","16/190","305/28943",2.1660233874036e-10,1.40350293194911e-08,7.99275296755365e-09,"Arg1/Gja1/Lrrk2/S100a8/Cxcl1/Acod1/Abcc1/Cebpb/Tnip1/Nfkbia/Nlrp3/Il1b/Ptgs2/Pla2g4a/Tnf/Ccl3",16
"GO:0007599","GO:0007599","hemostasis","13/190","180/28943",2.29535181446507e-10,1.43418499978809e-08,8.16748305410223e-09,"Cav1/Slc7a11/F10/Ceacam1/Fn1/Pdpn/Anxa2/Cd9/Plaur/Plek/Pla2g4a/Cd36/Pf4",13
"GO:0050817","GO:0050817","coagulation","13/190","180/28943",2.29535181446507e-10,1.43418499978809e-08,8.16748305410223e-09,"Cav1/Slc7a11/F10/Ceacam1/Fn1/Pdpn/Anxa2/Cd9/Plaur/Plek/Pla2g4a/Cd36/Pf4",13
"GO:0006953","GO:0006953","acute-phase response","8/190","41/28943",2.36134767590822e-10,1.44953605578997e-08,8.25490517173455e-09,"Ptges/Hp/Il1a/Fn1/Saa3/Il1b/Ptgs2/Tnf",8
"GO:0015711","GO:0015711","organic anion transport","17/190","356/28943",2.47434754792315e-10,1.48276190469741e-08,8.4441217358108e-09,"Ptges/Arg1/Gja1/Il1a/Slc7a11/Slc16a3/Ceacam1/Slc7a2/Slc2a1/Mif/Abcc1/Nos2/Anxa1/Il1b/Ptgs2/Pla2g4a/Cd36",17
"GO:0045765","GO:0045765","regulation of angiogenesis","16/190","308/28943",2.50022727571154e-10,1.48276190469741e-08,8.4441217358108e-09,"Il1a/Atp2b4/Pgk1/Ceacam1/Itgb2/Pkm/Egln1/Hif1a/Mmp9/Anxa3/Klf2/Il1b/Ecm1/Sash1/Tnf/Cd36",16
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","18/190","411/28943",2.90181215987879e-10,1.69224012456931e-08,9.63707090991325e-09,"Cav1/Arg1/Il1a/Ceacam1/S100a8/Itgb2/Malt1/Cd44/Cebpb/Itgam/Tnip1/Olr1/Msn/Nlrp3/Anxa1/Il1b/Sdc4/Tnf",18
"GO:1901342","GO:1901342","regulation of vasculature development","16/190","312/28943",3.01989534290993e-10,1.70863836561917e-08,9.73045659998222e-09,"Il1a/Atp2b4/Pgk1/Ceacam1/Itgb2/Pkm/Egln1/Hif1a/Mmp9/Anxa3/Klf2/Il1b/Ecm1/Sash1/Tnf/Cd36",16
"GO:0050729","GO:0050729","positive regulation of inflammatory response","12/190","148/28943",3.02759584648153e-10,1.70863836561917e-08,9.73045659998222e-09,"Lrrk2/S100a8/Abcc1/Cebpb/Tnip1/Nfkbia/Nlrp3/Il1b/Ptgs2/Pla2g4a/Tnf/Ccl3",12
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","17/190","366/28943",3.78401936502424e-10,2.10163234257457e-08,1.19685023525328e-08,"Stfa3/Slpi/Gapdh/Lrrk2/Gpi1/Egln1/Cd44/Gpx1/Mmp9/Cast/Plaur/Cflar/Anxa1/Ptgs2/Ecm1/Serpinb2/Tnf",17
"GO:0030595","GO:0030595","leukocyte chemotaxis","14/190","228/28943",3.92157955779256e-10,2.1440010738619e-08,1.22097863534561e-08,"Trem1/Cxcl3/S100a8/Itgb2/Bst1/Mif/Cxcl2/Cxcl1/Itgam/Plec/Anxa1/Il1b/Ccl3/Pf4",14
"GO:1900407","GO:1900407","regulation of cellular response to oxidative stress","10/190","90/28943",4.25283225120172e-10,2.28933231491613e-08,1.30374274518621e-08,"Slc7a11/Sod2/Lrrk2/P4hb/Txn1/Hif1a/Gpx1/Met/Itgam/Cd36",10
"GO:0045446","GO:0045446","endothelial cell differentiation","11/190","120/28943",4.54622313689528e-10,2.41018708424191e-08,1.37256784659374e-08,"Ceacam1/Pdpn/Plcb1/Gpx1/Vcl/Met/Myadm/Ezr/Msn/Il1b/Tnf",11
"GO:0015849","GO:0015849","organic acid transport","16/190","322/28943",4.78452392861979e-10,2.49866406361801e-08,1.422954249313e-08,"Ptges/Arg1/Gja1/Il1a/Slc7a11/Slc16a3/Ceacam1/Slc7a2/Slc2a1/Mif/Abcc1/Anxa1/Il1b/Pla2g4a/Acsl1/Cd36",16
"GO:0042554","GO:0042554","superoxide anion generation","8/190","45/28943",5.20913201238278e-10,2.68040483990108e-08,1.52645308040876e-08,"Sod2/Cybb/Fpr2/Itgb2/Cxcl1/Itgam/Pon3/Ncf1",8
"GO:0015718","GO:0015718","monocarboxylic acid transport","11/190","124/28943",6.47502353337646e-10,3.25285104023153e-08,1.85245318787572e-08,"Ptges/Il1a/Slc16a3/Ceacam1/Mif/Nos2/Anxa1/Il1b/Ptgs2/Pla2g4a/Cd36",11
"GO:0042098","GO:0042098","T cell proliferation","14/190","237/28943",6.50756138371554e-10,3.25285104023153e-08,1.85245318787572e-08,"Arg1/Gja1/Il1a/Ceacam1/Itgb2/Malt1/Cd44/Cebpb/Itgam/Msn/Anxa1/Il1b/Sdc4/Tnfrsf1b",14
"GO:0050878","GO:0050878","regulation of body fluid levels","17/190","381/28943",6.98189974252358e-10,3.44079819705493e-08,1.95948646591507e-08,"Cav1/Gja1/Slc7a11/F10/Ceacam1/Fn1/Pdpn/Anxa2/Hif1a/Cd9/Met/Plaur/Plec/Plek/Pla2g4a/Cd36/Pf4",17
"GO:0070661","GO:0070661","leukocyte proliferation","17/190","384/28943",7.86523427107467e-10,3.82228537701254e-08,2.17673808116145e-08,"Arg1/Gja1/Il1a/Ceacam1/Itgb2/Bst1/Malt1/Mif/Cd38/Cd44/Cebpb/Itgam/Msn/Anxa1/Il1b/Sdc4/Tnfrsf1b",17
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","14/190","241/28943",8.09382678720575e-10,3.87949314088122e-08,2.20931710283785e-08,"Sod2/Lrrk2/Eno1/Mif/Hif1a/Cd44/Gpx1/Higd1a/Mmp9/Plaur/Cflar/Il1b/Ptgs2/Tnf",14
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","14/190","243/28943",9.01267778536865e-10,4.26153507716282e-08,2.42688464405446e-08,"Fam162a/S100a8/Malt1/Gpi1/Cd44/Gpx1/Map3k5/Mmp9/Cast/Plaur/Nlrp3/Cflar/Ptgs2/Tnf",14
"GO:0015908","GO:0015908","fatty acid transport","10/190","98/28943",9.95081624010108e-10,4.615820343407e-08,2.62864514976293e-08,"Ptges/Il1a/Slc2a1/Mif/Abcc1/Anxa1/Il1b/Pla2g4a/Acsl1/Cd36",10
"GO:0002064","GO:0002064","epithelial cell development","14/190","245/28943",1.00257886853082e-09,4.615820343407e-08,2.62864514976293e-08,"Gja1/Il1a/Plcb1/Hif1a/Gpx1/Vcl/Met/Myadm/Ezr/Plec/Msn/Vim/Il1b/Tnf",14
"GO:1902882","GO:1902882","regulation of response to oxidative stress","10/190","99/28943",1.10063806610294e-09,5.00147090038207e-08,2.84826775001076e-08,"Slc7a11/Sod2/Lrrk2/P4hb/Txn1/Hif1a/Gpx1/Met/Itgam/Cd36",10
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","10/190","100/28943",1.21602555888355e-09,5.45496593658148e-08,3.10652683261345e-08,"Sod2/Lrrk2/Eno1/Mif/Hif1a/Cd44/Gpx1/Mmp9/Plaur/Ptgs2",10
"GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process","9/190","73/28943",1.26541207907869e-09,5.60465425910928e-08,3.19177223943499e-08,"Cav1/Atp2b4/Sod2/Itgb2/Klf2/Il1b/Ptgs2/Tnf/Cd36",9
"GO:0036473","GO:0036473","cell death in response to oxidative stress","10/190","101/28943",1.34203368646056e-09,5.86971983615688e-08,3.34272337956558e-08,"Slc7a11/Sod2/Lrrk2/P4hb/Txn1/Hif1a/Gpx1/Map3k5/Met/Itgam",10
"GO:1901214","GO:1901214","regulation of neuron death","17/190","399/28943",1.4043986614089e-09,6.06665545218487e-08,3.45487545945036e-08,"Egln3/Slc7a11/Sod2/Lrrk2/Gpi1/Egln1/Hif1a/Abcc1/Cebpb/Map3k5/Itgam/Il1b/Lcn2/Tnfrsf1b/Tnf/Ccl3/Mt1",17
"GO:0001885","GO:0001885","endothelial cell development","9/190","74/28943",1.43252651921783e-09,6.1126954765161e-08,3.48109460960123e-08,"Plcb1/Gpx1/Vcl/Met/Myadm/Ezr/Msn/Il1b/Tnf",9
"GO:0032309","GO:0032309","icosanoid secretion","8/190","51/28943",1.48799797980551e-09,6.27289750763794e-08,3.5723274264703e-08,"Ptges/Il1a/Mif/Nos2/Anxa1/Il1b/Ptgs2/Pla2g4a",8
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","13/190","211/28943",1.62240345471476e-09,6.75808296196065e-08,3.84863375911659e-08,"Fam162a/S100a8/Malt1/Gpi1/Cd44/Gpx1/Map3k5/Mmp9/Plaur/Nlrp3/Cflar/Ptgs2/Tnf",13
"GO:0080164","GO:0080164","regulation of nitric oxide metabolic process","9/190","77/28943",2.05588127530568e-09,8.4629748026995e-08,4.81954582557728e-08,"Cav1/Atp2b4/Sod2/Itgb2/Klf2/Il1b/Ptgs2/Tnf/Cd36",9
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process","9/190","78/28943",2.31097988666002e-09,9.40246351560862e-08,5.35457151217554e-08,"Sod2/Fpr2/Itgb2/Pid1/Cxcl1/Acod1/Itgam/Lcn2/Cd36",9
"GO:0010466","GO:0010466","negative regulation of peptidase activity","14/190","262/28943",2.38659091763822e-09,9.59848462162773e-08,5.46620279139642e-08,"Stfa3/Slpi/Gapdh/Gpi1/Cd44/Gpx1/Mmp9/Cast/Plaur/Cflar/Ptgs2/Ecm1/Serpinb2/Tnf",14
"GO:0052548","GO:0052548","regulation of endopeptidase activity","16/190","361/28943",2.48772496864923e-09,9.89153371057234e-08,5.63309015030263e-08,"Gapdh/Fam162a/S100a8/Malt1/Gpi1/Cd44/Gpx1/Map3k5/Mmp9/Cast/Plaur/Nlrp3/Cflar/Ptgs2/Serpinb2/Tnf",16
"GO:0001667","GO:0001667","ameboidal-type cell migration","18/190","471/28943",2.51715744674511e-09,9.89610551254062e-08,5.63569372760319e-08,"Atp2b4/Ceacam1/Fn1/Itgb2/Pmp22/Gpi1/Hif1a/Gpx1/Mmp9/Met/Plec/Anxa3/Anxa1/Ptgs2/Lcn2/Sdc4/Sash1/Tnf",18
"GO:1903201","GO:1903201","regulation of oxidative stress-induced cell death","9/190","79/28943",2.5934501983627e-09,1.00827580489679e-07,5.74198973742758e-08,"Slc7a11/Sod2/Lrrk2/P4hb/Txn1/Hif1a/Gpx1/Met/Itgam",9
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","16/190","363/28943",2.69192441707821e-09,1.03505972916007e-07,5.89452044132915e-08,"Atp2b4/Lrrk2/Ceacam1/Malt1/Mif/Nedd9/Higd1a/Abi1/Map3k5/Areg/Il1b/Camkk2/Sdc4/Sash1/Acsl1/Tnf",16
"GO:1903532","GO:1903532","positive regulation of secretion by cell","16/190","365/28943",2.91140911945913e-09,1.10119381745876e-07,6.27114482769342e-08,"Ptges/Sdc1/Gja1/Il1a/Itgb2/Mif/Anxa2/Cd38/Hif1a/Fgr/Itgam/S100a10/Ezr/Il1b/Sdc4/Pla2g4a",16
