"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006007","GO:0006007","glucose catabolic process","8/190","24/28943",1.99920633756911e-12,4.6634819834362e-10,2.65578778738128e-10,"Gapdh/Pgk1/Eno1/Ldha/Aldoa/Gpi1/Pkm/Tpi1",8
"GO:0006735","GO:0006735","NADH regeneration","7/190","17/28943",8.64986526785899e-12,1.44123231296374e-09,8.20761651732184e-10,"Gapdh/Pgk1/Eno1/Aldoa/Gpi1/Pkm/Tpi1",7
"GO:0052547","GO:0052547","regulation of peptidase activity","20/190","445/28943",1.77670489601627e-11,2.70290888311344e-09,1.53926881837931e-09,"Stfa3/Cav1/Slpi/Gapdh/Fam162a/S100a8/Malt1/Gpi1/Cd44/Gpx1/Map3k5/Mmp9/Cast/Plaur/Nlrp3/Cflar/Ptgs2/Ecm1/Serpinb2/Tnf",20
"GO:0009636","GO:0009636","response to toxic substance","12/190","122/28943",3.12430368224578e-11,4.04886614228815e-09,2.30577265906092e-09,"Slc7a11/Sod2/Esd/Hif1a/Abcc1/Gpx1/Prdx6/Mt2/Pon3/Lcn2/Mt1/Cd36",12
"GO:1905954","GO:1905954","positive regulation of lipid localization","12/190","124/28943",3.78960477754847e-11,4.27736358601358e-09,2.43589875853965e-09,"Ptges/Cav1/Il1a/Mif/Anxa2/Hilpda/Ehd1/Nfkbia/Il1b/Pla2g4a/Acsl1/Cd36",12
"GO:0032310","GO:0032310","prostaglandin secretion","7/190","21/28943",5.05831713349664e-11,5.20560342650139e-09,2.96451836956939e-09,"Ptges/Il1a/Mif/Nos2/Il1b/Ptgs2/Pla2g4a",7
"GO:0046942","GO:0046942","carboxylic acid transport","16/190","290/28943",1.03080052491718e-10,9.00097561540318e-09,5.12592976638685e-09,"Ptges/Arg1/Gja1/Il1a/Slc7a11/Slc16a3/Ceacam1/Slc7a2/Mif/Abcc1/Nos2/Anxa1/Il1b/Ptgs2/Pla2g4a/Cd36",16
"GO:0022604","GO:0022604","regulation of cell morphogenesis","17/190","338/28943",1.11107466524196e-10,9.25631012781339e-09,5.27133920126074e-09,"Fn1/Aldoa/Pdpn/Fmnl2/P4hb/Carmil1/Cd44/Nedd9/Met/Myadm/Fgr/S100a10/Ezr/Msn/Rhoc/Anxa1/Ccl3",17
"GO:0033674","GO:0033674","positive regulation of kinase activity","19/190","440/28943",1.15091722028986e-10,9.36525431114932e-09,5.33338139047417e-09,"Atp2b4/Lrrk2/Ceacam1/Malt1/Mif/Nedd9/Higd1a/Abi1/Map3k5/Met/Fgr/Lmo4/Areg/Il1b/Camkk2/Sdc4/Sash1/Acsl1/Tnf",19
"GO:0003158","GO:0003158","endothelium development","12/190","138/28943",1.33780597432154e-10,1.04021846758913e-08,5.9238987354168e-09,"Ceacam1/Pdpn/Plcb1/Gpx1/Vcl/Met/Myadm/Ezr/Msn/Il1b/Lcn2/Tnf",12
"GO:0046651","GO:0046651","lymphocyte proliferation","17/190","344/28943",1.45874326446591e-10,1.109596235297e-08,6.31899542250334e-09,"Arg1/Gja1/Il1a/Ceacam1/Itgb2/Bst1/Malt1/Mif/Cd38/Cd44/Cebpb/Itgam/Msn/Anxa1/Il1b/Sdc4/Tnfrsf1b",17
"GO:0007596","GO:0007596","blood coagulation","13/190","177/28943",1.86224359050885e-10,1.32979394350826e-08,7.57299058395972e-09,"Cav1/Slc7a11/F10/Ceacam1/Fn1/Pdpn/Anxa2/Cd9/Plaur/Plek/Pla2g4a/Cd36/Pf4",13
"GO:0002526","GO:0002526","acute inflammatory response","11/190","112/28943",2.15107435376666e-10,1.40350293194911e-08,7.99275296755365e-09,"Ptges/Hp/Il1a/Trem1/Fn1/Cxcl1/Saa3/Nlrp3/Il1b/Ptgs2/Tnf",11
"GO:0007599","GO:0007599","hemostasis","13/190","180/28943",2.29535181446507e-10,1.43418499978809e-08,8.16748305410223e-09,"Cav1/Slc7a11/F10/Ceacam1/Fn1/Pdpn/Anxa2/Cd9/Plaur/Plek/Pla2g4a/Cd36/Pf4",13
"GO:0050817","GO:0050817","coagulation","13/190","180/28943",2.29535181446507e-10,1.43418499978809e-08,8.16748305410223e-09,"Cav1/Slc7a11/F10/Ceacam1/Fn1/Pdpn/Anxa2/Cd9/Plaur/Plek/Pla2g4a/Cd36/Pf4",13
"GO:0045765","GO:0045765","regulation of angiogenesis","16/190","308/28943",2.50022727571154e-10,1.48276190469741e-08,8.4441217358108e-09,"Il1a/Atp2b4/Pgk1/Ceacam1/Itgb2/Pkm/Egln1/Hif1a/Mmp9/Anxa3/Klf2/Il1b/Ecm1/Sash1/Tnf/Cd36",16
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","18/190","411/28943",2.90181215987879e-10,1.69224012456931e-08,9.63707090991325e-09,"Cav1/Arg1/Il1a/Ceacam1/S100a8/Itgb2/Malt1/Cd44/Cebpb/Itgam/Tnip1/Olr1/Msn/Nlrp3/Anxa1/Il1b/Sdc4/Tnf",18
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","17/190","366/28943",3.78401936502424e-10,2.10163234257457e-08,1.19685023525328e-08,"Stfa3/Slpi/Gapdh/Lrrk2/Gpi1/Egln1/Cd44/Gpx1/Mmp9/Cast/Plaur/Cflar/Anxa1/Ptgs2/Ecm1/Serpinb2/Tnf",17
"GO:1903532","GO:1903532","positive regulation of secretion by cell","16/190","365/28943",2.91140911945913e-09,1.10119381745876e-07,6.27114482769342e-08,"Ptges/Sdc1/Gja1/Il1a/Itgb2/Mif/Anxa2/Cd38/Hif1a/Fgr/Itgam/S100a10/Ezr/Il1b/Sdc4/Pla2g4a",16
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway","17/190","421/28943",3.14269563159035e-09,1.14544708488902e-07,6.5231609984655e-08,"Cav1/Arg1/Il1a/Ceacam1/Cxcl3/Irak3/Plcb1/Cxcl2/Cxcl1/Hif1a/Nfkbia/Il1b/Ecm1/Acsl1/Tnf/Ccl3/Pf4",17
"GO:0048732","GO:0048732","gland development","18/190","483/28943",3.72849992626858e-09,1.34495064350657e-07,7.65930587132547e-08,"Hp/Cav1/Gja1/Sod2/Ceacam1/Pkm/Hif1a/Cd44/Gpx1/Cebpb/Met/Lmo4/Plaur/Msn/Cflar/Areg/Anxa1/Tnf",18
"GO:0001659","GO:0001659","temperature homeostasis","12/190","189/28943",4.99128555248927e-09,1.746450814816e-07,9.94579321143388e-08,"Ptges/Cav1/Gja1/Il1a/Gpx1/Cebpb/Il1b/Ptgs2/Lcn2/Acsl1/Tnf/Cd36",12
"GO:0003018","GO:0003018","vascular process in circulatory system","13/190","235/28943",5.97059042038431e-09,2.02826173601211e-07,1.15506670064256e-07,"Cav1/Gja1/Sod2/Ceacam1/Slc2a1/Cd38/Hif1a/Abcc1/Gpx1/Plec/Klf2/Ptgs2/Cd36",13
"GO:0006090","GO:0006090","pyruvate metabolic process","10/190","121/28943",7.89185829533983e-09,2.58071141826113e-07,1.46967907064223e-07,"Gapdh/Pgk1/Pgam1/Eno1/Ldha/Aldoa/Gpi1/Pkm/Tpi1/Hif1a",10
"GO:0002446","GO:0002446","neutrophil mediated immunity","7/190","41/28943",8.75391758195477e-09,2.83610718696849e-07,1.61512339012089e-07,"Arg1/Trem1/Itgb2/Cxcl1/Itgam/Anxa3/Ncf1",7
"GO:0002697","GO:0002697","regulation of immune effector process","17/190","464/28943",1.32524850460526e-08,4.14021831929805e-07,2.35779644663323e-07,"Arg1/Ceacam1/Irak3/Itgb2/Malt1/Mif/Gpi1/Cxcl1/Fgr/Itgam/Nlrp3/Anxa1/Il1b/Ncf1/Tnfrsf1b/Tnf/Cd36",17
"GO:0070555","GO:0070555","response to interleukin-1","9/190","96/28943",1.48457595350443e-08,4.51698370548871e-07,2.57235906634681e-07,"Irak3/Fn1/Plcb1/Acod1/Cebpb/Saa3/Anxa1/Il1b/Ccl3",9
"GO:0070482","GO:0070482","response to oxygen levels","14/190","305/28943",1.64917465773294e-08,4.97453631673066e-07,2.8329288812055e-07,"Cav1/Egln3/Sod2/Fam162a/Pgk1/Eno1/Bnip3/Pdpn/P4hb/Egln1/Cd38/Hif1a/Higd1a/Nos2",14
"GO:0042063","GO:0042063","gliogenesis","15/190","363/28943",2.0292072479633e-08,6.01711539035898e-07,3.42666308688183e-07,"Fn1/S100a8/Vcan/Pmp22/Cd9/Itgam/Plec/Vim/Areg/Anxa1/Il1b/Ndrg1/Tnfrsf1b/Tnf/Ccl3",15
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","15/190","368/28943",2.43117536014839e-08,6.91600210175546e-07,3.93856650129303e-07,"Cav1/Slc7a11/Atp2b4/Ceacam1/Eno1/Pid1/Hif1a/Nos2/Anxa1/Il1b/Ptgs2/Plek/Pla2g4a/Tnf/Cd36",15
"GO:1901652","GO:1901652","response to peptide","16/190","430/28943",2.91199136262115e-08,8.08655379191381e-07,4.60517932284197e-07,"Cav1/Gja1/Ceacam1/Fpr2/Pid1/Slc2a1/Plcb1/Pkm/Abcc1/Mmp9/Ptpre/Nfkbia/Vim/Anxa1/Il1b/Cd36",16
"GO:0002274","GO:0002274","myeloid leukocyte activation","13/190","272/28943",3.39048126338588e-08,9.12561072352862e-07,5.19690771788622e-07,"Lrrk2/Slc7a2/Fn1/Itgb2/Clec4d/Fgr/Itgam/Anxa3/Ptpre/Anxa1/Ndrg1/Pla2g4a/Tnf",13
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","12/190","225/28943",3.49227651178082e-08,9.32784390436724e-07,5.31207668686307e-07,"Trem1/Fn1/Bst1/Pdpn/P4hb/Carmil1/Nedd9/Vcl/Myadm/S100a10/Sdc4/Cd36",12
"GO:0090132","GO:0090132","epithelium migration","14/190","330/28943",4.41032172228754e-08,1.10226540759172e-06,6.27724738367693e-07,"Atp2b4/Ceacam1/Itgb2/Gpi1/Hif1a/Gpx1/Mmp9/Met/Anxa3/Anxa1/Ptgs2/Lcn2/Sash1/Tnf",14
"GO:0045454","GO:0045454","cell redox homeostasis","6/190","31/28943",4.74930748496246e-08,1.157501052007e-06,6.59180665588441e-07,"Prdx5/Ero1a/Txn1/Gpx1/Prdx6/Txnrd1",6
"GO:0018119","GO:0018119","peptidyl-cysteine S-nitrosylation","5/190","16/28943",4.76365108571044e-08,1.157501052007e-06,6.59180665588441e-07,"Atp2b4/Gapdh/S100a8/Txn1/Nos2",5
"GO:0002367","GO:0002367","cytokine production involved in immune response","10/190","148/28943",5.45175287773253e-08,1.27171222127907e-06,7.24222329652469e-07,"Arg1/Trem1/Irak3/Malt1/Mif/Nlrp3/Il1b/Tnfrsf1b/Tnf/Cd36",10
"GO:0046939","GO:0046939","nucleotide phosphorylation","9/190","113/28943",6.21187592524321e-08,1.42995749094908e-06,8.14340798233061e-07,"Gapdh/Pgk1/Pgam1/Eno1/Aldoa/Gpi1/Pkm/Tpi1/Hif1a",9
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","10/190","155/28943",8.43849460838725e-08,1.84332674050612e-06,1.04974880635914e-06,"Cav1/Irak3/Itgb2/Malt1/Mtpn/Nlrp3/Cflar/Il1b/Tnf/Cd36",10
"GO:0044282","GO:0044282","small molecule catabolic process","14/190","350/28943",9.11463949998508e-08,1.95657200064097e-06,1.11424039867431e-06,"Upp1/Arg1/Atp2b4/Gapdh/Pgk1/Eno1/Ldha/Esd/Aldoa/Gpi1/Pkm/Tpi1/Pon3/Nos2",14
"GO:0046034","GO:0046034","ATP metabolic process","11/190","224/28943",3.01814946430383e-07,5.47176423606171e-06,3.11609322930305e-06,"Gapdh/Pgk1/Pgam1/Eno1/Pid1/Aldoa/Gpi1/Pkm/Tpi1/Hif1a/Fam20c",11
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","11/190","234/28943",4.66071820702428e-07,7.99404559136174e-06,4.55249719602526e-06,"Cav1/Gja1/Fpr1/Cxcl3/Fpr2/Cxcl2/Cxcl1/Cd38/Il1b/Ccl3/Cd36",11
"GO:0043403","GO:0043403","skeletal muscle tissue regeneration","6/190","47/28943",6.3478038465608e-07,1.04276834080358e-05,5.93841990686414e-06,"Gja1/Pkm/Cd9/Gpx1/Cflar/Anxa1",6
"GO:0001781","GO:0001781","neutrophil apoptotic process","4/190","12/28943",8.54745795655074e-07,1.35943433590777e-05,7.74178847452179e-06,"Slc7a11/Cd44/Itgam/Anxa1",4
"GO:0032612","GO:0032612","interleukin-1 production","8/190","123/28943",1.60943486919221e-06,2.40210744341403e-05,1.36796660410727e-05,"Ceacam1/Malt1/Nlrp3/Anxa1/Il1b/Tnf/Ccl3/Cd36",8
"GO:1901653","GO:1901653","cellular response to peptide","12/190","322/28943",1.62613075687868e-06,2.40210744341403e-05,1.36796660410727e-05,"Cav1/Gja1/Ceacam1/Fpr2/Pid1/Plcb1/Pkm/Abcc1/Ptpre/Vim/Il1b/Cd36",12
"GO:0045216","GO:0045216","cell-cell junction organization","10/190","219/28943",2.03462194929007e-06,2.85909325323934e-05,1.62821363348387e-05,"Cav1/Gja1/Ceacam1/Pmp22/Cd9/Vcl/Plec/Rhoc/Il1b/Tnf",10
"GO:0006898","GO:0006898","receptor-mediated endocytosis","11/190","274/28943",2.18355162619957e-06,3.05609885602891e-05,1.74040556985085e-05,"Sdc1/Cav1/Cd14/Ceacam1/Itgb2/Anxa2/Cd9/Cd44/Itgam/Ezr/Cd36",11
"GO:0070943","GO:0070943","neutrophil-mediated killing of symbiont cell","4/190","15/28943",2.32091526982212e-06,3.19719784610536e-05,1.82075947193257e-05,"Arg1/Trem1/Cxcl1/Ncf1",4
"GO:0055076","GO:0055076","transition metal ion homeostasis","8/190","137/28943",3.61242963766587e-06,4.69884435025757e-05,2.6759261608693e-05,"Sod2/Fbxl5/Egln1/Hif1a/Mt2/Fth1/Lcn2/Mt1",8
"GO:0030865","GO:0030865","cortical cytoskeleton organization","6/190","64/28943",4.04067311308296e-06,5.10408491793404e-05,2.90670499831505e-05,"Fmnl2/Ezr/Plec/Rhoc/Plek/Tnf",6
"GO:0032970","GO:0032970","regulation of actin filament-based process","13/190","416/28943",4.14154979921576e-06,5.21269163577552e-05,2.96855500564765e-05,"Cav1/Il1a/Bst1/Pdpn/Carmil1/Mtpn/Met/Myadm/Fgr/S100a10/Rhoc/Sdc4/Plek",13
"GO:0110148","GO:0110148","biomineralization","9/190","188/28943",4.54293873223279e-06,5.55795196646243e-05,3.16517593673783e-05,"Gja1/Sgms2/Fam20a/Hif1a/Cebpb/Fgr/Fam20c/Ptgs2/Ecm1",9
"GO:0051099","GO:0051099","positive regulation of binding","9/190","194/28943",5.86346416711011e-06,6.97832010908785e-05,3.97405573517345e-05,"Cav1/Lrrk2/Eno1/Anxa2/Txn1/Mmp9/Met/S100a10/Plaur",9
"GO:0098739","GO:0098739","import across plasma membrane","9/190","198/28943",6.91594675925696e-06,7.90813650674513e-05,4.50357317346867e-05,"Cav1/Arg1/Slc7a11/Slc7a2/Slc2a1/Abcc1/Lcn2/Acsl1/Cd36",9
"GO:0050818","GO:0050818","regulation of coagulation","6/190","75/28943",1.02223353296023e-05,0.000110055234825473,6.26749175026307e-05,"Cav1/Ceacam1/Anxa2/Cd9/Plaur/Cd36",6
"GO:0031579","GO:0031579","membrane raft organization","4/190","22/28943",1.19980464055424e-05,0.000126449290280099,7.20111028715658e-05,"Cav1/Pmp22/Myadm/S100a10",4
"GO:0032768","GO:0032768","regulation of monooxygenase activity","5/190","46/28943",1.27422065636666e-05,0.00013190822711914,7.5119891077611e-05,"Cav1/Il1a/Atp2b4/Il1b/Tnf",5
"GO:0045445","GO:0045445","myoblast differentiation","7/190","119/28943",1.41760977671371e-05,0.000145111989222021,8.26392489876162e-05,"Sdc1/Plcb1/Gpx1/Plekhm3/Map3k5/Plec/Tnf",7
"GO:0051702","GO:0051702","biological process involved in interaction with symbiont","7/190","120/28943",1.49715464889296e-05,0.000151841858448594,8.6471815418898e-05,"Arg1/Gapdh/Trem1/Fn1/Cxcl1/Gpx1/Ncf1",7
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","12/190","405/28943",1.66045128715859e-05,0.000165524759366607,9.42640361850718e-05,"Gja1/Il1a/Rab11fip1/Cd38/Hif1a/Klf7/Ezr/Nos2/Anxa1/Il1b/Plek/Tnf",12
"GO:0035296","GO:0035296","regulation of tube diameter","8/190","173/28943",1.99718871785596e-05,0.000194656359993816,0.00011085407544059,"Cav1/Gja1/Sod2/Cd38/Hif1a/Gpx1/Klf2/Ptgs2",8
"GO:0097746","GO:0097746","blood vessel diameter maintenance","8/190","173/28943",1.99718871785596e-05,0.000194656359993816,0.00011085407544059,"Cav1/Gja1/Sod2/Cd38/Hif1a/Gpx1/Klf2/Ptgs2",8
"GO:0010038","GO:0010038","response to metal ion","10/190","296/28943",2.83221495718176e-05,0.000264971126609063,0.000150897351926402,"Cav1/Il1a/Lrrk2/Fn1/Bnip3/Mmp9/Crip1/Mt2/Pla2g4a/Mt1",10
"GO:0006527","GO:0006527","arginine catabolic process","3/190","10/28943",3.23008122327244e-05,0.000298207234834571,0.000169824850872232,"Arg1/Atp2b4/Nos2",3
"GO:0031639","GO:0031639","plasminogen activation","4/190","28/28943",3.25641192144757e-05,0.000298277102438352,0.000169864639495736,"Pgk1/Eno1/S100a10/Plaur",4
"GO:0097581","GO:0097581","lamellipodium organization","6/190","92/28943",3.30093833833188e-05,0.000300780813693314,0.000171290468049952,"Pdpn/Pmp22/Carmil1/Cd44/Vcl/Abi1",6
"GO:0045834","GO:0045834","positive regulation of lipid metabolic process","8/190","188/28943",3.62114616860677e-05,0.00032464007996611,0.00018487798660545,"Il1a/Fgr/Anxa1/Il1b/Ptgs2/Pla2g4a/Tnf/Cd36",8
"GO:0002831","GO:0002831","regulation of response to biotic stimulus","11/190","371/28943",3.73069470701488e-05,0.000331312202534139,0.000188677667122073,"Arg1/Smpdl3b/Ceacam1/Irak3/Mif/Cxcl1/Acod1/Fgr/Il1b/Ncf1/Sash1",11
"GO:0098657","GO:0098657","import into cell","9/190","250/28943",4.38090966562087e-05,0.00037570595392175,0.000213959287848821,"Cav1/Arg1/Slc7a11/Slc7a2/Slc2a1/Abcc1/Lcn2/Acsl1/Cd36",9
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","12/190","453/28943",4.93493046993478e-05,0.000416616999611192,0.000237257556373697,"Cav1/Lrrk2/Ceacam1/Irak3/Pid1/Met/Myadm/Plec/Sh3bp5/Il1b/Plek/Tnf",12
"GO:1904950","GO:1904950","negative regulation of establishment of protein localization","7/190","146/28943",5.28823152503733e-05,0.000441611506112306,0.000251491578366931,"Lrrk2/Txn1/Rab11fip1/Klf7/Anxa1/Il1b/Cd36",7
"GO:0030198","GO:0030198","extracellular matrix organization","10/190","322/28943",5.7492154571004e-05,0.000475567491356839,0.000270829037210179,"Cav1/Ero1a/Fn1/Pdpn/Pmp22/Anxa2/Mmp9/Cflar/Tnfrsf1b/Tnf",10
"GO:0031334","GO:0031334","positive regulation of protein-containing complex assembly","8/190","203/28943",6.22659515970969e-05,0.000502752550554285,0.000286310548336897,"Cav1/Carmil1/Met/Msn/Rhoc/Plek/Tnf/Cd36",8
"GO:0048771","GO:0048771","tissue remodeling","8/190","203/28943",6.22659515970969e-05,0.000502752550554285,0.000286310548336897,"Cav1/Gja1/Il1a/Ceacam1/Cd38/Hif1a/Mmp9/Nos2",8
"GO:0045444","GO:0045444","fat cell differentiation","9/190","265/28943",6.86218015067961e-05,0.000546942331371935,0.000311476010675854,"Wfdc21/Sod2/Ero1a/Bnip3/Plcb1/Gpx1/Cebpb/Grk5/Ptgs2",9
"GO:0043243","GO:0043243","positive regulation of protein-containing complex disassembly","4/190","35/28943",8.03385249133132e-05,0.000626067925772122,0.000356536930397144,"Bnip3/Carmil1/Plek/Tnf",4
"GO:0110149","GO:0110149","regulation of biomineralization","6/190","109/28943",8.54929893286884e-05,0.00066035313390967,0.000376061877074956,"Gja1/Sgms2/Hif1a/Cebpb/Fam20c/Ecm1",6
"GO:0001906","GO:0001906","cell killing","9/190","273/28943",8.61064263343916e-05,0.000661613968155909,0.000376779904549912,"Arg1/Gapdh/Trem1/Ceacam1/Cxcl1/Itgam/Lyz2/Nos2/Ncf1",9
"GO:0097242","GO:0097242","amyloid-beta clearance","4/190","36/28943",8.99188623617043e-05,0.000685598583660425,0.000390438807740312,"Itgb2/Itgam/Tnf/Cd36",4
"GO:0071346","GO:0071346","cellular response to interferon-gamma","6/190","112/28943",9.93762963545253e-05,0.000747779916009643,0.00042585020712873,"Arg1/Gapdh/Acod1/Vim/Nos2/Ccl3",6
"GO:1903828","GO:1903828","negative regulation of protein localization","8/190","221/28943",0.000112463114491948,0.000828438816015421,0.000471784322954586,"Lrrk2/Pid1/Txn1/Rab11fip1/Klf7/Anxa1/Il1b/Cd36",8
"GO:0001503","GO:0001503","ossification","11/190","426/28943",0.000127532636221922,0.000916297113224855,0.000521818394829996,"Gja1/Sgms2/Hif1a/Cebpb/Mmp9/Fgr/Fam20c/Areg/Ptgs2/Ecm1/Tnf",11
"GO:0003012","GO:0003012","muscle system process","11/190","432/28943",0.000144049019897025,0.00100805504123938,0.000574073251926461,"Cav1/Atp2b4/Eno1/Aldoa/Cd38/Mtpn/Met/Cflar/Ptgs2/Ncf1/Tnfrsf1b",11
"GO:0072673","GO:0072673","lamellipodium morphogenesis","3/190","16/28943",0.000146418984328599,0.00101489354899568,0.000577967686481495,"Pdpn/Cd44/Abi1",3
"GO:0032963","GO:0032963","collagen metabolic process","6/190","124/28943",0.000173830113438443,0.00116074726511662,0.000661029338567641,"Arg1/Prdx5/Fn1/Hif1a/Mmp9/Vim",6
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","7/190","180/28943",0.000195332336496957,0.00128471399511814,0.00073162665807032,"Cav1/Carmil1/Met/S100a10/Rhoc/Sdc4/Plek",7
"GO:0045824","GO:0045824","negative regulation of innate immune response","5/190","85/28943",0.000247974562944599,0.00159496874217491,0.000908312398711545,"Arg1/Smpdl3b/Ceacam1/Irak3/Acod1",5
"GO:0060562","GO:0060562","epithelial tube morphogenesis","10/190","397/28943",0.000314390232133649,0.0019469936676737,0.00110878567196832,"Gja1/Mthfd1l/Hif1a/Cd44/Met/Lmo4/Areg/Lcn2/Sdc4/Tnf",10
"GO:0045624","GO:0045624","positive regulation of T-helper cell differentiation","3/190","22/28943",0.000391138194483889,0.00232358665959105,0.00132325011555357,"Malt1/Nlrp3/Anxa1",3
"GO:0032386","GO:0032386","regulation of intracellular transport","9/190","339/28943",0.000429129137200673,0.00251310772168523,0.00143117971063917,"Lrrk2/Anxa2/Txn1/Itgam/Ezr/Msn/Ehd1/Ptgs2/Cd36",9
"GO:0030728","GO:0030728","ovulation","3/190","23/28943",0.000447641494931055,0.00257614735322987,0.00146707989941913,"Inhba/Ptgs2/Pla2g4a",3
"GO:0034383","GO:0034383","low-density lipoprotein particle clearance","3/190","24/28943",0.000509125909457521,0.0028457373118081,0.00162060761157405,"Anxa2/Ehd1/Cd36",3
"GO:0010829","GO:0010829","negative regulation of glucose transmembrane transport","3/190","26/28943",0.000647732671422739,0.00346017804169185,0.00197052301647769,"Pid1/Il1b/Tnf",3
"GO:0010977","GO:0010977","negative regulation of neuron projection development","6/190","160/28943",0.000679349444054095,0.00361252842666456,0.00205728443064214,"Klk8/Lrrk2/Rap1gap2/Pmp22/Cd38/Vim",6
"GO:0007009","GO:0007009","plasma membrane organization","6/190","161/28943",0.000701856955671134,0.00372090528468681,0.00211900353602146,"Cav1/Anxa2/Cd9/S100a10/Plec/Ndrg1",6
