"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007264","BP","GO:0007264","small GTPase mediated signal transduction","13/144","434/28943",2.88345493378493e-07,1.2887441634611e-05,7.68078200198268e-06,"Abca1/Timp2/Eps8/Igf1/Pdpn/Bcar3/Rhoc/Psd3/Dennd4c/Nrp1/Hmox1/Rhob/Apoe",13
"GO:0043542","BP","GO:0043542","endothelial cell migration","10/144","234/28943",2.93481289288133e-07,1.29243691806205e-05,7.70279043769933e-06,"Glul/Anxa3/Igf1/Sash1/Gpx1/Nrp1/Hmox1/Rhob/Anxa1/Apoe",10
"GO:0042063","BP","GO:0042063","gliogenesis","12/144","363/28943",2.97204263320671e-07,1.29243691806205e-05,7.70279043769933e-06,"Pmp22/Fn1/Lrp1/Igf1/Trem2/Plec/Cd9/Atxn1/Vim/Anxa1/Trf/C1qa",12
"GO:0006120","BP","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","5/144","29/28943",3.06658080494486e-07,1.30553247970951e-05,7.7808386314832e-06,"ND1/ND4/ND3/ND2/ND5",5
"GO:0001818","BP","GO:0001818","negative regulation of cytokine production","11/144","297/28943",3.08329609875459e-07,1.30553247970951e-05,7.7808386314832e-06,"Fn1/Gas6/Arg1/Igf1/Trem2/Rnf128/Furin/Hmox1/Klf2/Anxa1/Gpnmb",11
"GO:0030100","BP","GO:0030100","regulation of endocytosis","10/144","236/28943",3.17402191245345e-07,1.32649383302275e-05,7.90576613054025e-06,"Cd36/Cd63/Lrp1/Trem2/Dab2/Anxa2/Cav1/Trf/Lgals3/Apoe",10
"GO:0009142","BP","GO:0009142","nucleoside triphosphate biosynthetic process","8/144","132/28943",3.38087527770879e-07,1.39482777482909e-05,8.31302936030421e-06,"ND1/COX2/ND4/ND3/ND2/Trem2/ATP6/ND5",8
"GO:0019915","BP","GO:0019915","lipid storage","7/144","90/28943",3.44924017675221e-07,1.40501960617578e-05,8.37377162164229e-06,"Cd36/Hexa/Trem2/Plin2/Cav1/Lpl/Apoe",7
"GO:0050678","BP","GO:0050678","regulation of epithelial cell proliferation","13/144","442/28943",3.54641339840831e-07,1.42654478950974e-05,8.50205948934203e-06,"Glul/Mtss1/Ctsl/Ecm1/Arg1/Igf1/Dab2/Gpx1/Hmox1/Ednrb/Cav1/Apoe/Mmp12",13
"GO:0071674","BP","GO:0071674","mononuclear cell migration","9/144","184/28943",3.79288782984344e-07,1.50685346128842e-05,8.98069087196199e-06,"Ccl6/Eps8/Ecm1/Gas6/Plec/Ccl9/Anxa1/Lgals3/Ccl8",9
"GO:0045765","BP","GO:0045765","regulation of angiogenesis","11/144","308/28943",4.42103525221273e-07,1.73498676117324e-05,1.03403417580637e-05,"Glul/Cd36/Anxa3/Ecm1/Sash1/Nrp1/Hmox1/Rhob/Stab1/Klf2/Lgals3",11
"GO:0010632","BP","GO:0010632","regulation of epithelial cell migration","10/144","248/28943",5.0022667862961e-07,1.9237862514095e-05,1.14655672044359e-05,"Glul/Cd63/Anxa3/Igf1/Sash1/Nrp1/Hmox1/Rhob/Anxa1/Apoe",10
"GO:1901342","BP","GO:1901342","regulation of vasculature development","11/144","312/28943",5.02169189305151e-07,1.9237862514095e-05,1.14655672044359e-05,"Glul/Cd36/Anxa3/Ecm1/Sash1/Nrp1/Hmox1/Rhob/Stab1/Klf2/Lgals3",11
"GO:0007044","BP","GO:0007044","cell-substrate junction assembly","7/144","96/28943",5.36768724615182e-07,2.03214324213136e-05,1.21113636687165e-05,"Tns1/Fn1/Dusp3/Lrp1/Plec/Nrp1/S100a10",7
"GO:1904646","BP","GO:1904646","cellular response to amyloid-beta","5/144","33/28943",6.03134248691465e-07,2.2568442003362e-05,1.34505581531928e-05,"Cd36/Lrp1/Igf1/Trem2/Cacna1a",5
"GO:2001237","BP","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","7/144","99/28943",6.62152792608103e-07,2.44920423748606e-05,1.45970040911308e-05,"Igf1/Dab2/Gpx1/Nrp1/Lmna/Hmox1/Lgals3",7
"GO:0048144","BP","GO:0048144","fibroblast proliferation","8/144","145/28943",6.92451834403996e-07,2.53217045808188e-05,1.5091474190001e-05,"Fn1/Pdgfc/Gas6/Igf1/Gpx1/Anxa2/Cav1/Prdx1",8
"GO:0055094","BP","GO:0055094","response to lipoprotein particle","5/144","34/28943",7.0429930452172e-07,2.54655636174258e-05,1.51772126888063e-05,"Cd36/Trem2/Cd9/Lpl/Apoe",5
"GO:0034350","BP","GO:0034350","regulation of glial cell apoptotic process","4/144","15/28943",7.68673843013367e-07,2.74843602979668e-05,1.63803946429281e-05,"Pmp22/Gas6/Igf1/Trem2",4
"GO:0033344","BP","GO:0033344","cholesterol efflux","6/144","64/28943",8.07637156314795e-07,2.83761821205914e-05,1.69119112308127e-05,"Abca1/Lrp1/Trem2/Pltp/Cav1/Apoe",6
"GO:0150115","BP","GO:0150115","cell-substrate junction organization","7/144","102/28943",8.11251943783221e-07,2.83761821205914e-05,1.69119112308127e-05,"Tns1/Fn1/Dusp3/Lrp1/Plec/Nrp1/S100a10",7
"GO:0010631","BP","GO:0010631","epithelial cell migration","11/144","328/28943",8.20816377906808e-07,2.84020118720872e-05,1.69273054957125e-05,"Glul/Cd63/Anxa3/Igf1/Sash1/Gpx1/Nrp1/Hmox1/Rhob/Anxa1/Apoe",11
"GO:0090132","BP","GO:0090132","epithelium migration","11/144","330/28943",8.71106858733708e-07,2.98215092702667e-05,1.777331127226e-05,"Glul/Cd63/Anxa3/Igf1/Sash1/Gpx1/Nrp1/Hmox1/Rhob/Anxa1/Apoe",11
"GO:0042776","BP","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","6/144","65/28943",8.86144772564105e-07,3.00169881906451e-05,1.78898146882194e-05,"ND1/ND4/ND3/ND2/ATP6/ND5",6
"GO:0009306","BP","GO:0009306","protein secretion","12/144","404/28943",9.19761975713989e-07,3.06570403902186e-05,1.82712791832057e-05,"Glul/Psap/Abca1/Lrp1/Igf1/Trem2/Anxa5/Ap1b1/Myo5a/Ednrb/Anxa1/Apoe",12
"GO:0090130","BP","GO:0090130","tissue migration","11/144","332/28943",9.24093510830081e-07,3.06570403902186e-05,1.82712791832057e-05,"Glul/Cd63/Anxa3/Igf1/Sash1/Gpx1/Nrp1/Hmox1/Rhob/Anxa1/Apoe",11
"GO:0035592","BP","GO:0035592","establishment of protein localization to extracellular region","12/144","405/28943",9.43848851471658e-07,3.07579799928565e-05,1.83314381430063e-05,"Glul/Psap/Abca1/Lrp1/Igf1/Trem2/Anxa5/Ap1b1/Myo5a/Ednrb/Anxa1/Apoe",12
"GO:0007626","BP","GO:0007626","locomotory behavior","10/144","266/28943",9.46252336635424e-07,3.07579799928565e-05,1.83314381430063e-05,"Aplp2/Psap/Pmp22/Eps8/Hexa/Cacna1a/Selenop/Myo5a/Atxn1/Apoe",10
"GO:0072521","BP","GO:0072521","purine-containing compound metabolic process","13/144","483/28943",9.59311852248808e-07,3.08706554053666e-05,1.83985915241824e-05,"ND1/Fam20c/Gda/COX2/ND4/Igf1/ND3/ND2/Trem2/ATP6/Cfh/ND5/Spp1",13
"GO:0032102","BP","GO:0032102","negative regulation of response to external stimulus","12/144","407/28943",9.93707651696915e-07,3.16609031996106e-05,1.88695710410816e-05,"St6gal1/Dusp3/Arg1/Igf1/Trem2/Gpx1/Anxa2/Nrp1/Cd9/Anxa5/Apoe/Mmp12",12
"GO:0071402","BP","GO:0071402","cellular response to lipoprotein particle stimulus","5/144","37/28943",1.09014577839873e-06,3.40516662447319e-05,2.02944411036281e-05,"Cd36/Trem2/Cd9/Lpl/Apoe",5
"GO:0071692","BP","GO:0071692","protein localization to extracellular region","12/144","411/28943",1.1004852985087e-06,3.40516662447319e-05,2.02944411036281e-05,"Glul/Psap/Abca1/Lrp1/Igf1/Trem2/Anxa5/Ap1b1/Myo5a/Ednrb/Anxa1/Apoe",12
"GO:0022604","BP","GO:0022604","regulation of cell morphogenesis","11/144","338/28943",1.10048890287511e-06,3.40516662447319e-05,2.02944411036281e-05,"Eps8/Fn1/St6gal1/Pdpn/Dab2/Rhoc/Nrp1/Rhob/S100a10/Gas7/Anxa1",11
"GO:0034599","BP","GO:0034599","cellular response to oxidative stress","10/144","273/28943",1.19658357617953e-06,3.66724376013878e-05,2.18563937423469e-05,"Psap/Cd36/Trem2/Aldh2/Gpx1/Hmox1/Dapk1/Rhob/Prdx1/Anxa1",10
"GO:0032970","BP","GO:0032970","regulation of actin filament-based process","12/144","416/28943",1.24818547338195e-06,3.78930269183312e-05,2.25838523585095e-05,"Mtss1/Eps8/Lrp1/Pdpn/Rhoc/Sptbn1/Nrp1/Add3/Rhob/Cav1/S100a10/Bst1",12
"GO:0033194","BP","GO:0033194","response to hydroperoxide","4/144","17/28943",1.32991371037922e-06,3.95996186430364e-05,2.36009633860889e-05,"ND1/Cd36/Gpx1/Dapk1",4
