"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019058","BP","GO:0019058","viral life cycle","19/189","261/28943",1.07000659537402e-14,2.66253307815569e-12,1.83027443945557e-12,"Ly6e/Ifi207/Ctsb/Apoe/Ccl12/Nrp1/Axl/Ifi204/Rsad2/Trim30c/Znfx1/Cd74/Siglec1/Ccl5/Isg15/Isg20/Oasl1/Ccl8/Ifih1",19
"GO:0071346","BP","GO:0071346","cellular response to interferon-gamma","14/189","112/28943",2.16560263457552e-14,4.97422266680194e-12,3.41937258090872e-12,"Mrc1/Pparg/Ccl12/Ccl7/Stat1/Ccl2/Irgm1/Gbp4/Parp14/Ccl5/Gbp7/Ccl8/Gbp5/Gbp2b",14
"GO:0016032","BP","GO:0016032","viral process","20/189","355/28943",2.60536726745312e-13,5.55687618615358e-11,3.81989937709292e-11,"Ly6e/Ifi207/Ctsb/Apoe/Ccl12/Nrp1/Axl/Ifi204/Rsad2/Trim30c/Stat1/Znfx1/Cd74/Siglec1/Ccl5/Isg15/Isg20/Oasl1/Ccl8/Ifih1",20
"GO:0031349","BP","GO:0031349","positive regulation of defense response","18/189","305/28943",1.97285027729779e-12,3.92728728534081e-10,2.69968985314435e-10,"Grn/Ccr2/Mndal/Ifi207/Ifi203/Fcgr1/Cadm1/Ifi204/Ifi209/Ifi211/Irgm1/Znfx1/Cd74/Ifi214/Ccl5/Lpl/Mef2c/Gbp5",18
"GO:0048525","BP","GO:0048525","negative regulation of viral process","12/189","101/28943",3.03804944329452e-12,5.66975977354839e-10,3.89749764106862e-10,"Ly6e/Ifi207/Ifi204/Rsad2/Stat1/Znfx1/Cd74/Ccl5/Isg15/Isg20/Oasl1/Ifih1",12
"GO:0050792","BP","GO:0050792","regulation of viral process","14/189","175/28943",1.07180211041843e-11,1.88258888335849e-09,1.29412638719253e-09,"Ly6e/Ifi207/Axl/Ifi204/Rsad2/Trim30c/Stat1/Znfx1/Cd74/Ccl5/Isg15/Isg20/Oasl1/Ifih1",14
"GO:1903900","BP","GO:1903900","regulation of viral life cycle","13/189","151/28943",2.3650328959149e-11,3.92332679288993e-09,2.69696733744681e-09,"Ly6e/Ifi207/Axl/Ifi204/Rsad2/Trim30c/Znfx1/Cd74/Ccl5/Isg15/Isg20/Oasl1/Ifih1",13
"GO:0060326","BP","GO:0060326","cell chemotaxis","17/189","314/28943",3.24300514520403e-11,5.09663861241012e-09,3.50352356407083e-09,"Lgmn/Ccr2/Aif1/Ccl12/Nrp1/P2rx4/Ccl7/Sell/Ccl2/Itga9/Kdr/Cxcl10/Cd74/Slamf9/Ccl5/Ccl8/Dock4",17
"GO:0019221","BP","GO:0019221","cytokine-mediated signaling pathway","19/189","421/28943",4.96331507140944e-11,7.41022940161429e-09,5.09392862592021e-09,"Ccr2/Pparg/Ccl12/Axl/Stat2/Ccl7/Stat1/Ccl2/Iigp1/Irgm1/Vrk2/Cxcl10/Cd74/Parp14/Ccl5/Il15/Isg15/Oasl1/Ccl8",19
"GO:0045071","BP","GO:0045071","negative regulation of viral genome replication","9/189","58/28943",1.44115189083307e-10,2.0491807362036e-08,1.40864470532556e-08,"Ifi207/Ifi204/Rsad2/Znfx1/Ccl5/Isg15/Isg20/Oasl1/Ifih1",9
"GO:0045089","BP","GO:0045089","positive regulation of innate immune response","12/189","142/28943",1.75825053150061e-10,2.38642549411855e-08,1.64047298393598e-08,"Mndal/Ifi207/Ifi203/Cadm1/Ifi204/Ifi209/Ifi211/Irgm1/Znfx1/Cd74/Ifi214/Gbp5",12
"GO:0002548","BP","GO:0002548","monocyte chemotaxis","9/189","60/28943",1.97834706676639e-10,2.56841058320193e-08,1.76557289711417e-08,"Lgmn/Ccr2/Aif1/Ccl12/Ccl7/Ccl2/Cxcl10/Ccl5/Ccl8",9
"GO:0050921","BP","GO:0050921","positive regulation of chemotaxis","12/189","151/28943",3.5968263448689e-10,4.4750514440744e-08,3.07623305811156e-08,"Lgmn/Ccr2/Aif1/Nrp1/P2rx4/Ccl7/Sell/Ccl2/Kdr/Cxcl10/Cd74/Ccl5",12
"GO:0019079","BP","GO:0019079","viral genome replication","11/189","130/28943",1.01702418363009e-09,1.21473368492778e-07,8.35030382348917e-08,"Ifi207/Ccl12/Ifi204/Rsad2/Znfx1/Ccl5/Isg15/Isg20/Oasl1/Ccl8/Ifih1",11
"GO:0071674","BP","GO:0071674","mononuclear cell migration","12/189","184/28943",3.4721517989817e-09,3.98763279683052e-07,2.74117247288029e-07,"Lgmn/Ccr2/Aif1/Ccl12/Cadm1/Ccl7/Ccl2/Cxcl10/Slamf9/Ccl5/Ccl8/Eps8",12
"GO:0030595","BP","GO:0030595","leukocyte chemotaxis","13/189","228/28943",3.89261640720151e-09,4.30494540440878e-07,2.95929902301869e-07,"Lgmn/Ccr2/Aif1/Ccl12/Ccl7/Sell/Ccl2/Itga9/Cxcl10/Cd74/Slamf9/Ccl5/Ccl8",13
"GO:0050920","BP","GO:0050920","regulation of chemotaxis","13/189","231/28943",4.55685377941306e-09,4.57021685690315e-07,3.14165152147254e-07,"Lgmn/Ccr2/Aif1/Ccl12/Nrp1/P2rx4/Ccl7/Sell/Ccl2/Kdr/Cxcl10/Cd74/Ccl5",13
"GO:1903706","BP","GO:1903706","regulation of hemopoiesis","17/189","435/28943",4.72152286296542e-09,4.57021685690315e-07,3.14165152147254e-07,"Fgl2/Ccr2/C1qc/Cd83/Axl/Tmem176b/Clec2d/Stat1/Tgfbr2/Inpp4b/Tmem176a/Cd74/Ccl5/Il15/Isg15/H2-Aa/Mef2c",17
"GO:0002218","BP","GO:0002218","activation of innate immune response","8/189","59/28943",4.75378841556365e-09,4.57021685690315e-07,3.14165152147254e-07,"Mndal/Ifi207/Ifi203/Ifi204/Ifi209/Ifi211/Znfx1/Ifi214",8
"GO:0045824","BP","GO:0045824","negative regulation of innate immune response","9/189","85/28943",4.78954853175523e-09,4.57021685690315e-07,3.14165152147254e-07,"Grn/Ifi207/Pparg/Ifi204/Stat2/Clec2d/Trafd1/Parp14/Isg15",9
"GO:0090026","BP","GO:0090026","positive regulation of monocyte chemotaxis","6/189","22/28943",4.89775416680847e-09,4.57021685690315e-07,3.14165152147254e-07,"Lgmn/Ccr2/Aif1/Ccl2/Cxcl10/Ccl5",6
"GO:0050900","BP","GO:0050900","leukocyte migration","16/189","385/28943",5.75372312989597e-09,5.16165908274521e-07,3.54821983690668e-07,"Lgmn/Ccr2/Aif1/Ccl12/P2rx4/Cadm1/Ccl7/Sell/Ccl2/Itga9/Cxcl10/Cd74/Slamf9/Ccl5/Ccl8/Eps8",16
"GO:0002832","BP","GO:0002832","negative regulation of response to biotic stimulus","10/189","118/28943",5.87730772985054e-09,5.16165908274521e-07,3.54821983690668e-07,"Fgl2/Grn/Ifi207/Pparg/Ifi204/Stat2/Clec2d/Trafd1/Parp14/Isg15",10
"GO:1901623","BP","GO:1901623","regulation of lymphocyte chemotaxis","6/189","23/28943",6.59050254150707e-09,5.48544621967598e-07,3.77079709816624e-07,"Ccr2/Ccl12/Ccl7/Ccl2/Cxcl10/Ccl5",6
"GO:0030099","BP","GO:0030099","myeloid cell differentiation","17/189","445/28943",6.61339798755309e-09,5.48544621967598e-07,3.77079709816624e-07,"Ifi207/C1qc/Pparg/Nrros/Ifi204/Clec2d/Stat1/Tgfbr2/Inpp4b/Pip4k2a/Dab2/Cd74/Ccl5/Il15/Isg15/Trf/Mef2c",17
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration","13/189","243/28943",8.36702633189344e-09,6.75241638568481e-07,4.64173580289963e-07,"Lgmn/Ccr2/Aif1/Ccl12/P2rx4/Ccl7/Sell/Ccl2/Itga9/Cxcl10/Cd74/Ccl5/Ccl8",13
"GO:0002687","BP","GO:0002687","positive regulation of leukocyte migration","11/189","160/28943",9.16049376643777e-09,7.19821957541663e-07,4.94818915361597e-07,"Lgmn/Ccr2/Aif1/Ccl12/P2rx4/Ccl7/Sell/Ccl2/Cxcl10/Cd74/Ccl5",11
"GO:0002573","BP","GO:0002573","myeloid leukocyte differentiation","13/189","246/28943",9.68778981973876e-09,7.41736933377947e-07,5.09883674723093e-07,"Ifi207/C1qc/Pparg/Nrros/Ifi204/Clec2d/Tgfbr2/Inpp4b/Cd74/Ccl5/Il15/Trf/Mef2c",13
"GO:0002688","BP","GO:0002688","regulation of leukocyte chemotaxis","10/189","126/28943",1.11071674444498e-08,8.29150049728176e-07,5.69973066228344e-07,"Lgmn/Ccr2/Aif1/Ccl12/Ccl7/Sell/Ccl2/Cxcl10/Cd74/Ccl5",10
"GO:0045069","BP","GO:0045069","regulation of viral genome replication","9/189","95/28943",1.29236567174528e-08,9.41220462397901e-07,6.47012338871191e-07,"Ifi207/Ifi204/Rsad2/Znfx1/Ccl5/Isg15/Isg20/Oasl1/Ifih1",9
"GO:0071222","BP","GO:0071222","cellular response to lipopolysaccharide","14/189","304/28943",1.47967690916449e-08,1.05197982161076e-06,7.23150369140543e-07,"Ly86/Mrc1/Ccl12/Axl/Cd180/Stat1/Ccl2/Irgm1/Fcgr4/Cxcl10/Ccl5/Cd86/Cmpk2/Mef2c",14
"GO:0002690","BP","GO:0002690","positive regulation of leukocyte chemotaxis","9/189","99/28943",1.86176740753866e-08,1.29284592532801e-06,8.88726179853217e-07,"Lgmn/Ccr2/Aif1/Ccl7/Sell/Ccl2/Cxcl10/Cd74/Ccl5",9
"GO:0071219","BP","GO:0071219","cellular response to molecule of bacterial origin","14/189","314/28943",2.22124945988293e-08,1.50742065618419e-06,1.03622881501716e-06,"Ly86/Mrc1/Ccl12/Axl/Cd180/Stat1/Ccl2/Irgm1/Fcgr4/Cxcl10/Ccl5/Cd86/Cmpk2/Mef2c",14
"GO:0030593","BP","GO:0030593","neutrophil chemotaxis","9/189","103/28943",2.63946303039873e-08,1.75143035750458e-06,1.20396559281346e-06,"Ccl12/Ccl7/Sell/Ccl2/Itga9/Cxcl10/Cd74/Ccl5/Ccl8",9
"GO:0044403","BP","GO:0044403","biological process involved in symbiotic interaction","13/189","272/28943",3.18490658585161e-08,2.06741979681585e-06,1.42118257263401e-06,"Ly6e/Ctsb/Apoe/Ccl12/Nrp1/Axl/Trim30c/Cd74/Siglec1/Ccl5/Gbp7/Ccl8/Gbp2b",13
"GO:0050866","BP","GO:0050866","negative regulation of cell activation","12/189","225/28943",3.29404904520825e-08,2.09277243595571e-06,1.43861044527572e-06,"Fgl2/Grn/Ccr2/Pparg/Apoe/Axl/Lst1/Cd74/Cd86/H2-Aa/Slfn1/Gpnmb",12
"GO:0030003","BP","GO:0030003","cellular cation homeostasis","17/189","498/28943",3.43006813244626e-08,2.13378821739261e-06,1.46680545137505e-06,"Grn/Ccr2/Apoe/Ccl12/Atp6v0a1/Slc8a1/Ccl2/Inpp4b/Camk2d/Cxcl10/Slc9a9/Dmxl1/Ccl5/Trf/Ccl8/Asph/Ank2",17
"GO:0090025","BP","GO:0090025","regulation of monocyte chemotaxis","6/189","30/28943",3.73208172262993e-08,2.27428490281081e-06,1.56338546920051e-06,"Lgmn/Ccr2/Aif1/Ccl2/Cxcl10/Ccl5",6
"GO:0072676","BP","GO:0072676","lymphocyte migration","9/189","109/28943",4.33570436944944e-08,2.58928264943521e-06,1.7799207411424e-06,"Ccr2/Aif1/Ccl12/Cadm1/Ccl7/Ccl2/Cxcl10/Ccl5/Ccl8",9
"GO:0070663","BP","GO:0070663","regulation of leukocyte proliferation","13/189","280/28943",4.47448120624271e-08,2.6197648787923e-06,1.80087478889026e-06,"Ccr2/Aif1/Ccl12/Lst1/Tgfbr2/Cd74/Ccl5/Il15/Cd86/H2-Aa/Mef2c/Slfn1/Gpnmb",13
"GO:0060759","BP","GO:0060759","regulation of response to cytokine stimulus","10/189","147/28943",4.8640775687626e-08,2.79310300390868e-06,1.9200306192484e-06,"Pparg/Axl/Stat2/Irgm1/Vrk2/Cd74/Parp14/Isg15/Rigi/Ifih1",10
"GO:0071216","BP","GO:0071216","cellular response to biotic stimulus","14/189","340/28943",5.97275478114202e-08,3.36502750499812e-06,2.31318209001528e-06,"Ly86/Mrc1/Ccl12/Axl/Cd180/Stat1/Ccl2/Irgm1/Fcgr4/Cxcl10/Ccl5/Cd86/Cmpk2/Mef2c",14
"GO:0048247","BP","GO:0048247","lymphocyte chemotaxis","7/189","54/28943",6.18942083759101e-08,3.42252048537903e-06,2.35270382715448e-06,"Ccr2/Ccl12/Ccl7/Ccl2/Cxcl10/Ccl5/Ccl8",7
"GO:0050777","BP","GO:0050777","negative regulation of immune response","11/189","194/28943",6.70369273355728e-08,3.63949572770946e-06,2.5018566182654e-06,"Fgl2/Grn/Ccr2/Ifi207/Pparg/Ifi204/Stat2/Clec2d/Trafd1/Parp14/Isg15",11
"GO:1902105","BP","GO:1902105","regulation of leukocyte differentiation","14/189","349/28943",8.24036286054084e-08,4.39387919670981e-06,3.02043375527343e-06,"Fgl2/Ccr2/C1qc/Cd83/Axl/Tmem176b/Clec2d/Tgfbr2/Inpp4b/Tmem176a/Cd74/Ccl5/Il15/H2-Aa",14
"GO:0032102","BP","GO:0032102","negative regulation of response to external stimulus","15/189","407/28943",8.46106711099919e-08,4.39415069004293e-06,3.0206203848076e-06,"Fgl2/Grn/Ifi207/Pparg/Aif1/Apoe/Ccl12/Nrp1/Ifi204/Stat2/Clec2d/Trafd1/Ccl2/Parp14/Isg15",15
"GO:0070371","BP","GO:0070371","ERK1 and ERK2 cascade","14/189","350/28943",8.53518888219993e-08,4.39415069004293e-06,3.0206203848076e-06,"Apoe/Ccl12/Nrp1/Ccl7/Ccl2/Kdr/Camk2d/Dab2/Cd74/Ccl5/Trf/Ccl8/Gpnmb/Phlpp1",14
"GO:0007159","BP","GO:0007159","leukocyte cell-cell adhesion","15/189","411/28943",9.6029092563805e-08,4.86004865077156e-06,3.34088725244282e-06,"Fgl2/Ccr2/Aif1/Cd83/Sell/Ccl2/Tgfbr2/Cd74/Ccl5/Il15/Cd86/H2-Eb1/H2-Aa/Slfn1/Gpnmb",15
"GO:0002695","BP","GO:0002695","negative regulation of leukocyte activation","11/189","202/28943",1.01113088622806e-07,4.99704329936272e-06,3.43505990543847e-06,"Fgl2/Grn/Ccr2/Pparg/Axl/Lst1/Cd74/Cd86/H2-Aa/Slfn1/Gpnmb",11
"GO:0008360","BP","GO:0008360","regulation of cell shape","10/189","159/28943",1.02082934112902e-07,4.99704329936272e-06,3.43505990543847e-06,"Ccl12/Arhgap15/Gna12/Ccl7/Lst1/Plxnc1/Pxn/Ccl2/Kdr/Eps8",10
"GO:0050670","BP","GO:0050670","regulation of lymphocyte proliferation","12/189","253/28943",1.18786525147908e-07,5.67174609214178e-06,3.89886307317534e-06,"Ccr2/Aif1/Lst1/Tgfbr2/Cd74/Ccl5/Il15/Cd86/H2-Aa/Mef2c/Slfn1/Gpnmb",12
"GO:0035457","BP","GO:0035457","cellular response to interferon-alpha","5/189","19/28943",1.21564551204646e-07,5.67174609214178e-06,3.89886307317534e-06,"Ifit2/Axl/Ifi204/Ifit3/Ifit1",5
"GO:0048245","BP","GO:0048245","eosinophil chemotaxis","5/189","19/28943",1.21564551204646e-07,5.67174609214178e-06,3.89886307317534e-06,"Ccl12/Ccl7/Ccl2/Ccl5/Ccl8",5
"GO:0032944","BP","GO:0032944","regulation of mononuclear cell proliferation","12/189","258/28943",1.46804493042918e-07,6.74397255732545e-06,4.63593135925005e-06,"Ccr2/Aif1/Lst1/Tgfbr2/Cd74/Ccl5/Il15/Cd86/H2-Aa/Mef2c/Slfn1/Gpnmb",12
"GO:1903037","BP","GO:1903037","regulation of leukocyte cell-cell adhesion","14/189","371/28943",1.73920197211223e-07,7.7681133216759e-06,5.33994464598583e-06,"Fgl2/Ccr2/Aif1/Cd83/Ccl2/Tgfbr2/Cd74/Ccl5/Il15/Cd86/H2-Eb1/H2-Aa/Slfn1/Gpnmb",14
"GO:0019882","BP","GO:0019882","antigen processing and presentation","9/189","128/28943",1.74301270111281e-07,7.7681133216759e-06,5.33994464598583e-06,"Fgl2/Clec4a3/Fcgr1/H2-T23/Fcgr4/Cd74/H2-T22/H2-Eb1/H2-Aa",9
"GO:0070098","BP","GO:0070098","chemokine-mediated signaling pathway","7/189","63/28943",1.84019015673998e-07,8.06342791317497e-06,5.54294935336525e-06,"Ccr2/Ccl12/Ccl7/Ccl2/Cxcl10/Ccl5/Ccl8",7
"GO:0071621","BP","GO:0071621","granulocyte chemotaxis","9/189","129/28943",1.8632837441697e-07,8.06342791317497e-06,5.54294935336525e-06,"Ccl12/Ccl7/Sell/Ccl2/Itga9/Cxcl10/Cd74/Ccl5/Ccl8",9
"GO:1901215","BP","GO:1901215","negative regulation of neuron death","12/189","267/28943",2.12417429319285e-07,9.06112062781977e-06,6.22878176199406e-06,"Lgmn/Grn/Apoe/Ccl12/Nrp1/Axl/Ccl2/Kdr/Ccl5/Cacna1a/Mef2c/Gpnmb",12
"GO:0050863","BP","GO:0050863","regulation of T cell activation","14/189","378/28943",2.18166656039477e-07,9.17529063287151e-06,6.30726433323913e-06,"Fgl2/Ccr2/Aif1/Cd83/Ccl2/Tgfbr2/Cd74/Ccl5/Il15/Cd86/H2-Eb1/H2-Aa/Slfn1/Gpnmb",14
"GO:2000401","BP","GO:2000401","regulation of lymphocyte migration","7/189","65/28943",2.29021333435831e-07,9.49802363388042e-06,6.5291169619864e-06,"Ccr2/Aif1/Ccl12/Ccl7/Ccl2/Cxcl10/Ccl5",7
"GO:0055074","BP","GO:0055074","calcium ion homeostasis","13/189","324/28943",2.41787008558951e-07,9.76306125056857e-06,6.71130871738595e-06,"Ccr2/Apoe/Ccl12/Slc8a1/Ccl2/Inpp4b/Kdr/Camk2d/Cxcl10/Ccl5/Ccl8/Asph/Ank2",13
"GO:1990266","BP","GO:1990266","neutrophil migration","9/189","133/28943",2.41951283503709e-07,9.76306125056857e-06,6.71130871738595e-06,"Ccl12/Ccl7/Sell/Ccl2/Itga9/Cxcl10/Cd74/Ccl5/Ccl8",9
"GO:0070372","BP","GO:0070372","regulation of ERK1 and ERK2 cascade","13/189","326/28943",2.59367459553821e-07,1.03262831230361e-05,7.09847784042037e-06,"Apoe/Ccl12/Nrp1/Ccl7/Ccl2/Kdr/Camk2d/Dab2/Cd74/Ccl5/Ccl8/Gpnmb/Phlpp1",13
"GO:0070661","BP","GO:0070661","leukocyte proliferation","14/189","384/28943",2.63901644901654e-07,1.03685567325834e-05,7.12753750080645e-06,"Ccr2/Aif1/Ccl12/Cd180/Lst1/Tgfbr2/Cd74/Ccl5/Il15/Cd86/H2-Aa/Mef2c/Slfn1/Gpnmb",14
"GO:0032496","BP","GO:0032496","response to lipopolysaccharide","14/189","386/28943",2.80963219579982e-07,1.08955347229328e-05,7.48979190951423e-06,"Ly86/Mrc1/Ccl12/Axl/Cd180/Stat1/Ccl2/Irgm1/Fcgr4/Cxcl10/Ccl5/Cd86/Cmpk2/Mef2c",14
"GO:0070374","BP","GO:0070374","positive regulation of ERK1 and ERK2 cascade","11/189","227/28943",3.26912167900385e-07,1.25148683762891e-05,8.60295178685223e-06,"Apoe/Ccl12/Nrp1/Ccl7/Ccl2/Kdr/Camk2d/Cd74/Ccl5/Ccl8/Gpnmb",11
"GO:0072677","BP","GO:0072677","eosinophil migration","5/189","23/28943",3.44399600067298e-07,1.30174329848222e-05,8.94842398575923e-06,"Ccl12/Ccl7/Ccl2/Ccl5/Ccl8",5
"GO:0071677","BP","GO:0071677","positive regulation of mononuclear cell migration","7/189","70/28943",3.83658580500168e-07,1.43200565171688e-05,9.84387147335956e-06,"Lgmn/Ccr2/Aif1/Ccl7/Ccl2/Cxcl10/Ccl5",7
"GO:0022604","BP","GO:0022604","regulation of cell morphogenesis","13/189","338/28943",3.91086045167568e-07,1.44170732206217e-05,9.910562548106e-06,"Marcks/Ccl12/Arhgap15/Nrp1/Gna12/Ccl7/Lst1/Plxnc1/Pxn/Ccl2/Kdr/Dab2/Eps8",13
"GO:0002685","BP","GO:0002685","regulation of leukocyte migration","11/189","234/28943",4.422002955461e-07,1.61025619817153e-05,1.10691986689974e-05,"Lgmn/Ccr2/Aif1/Ccl12/P2rx4/Ccl7/Sell/Ccl2/Cxcl10/Cd74/Ccl5",11
"GO:0002697","BP","GO:0002697","regulation of immune effector process","15/189","464/28943",4.51834216008209e-07,1.62551442048254e-05,1.11740865087636e-05,"Fgl2/Grn/Ccr2/Fcgr1/Axl/Cadm1/Clec2d/Rsad2/H2-T23/Ccl2/Ddx60/Cd74/Rigi/Cd86/H2-T22",15
"GO:0046651","BP","GO:0046651","lymphocyte proliferation","13/189","344/28943",4.77144262409496e-07,1.69613424708899e-05,1.16595402468486e-05,"Ccr2/Aif1/Cd180/Lst1/Tgfbr2/Cd74/Ccl5/Il15/Cd86/H2-Aa/Mef2c/Slfn1/Gpnmb",13
"GO:1990868","BP","GO:1990868","response to chemokine","7/189","73/28943",5.1293094073495e-07,1.78094394073786e-05,1.22425377531598e-05,"Ccr2/Ccl12/Ccl7/Ccl2/Cxcl10/Ccl5/Ccl8",7
"GO:1990869","BP","GO:1990869","cellular response to chemokine","7/189","73/28943",5.1293094073495e-07,1.78094394073786e-05,1.22425377531598e-05,"Ccr2/Ccl12/Ccl7/Ccl2/Cxcl10/Ccl5/Ccl8",7
"GO:0002237","BP","GO:0002237","response to molecule of bacterial origin","14/189","407/28943",5.30219461733098e-07,1.81981070429314e-05,1.2509715068113e-05,"Ly86/Mrc1/Ccl12/Axl/Cd180/Stat1/Ccl2/Irgm1/Fcgr4/Cxcl10/Ccl5/Cd86/Cmpk2/Mef2c",14
"GO:0006874","BP","GO:0006874","cellular calcium ion homeostasis","12/189","292/28943",5.51704244680873e-07,1.87203281206487e-05,1.28686994871735e-05,"Ccr2/Apoe/Ccl12/Slc8a1/Ccl2/Inpp4b/Camk2d/Cxcl10/Ccl5/Ccl8/Asph/Ank2",12
"GO:0032943","BP","GO:0032943","mononuclear cell proliferation","13/189","351/28943",5.98657715312919e-07,2.00853026733076e-05,1.38070082183346e-05,"Ccr2/Aif1/Cd180/Lst1/Tgfbr2/Cd74/Ccl5/Il15/Cd86/H2-Aa/Mef2c/Slfn1/Gpnmb",13
"GO:0031348","BP","GO:0031348","negative regulation of defense response","11/189","244/28943",6.68879780291888e-07,2.21919447105731e-05,1.52551528838501e-05,"Fgl2/Grn/Ifi207/Pparg/Apoe/Ifi204/Stat2/Clec2d/Trafd1/Parp14/Isg15",11
"GO:0043524","BP","GO:0043524","negative regulation of neuron apoptotic process","10/189","195/28943",6.77606342506914e-07,2.22344235024796e-05,1.52843535903815e-05,"Lgmn/Grn/Apoe/Ccl12/Nrp1/Axl/Ccl2/Kdr/Cacna1a/Mef2c",10
"GO:0050870","BP","GO:0050870","positive regulation of T cell activation","11/189","246/28943",7.24881562174629e-07,2.35271341810157e-05,1.61729867990907e-05,"Ccr2/Aif1/Cd83/Ccl2/Tgfbr2/Cd74/Ccl5/Il15/Cd86/H2-Eb1/H2-Aa",11
