"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045089","BP","GO:0045089","positive regulation of innate immune response","18/191","142/28943",3.42115689413095e-18,4.73920260281719e-16,3.2998527161673e-16,"Irf7/Ifi209/Klrk1/Ifi204/Zbp1/Ifi214/Ifi211/Mndal/Ifi205/Igtp/Nmi/Znfx1/Trim30d/Ifi35/Gbp5/Trim30a/Ifi203/Cd74",18
"GO:0002697","BP","GO:0002697","regulation of immune effector process","27/191","464/28943",7.42994258469696e-18,9.7778044414612e-16,6.80817370524074e-16,"Fcer1g/Fcgr1/Fgl2/Bst2/Klrk1/Ptprc/C3/Rsad2/H2-T23/Lyn/H2-Q4/Rigi/H2-T22/H2-Q7/Il1b/Cd40/H2-K1/Ccr2/Cfb/Pnp/Clec2d/Stap1/H2-Q6/Cd86/Cd74/Ddx60/Rac2",27
"GO:0002683","BP","GO:0002683","negative regulation of immune system process","27/191","465/28943",7.84432427732775e-18,9.83155309425078e-16,6.84559827911158e-16,"Isg15/Lst1/Fcer1g/Fgl2/Slfn1/Bst2/Ifi204/Ptprc/Parp14/Lyn/Inpp4b/Nmi/Oas3/Oas1a/Trafd1/Cd274/Ccr2/Stat2/Clec2d/Stap1/Cd86/Tmem176b/Thbs1/Cd74/Ccl12/Tmem176a/H2-Aa",27
"GO:1903900","BP","GO:1903900","regulation of viral life cycle","18/191","151/28943",1.05352480427295e-17,1.26039876583928e-15,8.7760128432498e-16,"Ccl5/Isg15/Ly6e/Isg20/Bst2/Ifi204/Ifih1/Rsad2/Ifitm3/Oasl1/Znfx1/Oas3/Trim30d/Oas1a/Trim30a/Resf1/Oasl2/Cd74",18
"GO:0002824","BP","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","18/191","154/28943",1.50765974991661e-17,1.72528715729588e-15,1.20129776869786e-15,"Fcer1g/Fcgr1/Ptprc/C3/Rsad2/H2-T23/H2-Q4/H2-T22/H2-Q7/Il1b/Cd40/H2-K1/Jak2/Cd274/Ccr2/Pnp/H2-Q6/H2-Ab1",18
"GO:0071346","BP","GO:0071346","cellular response to interferon-gamma","16/191","112/28943",3.74410580436792e-17,4.10603603212348e-15,2.85898605500199e-15,"Ccl5/Stat1/Parp14/Gbp4/Gbp2/Igtp/Nmi/H2-Q7/Gbp2b/Gbp3/Gbp5/Jak2/Gbp7/Ccl12/Ccl4/H2-Ab1",16
"GO:0002703","BP","GO:0002703","regulation of leukocyte mediated immunity","22/191","303/28943",1.00393605309165e-16,1.05694387669488e-14,7.35937965655813e-15,"Fcer1g/Fcgr1/Bst2/Klrk1/Ptprc/C3/Rsad2/H2-T23/Lyn/H2-Q4/Rigi/H2-T22/H2-Q7/Il1b/Cd40/H2-K1/Ccr2/Pnp/Clec2d/Stap1/H2-Q6/Rac2",22
"GO:0048002","BP","GO:0048002","antigen processing and presentation of peptide antigen","14/191","79/28943",1.56838995606495e-16,1.58769321706267e-14,1.10549267753404e-14,"Fcer1g/Fcgr1/Clec4a3/H2-T23/H2-Q4/H2-T22/H2-Q7/H2-K1/H2-Q6/Clec4a2/Cd74/H2-Eb1/H2-Aa/H2-Ab1",14
"GO:0002819","BP","GO:0002819","regulation of adaptive immune response","20/191","239/28943",1.71279400042817e-16,1.66965696634331e-14,1.16256310126528e-14,"Fcer1g/Fcgr1/Irf7/Ptprc/C3/Rsad2/H2-T23/H2-Q4/H2-T22/H2-Q7/Il1b/Cd40/H2-K1/Jak2/Cd274/Ccr2/Pnp/H2-Q6/Cd74/H2-Ab1",20
"GO:0002221","BP","GO:0002221","pattern recognition receptor signaling pathway","18/191","182/28943",3.06457551690461e-16,2.88070098589033e-14,2.00579923869584e-14,"Irf7/Pik3ap1/Ifih1/Rsad2/Slc15a3/Lyn/Rigi/Igtp/Nmi/Oasl1/Oas3/Ifi35/Oas1a/Cd40/Trim30a/Alpk1/Cd86/Ddx60",18
"GO:0007159","BP","GO:0007159","leukocyte cell-cell adhesion","24/191","411/28943",5.25237161175788e-16,4.76698002832647e-14,3.31919382071524e-14,"Ccl5/Aif1/Sell/Fgl2/Slfn1/Sirpb1c/Sema4d/Ptprc/Sirpb1a/Il1b/Gm5150/Ass1/Jak2/Cd274/Ccr2/Pnp/Cd86/Thbs1/Cd74/Rac2/Il15/H2-Eb1/H2-Aa/H2-Ab1",24
"GO:0019884","BP","GO:0019884","antigen processing and presentation of exogenous antigen","11/191","40/28943",1.51260218917898e-15,1.32705632063969e-13,9.24014179424772e-14,"Fcer1g/Fcgr1/Clec4a3/Psme1/Psme2/H2-K1/Clec4a2/Cd74/H2-Eb1/H2-Aa/H2-Ab1",11
"GO:0045069","BP","GO:0045069","regulation of viral genome replication","14/191","95/28943",2.35082939702442e-15,1.99592999128009e-13,1.38974328700154e-13,"Ccl5/Isg15/Isg20/Bst2/Ifi204/Ifih1/Rsad2/Ifitm3/Oasl1/Znfx1/Oas3/Oas1a/Resf1/Oasl2",14
"GO:0016032","BP","GO:0016032","viral process","22/191","355/28943",2.74346809170792e-15,2.25650250542977e-13,1.57117695646826e-13,"Ccl5/Isg15/Stat1/Ly6e/Isg20/Bst2/Ifi204/Zbp1/Ifih1/Rsad2/Ifitm3/Sp100/Oasl1/Znfx1/Oas3/Trim30d/Oas1a/Trim30a/Resf1/Oasl2/Cd74/Ccl12",22
"GO:0002218","BP","GO:0002218","activation of innate immune response","12/191","59/28943",4.10967839049377e-15,3.27777985569079e-13,2.28228072658681e-13,"Ifi209/Klrk1/Ifi204/Zbp1/Ifi214/Ifi211/Mndal/Ifi205/Znfx1/Trim30d/Trim30a/Ifi203",12
"GO:0002705","BP","GO:0002705","positive regulation of leukocyte mediated immunity","17/191","185/28943",7.24901126613559e-15,5.61158754484379e-13,3.9072844007251e-13,"Fcer1g/Fcgr1/Klrk1/Ptprc/C3/Rsad2/H2-T23/H2-Q4/Rigi/H2-T22/H2-Q7/Il1b/Cd40/H2-K1/Pnp/Stap1/H2-Q6",17
"GO:0019079","BP","GO:0019079","viral genome replication","15/191","130/28943",9.79730925307021e-15,7.3675765583088e-13,5.12995952168278e-13,"Ccl5/Isg15/Isg20/Bst2/Ifi204/Ifih1/Rsad2/Ifitm3/Oasl1/Znfx1/Oas3/Oas1a/Resf1/Oasl2/Ccl12",15
"GO:0002822","BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","18/191","223/28943",1.10764401381141e-14,8.09810845653233e-13,5.63862054984114e-13,"Fcer1g/Fcgr1/Ptprc/C3/Rsad2/H2-T23/H2-Q4/H2-T22/H2-Q7/Il1b/Cd40/H2-K1/Jak2/Cd274/Ccr2/Pnp/H2-Q6/H2-Ab1",18
"GO:0019058","BP","GO:0019058","viral life cycle","19/191","261/28943",1.29928317169988e-14,9.2424683997678e-13,6.43542532554621e-13,"Ccl5/Isg15/Ly6e/Isg20/Bst2/Ifi204/Ifih1/Rsad2/Ifitm3/Oasl1/Znfx1/Oas3/Trim30d/Oas1a/Trim30a/Resf1/Oasl2/Cd74/Ccl12",19
"GO:0002449","BP","GO:0002449","lymphocyte mediated immunity","23/191","483/28943",1.6551116766609e-13,1.14638261393987e-11,7.98213138245605e-12,"Fcer1g/Fcgr1/Irf7/Fgl2/Klrk1/Ptprc/C3/Rsad2/H2-T23/H2-Q4/H2-T22/H2-Q7/Il1b/Cd40/H2-K1/Ccr2/Pnp/Clec2d/H2-Q6/Cd74/H2-Eb1/H2-Aa/H2-Ab1",23
"GO:0002460","BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","23/191","486/28943",1.88268538010396e-13,1.27057126164965e-11,8.84684277128476e-12,"Fcer1g/Fcgr1/Irf7/Fgl2/Ptprc/C3/Rsad2/H2-T23/H2-Q4/H2-T22/H2-Q7/Il1b/Cd40/H2-K1/Jak2/Cd274/Ccr2/Pnp/H2-Q6/Cd74/H2-Eb1/H2-Aa/H2-Ab1",23
"GO:0002708","BP","GO:0002708","positive regulation of lymphocyte mediated immunity","15/191","160/28943",2.1863107355076e-13,1.438592463964e-11,1.00167552382072e-11,"Fcer1g/Fcgr1/Klrk1/Ptprc/C3/Rsad2/H2-T23/H2-Q4/H2-T22/H2-Q7/Il1b/Cd40/H2-K1/Pnp/H2-Q6",15
"GO:0002706","BP","GO:0002706","regulation of lymphocyte mediated immunity","17/191","231/28943",2.83687606790645e-13,1.82113605139751e-11,1.26803626039156e-11,"Fcer1g/Fcgr1/Klrk1/Ptprc/C3/Rsad2/H2-T23/H2-Q4/H2-T22/H2-Q7/Il1b/Cd40/H2-K1/Ccr2/Pnp/Clec2d/H2-Q6",17
"GO:0070663","BP","GO:0070663","regulation of leukocyte proliferation","18/191","280/28943",5.57493296181034e-13,3.49362465606781e-11,2.43257099912576e-11,"Ccl5/Lst1/Aif1/Slfn1/Ptprc/Lyn/Il1b/Cd40/Jak2/Cd274/Ccr2/Pnp/Cd86/Cd74/Ccl12/Rac2/Il15/H2-Aa",18
"GO:0002478","BP","GO:0002478","antigen processing and presentation of exogenous peptide antigen","9/191","33/28943",6.60557956900199e-13,4.04322916874726e-11,2.81525435241921e-11,"Fcer1g/Fcgr1/Clec4a3/H2-K1/Clec4a2/Cd74/H2-Eb1/H2-Aa/H2-Ab1",9
"GO:1903037","BP","GO:1903037","regulation of leukocyte cell-cell adhesion","20/191","371/28943",7.1843200859078e-13,4.29752965138848e-11,2.99232087788648e-11,"Ccl5/Aif1/Fgl2/Slfn1/Sirpb1c/Ptprc/Sirpb1a/Il1b/Gm5150/Ass1/Jak2/Cd274/Ccr2/Pnp/Cd86/Cd74/Il15/H2-Eb1/H2-Aa/H2-Ab1",20
"GO:0050870","BP","GO:0050870","positive regulation of T cell activation","17/191","246/28943",7.87871182443027e-13,4.60817100486677e-11,3.20861690908377e-11,"Ccl5/Aif1/Sirpb1c/Ptprc/Sirpb1a/Il1b/Gm5150/Jak2/Cd274/Ccr2/Pnp/Cd86/Cd74/Il15/H2-Eb1/H2-Aa/H2-Ab1",17
"GO:0050863","BP","GO:0050863","regulation of T cell activation","20/191","378/28943",1.01328115557026e-12,5.79773043795855e-11,4.03689357402249e-11,"Ccl5/Aif1/Fgl2/Slfn1/Sirpb1c/Ptprc/Sirpb1a/Il1b/Gm5150/Jak2/Cd274/Ccr2/Pnp/Cd86/Cd74/Rac2/Il15/H2-Eb1/H2-Aa/H2-Ab1",20
"GO:0060759","BP","GO:0060759","regulation of response to cytokine stimulus","14/191","147/28943",1.13733214601879e-12,6.36906001770522e-11,4.43470384371492e-11,"Isg15/Irf7/Ptprc/Zbp1/Ifih1/Parp14/Rigi/Igtp/Oas3/Oas1a/Stat2/Stap1/Cd74/Il1rn",14
"GO:0050670","BP","GO:0050670","regulation of lymphocyte proliferation","17/191","253/28943",1.23931847273295e-12,6.79559629215233e-11,4.73169618646505e-11,"Ccl5/Lst1/Aif1/Slfn1/Ptprc/Lyn/Il1b/Cd40/Jak2/Cd274/Ccr2/Pnp/Cd86/Cd74/Rac2/Il15/H2-Aa",17
"GO:0070661","BP","GO:0070661","leukocyte proliferation","20/191","384/28943",1.35280848402149e-12,7.266514142744e-11,5.05959091446061e-11,"Ccl5/Lst1/Aif1/Slfn1/Ptprc/Lyn/Il1b/Psmb10/Cd40/Jak2/Cd274/Ccr2/Cfb/Pnp/Cd86/Cd74/Ccl12/Rac2/Il15/H2-Aa",20
"GO:0032944","BP","GO:0032944","regulation of mononuclear cell proliferation","17/191","258/28943",1.69818913237369e-12,8.93926759281509e-11,6.2243100620265e-11,"Ccl5/Lst1/Aif1/Slfn1/Ptprc/Lyn/Il1b/Cd40/Jak2/Cd274/Ccr2/Pnp/Cd86/Cd74/Rac2/Il15/H2-Aa",17
"GO:0046651","BP","GO:0046651","lymphocyte proliferation","19/191","344/28943",1.81368864506261e-12,9.36005590942118e-11,6.51730016729414e-11,"Ccl5/Lst1/Aif1/Slfn1/Ptprc/Lyn/Il1b/Psmb10/Cd40/Jak2/Cd274/Ccr2/Cfb/Pnp/Cd86/Cd74/Rac2/Il15/H2-Aa",19
"GO:0022407","BP","GO:0022407","regulation of cell-cell adhesion","22/191","497/28943",2.44399880998876e-12,1.23703939767124e-10,8.61336422710615e-11,"Ccl5/Aif1/Fgl2/Slfn1/Sirpb1c/Ptprc/Sirpb1a/Lyn/Il1b/Gm5150/Ass1/Jak2/Cd274/Ccr2/Pnp/Cd86/Cd74/Il15/Il1rn/H2-Eb1/H2-Aa/H2-Ab1",22
"GO:0032943","BP","GO:0032943","mononuclear cell proliferation","19/191","351/28943",2.58185095187647e-12,1.28215692553564e-10,8.92751242744178e-11,"Ccl5/Lst1/Aif1/Slfn1/Ptprc/Lyn/Il1b/Psmb10/Cd40/Jak2/Cd274/Ccr2/Cfb/Pnp/Cd86/Cd74/Rac2/Il15/H2-Aa",19
"GO:0002253","BP","GO:0002253","activation of immune response","21/191","448/28943",2.69550264302967e-12,1.3138079548989e-10,9.14789493472641e-11,"Fcer1g/Ifi209/Fyb/Klrk1/Ifi204/Ptprc/Zbp1/Ifi214/Ifi211/C3/Mndal/Bcl2a1d/Lyn/Ifi205/Il1b/Znfx1/Trim30d/Trim30a/Cfb/Stap1/Ifi203",21
"GO:0030595","BP","GO:0030595","leukocyte chemotaxis","16/191","228/28943",3.01367458148906e-12,1.44218027245077e-10,1.00417367394688e-10,"Ccl5/Aif1/Fcer1g/Sell/Cxcl10/Lyn/Il1b/Slamf9/Ccr2/Stap1/Thbs1/Cd74/Ccl12/Ccl4/Rac2/Cxcl9",16
"GO:0002474","BP","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","10/191","56/28943",3.38183860459617e-12,1.5894641441602e-10,1.10672575387254e-10,"Fcer1g/Fcgr1/Clec4a3/H2-T23/H2-Q4/H2-T22/H2-Q7/H2-K1/H2-Q6/Clec4a2",10
"GO:1903039","BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","17/191","272/28943",3.95969127389697e-12,1.82840481278892e-10,1.27309741603963e-10,"Ccl5/Aif1/Sirpb1c/Ptprc/Sirpb1a/Il1b/Gm5150/Jak2/Cd274/Ccr2/Pnp/Cd86/Cd74/Il15/H2-Eb1/H2-Aa/H2-Ab1",17
"GO:0071706","BP","GO:0071706","tumor necrosis factor superfamily cytokine production","15/191","196/28943",4.24233243328135e-12,1.92514120075802e-10,1.34045385959035e-10,"Fcer1g/Clec4a3/Ptprc/Ifih1/Rigi/Slamf9/Oas3/Oas1a/Trim30a/Jak2/Cd274/Ccr2/Clec4a2/Thbs1/Ccl4",15
"GO:0070665","BP","GO:0070665","positive regulation of leukocyte proliferation","14/191","168/28943",7.09860346661678e-12,3.16669903798905e-10,2.20493642022834e-10,"Ccl5/Aif1/Ptprc/Lyn/Il1b/Cd40/Jak2/Cd274/Ccr2/Pnp/Cd86/Cd74/Rac2/Il15",14
"GO:0071222","BP","GO:0071222","cellular response to lipopolysaccharide","17/191","304/28943",2.30752118630858e-11,9.98181080992564e-10,6.95022101267019e-10,"Ccl5/Stat1/Klrk1/Cxcl10/Lyn/Gbp2/Igtp/Il1b/Trim30d/Trim30a/Jak2/Cmpk2/Cd274/Stap1/Cd86/Ccl12/Cxcl9",17
"GO:0050766","BP","GO:0050766","positive regulation of phagocytosis","11/191","91/28943",2.31341359956483e-11,9.98181080992564e-10,6.95022101267019e-10,"Fcer1g/Fcgr1/Sirpb1c/Ptprc/Sirpb1a/C3/Il1b/Gm5150/Cfb/Stap1/Il15",11
"GO:1903555","BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","14/191","189/28943",3.48798313692184e-11,1.48070509941585e-09,1.03099807154175e-09,"Fcer1g/Clec4a3/Ptprc/Ifih1/Rigi/Oas3/Oas1a/Trim30a/Jak2/Cd274/Ccr2/Clec4a2/Thbs1/Ccl4",14
"GO:0050764","BP","GO:0050764","regulation of phagocytosis","12/191","123/28943",3.66015603168377e-11,1.52913185323678e-09,1.06471706786323e-09,"Fcer1g/Fcgr1/Sirpb1c/Ptprc/Sirpb1a/C3/Hck/Il1b/Gm5150/Cfb/Stap1/Il15",12
"GO:0060326","BP","GO:0060326","cell chemotaxis","17/191","314/28943",3.83421146347219e-11,1.55256070336289e-09,1.08103030897248e-09,"Ccl5/Aif1/Fcer1g/Sell/Cxcl10/Lyn/Il1b/Slamf9/Ccr2/Stap1/Thbs1/Cd74/Kdr/Ccl12/Ccl4/Rac2/Cxcl9",17
"GO:0071219","BP","GO:0071219","cellular response to molecule of bacterial origin","17/191","314/28943",3.83421146347219e-11,1.55256070336289e-09,1.08103030897248e-09,"Ccl5/Stat1/Klrk1/Cxcl10/Lyn/Gbp2/Igtp/Il1b/Trim30d/Trim30a/Jak2/Cmpk2/Cd274/Stap1/Cd86/Ccl12/Cxcl9",17
"GO:0001906","BP","GO:0001906","cell killing","16/191","273/28943",4.55173328165247e-11,1.81432266468983e-09,1.26329217694169e-09,"Fcgr1/Klrk1/Ptprc/Cxcl10/C3/H2-T23/H2-Q4/H2-T22/H2-Q7/H2-K1/Pnp/Clec2d/Stap1/H2-Q6/Ccl12/Cxcl9",16
"GO:0032640","BP","GO:0032640","tumor necrosis factor production","14/191","193/28943",4.61852654005389e-11,1.81432266468983e-09,1.26329217694169e-09,"Fcer1g/Clec4a3/Ptprc/Ifih1/Rigi/Slamf9/Oas3/Oas1a/Trim30a/Jak2/Ccr2/Clec4a2/Thbs1/Ccl4",14
"GO:0002688","BP","GO:0002688","regulation of leukocyte chemotaxis","12/191","126/28943",4.87013828516374e-11,1.88502999508102e-09,1.31252488459289e-09,"Ccl5/Aif1/Sell/Cxcl10/Lyn/Il1b/Ccr2/Stap1/Thbs1/Cd74/Ccl12/Rac2",12
"GO:0022409","BP","GO:0022409","positive regulation of cell-cell adhesion","17/191","324/28943",6.25616961737877e-11,2.38641136709289e-09,1.66163101508107e-09,"Ccl5/Aif1/Sirpb1c/Ptprc/Sirpb1a/Il1b/Gm5150/Jak2/Cd274/Ccr2/Pnp/Cd86/Cd74/Il15/H2-Eb1/H2-Aa/H2-Ab1",17
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration","15/191","243/28943",9.07842792208112e-11,3.4134888987025e-09,2.37677338531477e-09,"Ccl5/Aif1/Fcer1g/Sell/Cxcl10/Lyn/Il1b/Ccr2/Stap1/Thbs1/Cd74/Ccl12/Ccl4/Rac2/Cxcl9",15
"GO:0001959","BP","GO:0001959","regulation of cytokine-mediated signaling pathway","12/191","137/28943",1.30556827922889e-10,4.83346262003562e-09,3.36548489101025e-09,"Isg15/Irf7/Ptprc/Zbp1/Parp14/Igtp/Oas3/Oas1a/Stat2/Stap1/Cd74/Il1rn",12
"GO:0071216","BP","GO:0071216","cellular response to biotic stimulus","17/191","340/28943",1.32222381703102e-10,4.83346262003562e-09,3.36548489101025e-09,"Ccl5/Stat1/Klrk1/Cxcl10/Lyn/Gbp2/Igtp/Il1b/Trim30d/Trim30a/Jak2/Cmpk2/Cd274/Stap1/Cd86/Ccl12/Cxcl9",17
"GO:0002711","BP","GO:0002711","positive regulation of T cell mediated immunity","10/191","82/28943",1.75206275389977e-10,6.31702625789616e-09,4.39847333026605e-09,"Ptprc/Rsad2/H2-T23/H2-Q4/H2-T22/H2-Q7/Il1b/H2-K1/Pnp/H2-Q6",10
