"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022904","GO:0022904","respiratory electron transport chain","10/144","96/28943",5.30652334027151e-11,1.55239928263579e-08,9.25213925930593e-09,"ND1/COX1/COX2/ND4/COX3/ND3/ND2/Plec/CYTB/ND5",10
"GO:0060326","GO:0060326","cell chemotaxis","15/144","314/28943",5.89757387126783e-11,1.58153272647832e-08,9.42577157320174e-09,"Pf4/Ccl6/Gas6/Fcgr3/Plec/Nrp1/Ednrb/Bst1/Ccl9/Cxcl1/Anxa1/Lgals3/Spp1/Cxcl3/Ccl8",15
"GO:0007596","GO:0007596","blood coagulation","12/144","177/28943",9.67021921002277e-11,2.10212059722599e-08,1.25284214718058e-08,"Pf4/Fn1/Cd36/Gas6/Pdpn/Cfh/Anxa2/Cd9/Anxa5/F13a1/Cav1/Apoe",12
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","9/144","73/28943",1.07487043577594e-10,2.10212059722599e-08,1.25284214718058e-08,"ND1/COX1/COX2/ND4/COX3/ND3/ND2/CYTB/ND5",9
"GO:0030593","GO:0030593","neutrophil chemotaxis","10/144","103/28943",1.07754110683179e-10,2.10212059722599e-08,1.25284214718058e-08,"Pf4/Ccl6/Fcgr3/Bst1/Ccl9/Cxcl1/Lgals3/Spp1/Cxcl3/Ccl8",10
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","13/144","225/28943",1.14757205904487e-10,2.10212059722599e-08,1.25284214718058e-08,"Fn1/Cd36/St6gal1/Dusp3/Lrp1/Adam15/Pdpn/Dab2/Nrp1/S100a10/Bst1/Spp1/Mmp12",13
"GO:0007599","GO:0007599","hemostasis","12/144","180/28943",1.17582879894555e-10,2.10212059722599e-08,1.25284214718058e-08,"Pf4/Fn1/Cd36/Gas6/Pdpn/Cfh/Anxa2/Cd9/Anxa5/F13a1/Cav1/Apoe",12
"GO:0050817","GO:0050817","coagulation","12/144","180/28943",1.17582879894555e-10,2.10212059722599e-08,1.25284214718058e-08,"Pf4/Fn1/Cd36/Gas6/Pdpn/Cfh/Anxa2/Cd9/Anxa5/F13a1/Cav1/Apoe",12
"GO:0022900","GO:0022900","electron transport chain","10/144","107/28943",1.57806696354292e-10,2.67274709930586e-08,1.59292964408599e-08,"ND1/COX1/COX2/ND4/COX3/ND3/ND2/Plec/CYTB/ND5",10
"GO:0001667","GO:0001667","ameboidal-type cell migration","17/144","471/28943",2.30012605934338e-10,3.7009028294835e-08,2.20569983164402e-08,"Glul/Pmp22/Tns1/Fn1/Cd63/Anxa3/Igf1/Sash1/Gpx1/Plec/Nrp1/Hmox1/Ednrb/Rhob/Anxa1/Apoe/Mmp12",17
"GO:0015850","GO:0015850","organic hydroxy compound transport","14/144","294/28943",2.76252874803825e-10,4.23324643389861e-08,2.52297111725598e-08,"Abca1/Cd36/Lrp1/Trem2/Dab2/Fcgr3/Anxa2/Pltp/Furin/Myo5a/Cav1/Lgals3/Spp1/Apoe",14
"GO:0006869","GO:0006869","lipid transport","16/144","419/28943",3.55775720333257e-10,5.20402849105646e-08,3.10154718874256e-08,"Psap/Abca1/Cd36/Lrp1/Trem2/Dab2/Anxa2/Pltp/Furin/Osbpl9/Plin2/Cav1/Anxa1/Fabp5/Spp1/Apoe",16
"GO:0019646","GO:0019646","aerobic electron transport chain","8/144","57/28943",4.15040937088828e-10,5.80696406761674e-08,3.46089056007252e-08,"ND1/COX1/ND4/COX3/ND3/ND2/CYTB/ND5",8
"GO:0031589","GO:0031589","cell-substrate adhesion","15/144","371/28943",5.97173515060688e-10,8.00710154777206e-08,4.7721497563183e-08,"Fn1/Cd36/St6gal1/Cd63/Dusp3/Gas6/Lrp1/Adam15/Pdpn/Dab2/Nrp1/S100a10/Bst1/Spp1/Mmp12",15
"GO:0097530","GO:0097530","granulocyte migration","11/144","163/28943",6.31104012494024e-10,8.12357084882308e-08,4.84156425584889e-08,"Pf4/Ccl6/Fcgr3/Bst1/Ccl9/Cxcl1/Anxa1/Lgals3/Spp1/Cxcl3/Ccl8",11
"GO:1990266","GO:1990266","neutrophil migration","10/144","133/28943",1.35807158953823e-09,1.68087475966694e-07,1.00178398224237e-07,"Pf4/Ccl6/Fcgr3/Bst1/Ccl9/Cxcl1/Lgals3/Spp1/Cxcl3/Ccl8",10
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","14/144","337/28943",1.62237118430609e-09,1.93362610040629e-07,1.15242116873516e-07,"ND1/COX1/Idh1/COX2/Cd36/ND4/COX3/Igf1/ND3/ND2/ATP6/Plec/CYTB/ND5",14
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","12/144","227/28943",1.68824034713043e-09,1.94027051323776e-07,1.15638117010212e-07,"Ccl6/Cd36/Pdgfc/Gas6/Lrp1/Igf1/Trem2/Nrp1/Ccl9/Gpnmb/Apoe/Ccl8",12
"GO:0032370","GO:0032370","positive regulation of lipid transport","9/144","101/28943",2.05538332869215e-09,2.26553668101877e-07,1.35023644395545e-07,"Abca1/Lrp1/Trem2/Dab2/Anxa2/Pltp/Cav1/Spp1/Apoe",9
"GO:0006979","GO:0006979","response to oxidative stress","15/144","407/28943",2.11206029927169e-09,2.26553668101877e-07,1.35023644395545e-07,"ND1/Psap/COX1/Idh1/Cd36/ND3/Trem2/Aldh2/Gpx1/Hmox1/Dapk1/Rhob/Prdx1/Anxa1/Apoe",15
"GO:0006119","GO:0006119","oxidative phosphorylation","10/144","140/28943",2.24168844886697e-09,2.32701723498513e-07,1.38687821861991e-07,"ND1/COX1/COX2/ND4/COX3/ND3/ND2/ATP6/CYTB/ND5",10
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","8/144","71/28943",2.52031552583806e-09,2.5344923006709e-07,1.51053121318321e-07,"ND1/COX1/ND4/COX3/ND3/ND2/CYTB/ND5",8
"GO:0009060","GO:0009060","aerobic respiration","11/144","187/28943",2.70317964476753e-09,2.57876113999049e-07,1.53691498382868e-07,"ND1/COX1/Idh1/COX2/ND4/COX3/ND3/ND2/ATP6/CYTB/ND5",11
"GO:0032371","GO:0032371","regulation of sterol transport","8/144","72/28943",2.82352593007643e-09,2.57876113999049e-07,1.53691498382868e-07,"Abca1/Lrp1/Trem2/Anxa2/Pltp/Furin/Cav1/Apoe",8
"GO:0032374","GO:0032374","regulation of cholesterol transport","8/144","72/28943",2.82352593007643e-09,2.57876113999049e-07,1.53691498382868e-07,"Abca1/Lrp1/Trem2/Anxa2/Pltp/Furin/Cav1/Apoe",8
"GO:0032373","GO:0032373","positive regulation of sterol transport","7/144","46/28943",2.96501436232592e-09,2.57876113999049e-07,1.53691498382868e-07,"Abca1/Lrp1/Trem2/Anxa2/Pltp/Cav1/Apoe",7
"GO:0032376","GO:0032376","positive regulation of cholesterol transport","7/144","46/28943",2.96501436232592e-09,2.57876113999049e-07,1.53691498382868e-07,"Abca1/Lrp1/Trem2/Anxa2/Pltp/Cav1/Apoe",7
"GO:0045333","GO:0045333","cellular respiration","12/144","245/28943",3.99647290462985e-09,3.38438152818391e-07,2.01705640782149e-07,"ND1/COX1/Idh1/COX2/ND4/COX3/ND3/ND2/ATP6/Plec/CYTB/ND5",12
"GO:1901652","GO:1901652","response to peptide","15/144","430/28943",4.43470366610333e-09,3.65919907628731e-07,2.18084482581384e-07,"Cd36/Lrp1/Igf1/Trem2/Bcar3/Cacna1a/Dennd4c/Anxa5/CYTB/Myo5a/Ednrb/Cav1/Vim/Anxa1/Lpl",15
"GO:0030301","GO:0030301","cholesterol transport","9/144","112/28943",5.16358238005992e-09,4.15410202475821e-07,2.47580186749189e-07,"Abca1/Cd36/Lrp1/Trem2/Anxa2/Pltp/Furin/Cav1/Apoe",9
"GO:0032368","GO:0032368","regulation of lipid transport","10/144","157/28943",6.80704453944949e-09,5.34269983608499e-07,3.18419387699024e-07,"Abca1/Lrp1/Trem2/Dab2/Anxa2/Pltp/Furin/Cav1/Spp1/Apoe",10
"GO:0015918","GO:0015918","sterol transport","9/144","116/28943",7.04494632608353e-09,5.39777078031828e-07,3.21701559050731e-07,"Abca1/Cd36/Lrp1/Trem2/Anxa2/Pltp/Furin/Cav1/Apoe",9
"GO:0050878","GO:0050878","regulation of body fluid levels","14/144","381/28943",7.75418420450373e-09,5.80301506281233e-07,3.45853699402835e-07,"Pf4/Fn1/Cd36/Gas6/Pdpn/Cfh/Anxa2/Plec/Cd9/Anxa5/F13a1/Ednrb/Cav1/Apoe",14
"GO:0007009","GO:0007009","plasma membrane organization","10/144","161/28943",8.67199201025822e-09,6.34237961113885e-07,3.77999268963887e-07,"Psap/Mtss1/Ahnak/Anxa2/Plec/Sptbn1/Cd9/Folr2/Cav1/S100a10",10
"GO:0010875","GO:0010875","positive regulation of cholesterol efflux","6/144","32/28943",1.112535260395e-08,7.95586326211361e-07,4.7416122676952e-07,"Abca1/Lrp1/Trem2/Pltp/Cav1/Apoe",6
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","15/144","465/28943",1.26102217261127e-08,8.82167250318061e-07,5.25762562585295e-07,"ND1/COX1/Idh1/COX2/Cd36/ND4/COX3/Igf1/ND3/ND2/ATP6/Plec/CYTB/Myo5a/ND5",15
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process","12/144","275/28943",1.45136024826013e-08,9.93718569978957e-07,5.92245996042543e-07,"ND1/Fam20c/COX2/ND4/Igf1/ND3/ND2/Trem2/Smpdl3a/ATP6/Cfh/ND5",12
"GO:0045807","GO:0045807","positive regulation of endocytosis","9/144","127/28943",1.56374387301871e-08,1.04835995486963e-06,6.248116966316e-07,"Cd36/Cd63/Lrp1/Trem2/Dab2/Anxa2/Cav1/Trf/Apoe",9
"GO:0062197","GO:0062197","cellular response to chemical stress","13/144","340/28943",1.70702413499067e-08,1.12106197273469e-06,6.6814134778797e-07,"Psap/Serpinb6a/Cd36/Trem2/Aldh2/Gpx1/Plec/Hmox1/Dapk1/Rhob/Cav1/Prdx1/Anxa1",13
"GO:0046034","GO:0046034","ATP metabolic process","11/144","224/28943",1.77148803509196e-08,1.14012969938519e-06,6.79505515776328e-07,"ND1/Fam20c/COX2/ND4/Igf1/ND3/ND2/Trem2/ATP6/Cfh/ND5",11
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","7/144","63/28943",2.85636499685353e-08,1.79438157566359e-06,1.06943287130256e-06,"Pf4/Ccl6/Trem2/Ccl9/Cxcl1/Cxcl3/Ccl8",7
"GO:0003018","GO:0003018","vascular process in circulatory system","11/144","235/28943",2.89956003525503e-08,1.79438157566359e-06,1.06943287130256e-06,"Cd36/Lrp1/Tbxas1/Gpx1/Plec/Add3/Ednrb/Cav1/Klf2/Fabp5/Apoe",11
"GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels","7/144","68/28943",4.90234102699225e-08,2.97655347638888e-06,1.77399510450444e-06,"Abca1/Cd36/Trem2/Anxa2/Pltp/Lpl/Apoe",7
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process","11/144","251/28943",5.67971531896862e-08,3.38468961045204e-06,2.01724002166878e-06,"ND1/Fam20c/COX2/ND4/Igf1/ND3/ND2/Trem2/ATP6/Cfh/ND5",11
"GO:0006754","GO:0006754","ATP biosynthetic process","8/144","106/28943",6.17205186702183e-08,3.61121143783205e-06,2.15224468932321e-06,"ND1/COX2/ND4/ND3/ND2/Trem2/ATP6/ND5",8
"GO:0010874","GO:0010874","regulation of cholesterol efflux","6/144","43/28943",7.15545497351047e-08,4.00516041816781e-06,2.38703420951286e-06,"Abca1/Lrp1/Trem2/Pltp/Cav1/Apoe",6
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","11/144","257/28943",7.21874780154546e-08,4.00516041816781e-06,2.38703420951286e-06,"ND1/Fam20c/COX2/ND4/Igf1/ND3/ND2/Trem2/ATP6/Cfh/ND5",11
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process","11/144","257/28943",7.21874780154546e-08,4.00516041816781e-06,2.38703420951286e-06,"ND1/Fam20c/COX2/ND4/Igf1/ND3/ND2/Trem2/ATP6/Cfh/ND5",11
"GO:1990868","GO:1990868","response to chemokine","7/144","73/28943",8.07051750306049e-08,4.32184100476713e-06,2.57577256572755e-06,"Pf4/Ccl6/Trem2/Ccl9/Cxcl1/Cxcl3/Ccl8",7
"GO:1990869","GO:1990869","cellular response to chemokine","7/144","73/28943",8.07051750306049e-08,4.32184100476713e-06,2.57577256572755e-06,"Pf4/Ccl6/Trem2/Ccl9/Cxcl1/Cxcl3/Ccl8",7
"GO:1901653","GO:1901653","cellular response to peptide","12/144","322/28943",8.19242701338703e-08,4.32184100476713e-06,2.57577256572755e-06,"Cd36/Lrp1/Igf1/Trem2/Bcar3/Cacna1a/Dennd4c/Anxa5/Myo5a/Cav1/Vim/Lpl",12
"GO:0034405","GO:0034405","response to fluid shear stress","5/144","24/28943",1.11976252142062e-07,5.81192869988961e-06,3.46384942958977e-06,"Abca1/Mtss1/Plec/Klf2/Spp1",5
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","11/144","272/28943",1.28001235264358e-07,6.53822182667782e-06,3.89671262575872e-06,"Ctsb/Fn1/Ctsl/Gas6/Arg1/Gpx1/Nrp1/Cav1/Cxcl1/Apoe/Ccl8",11
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","8/144","117/28943",1.33294906287313e-07,6.70223450675898e-06,3.99446248775469e-06,"ND1/COX2/ND4/ND3/ND2/Trem2/ATP6/ND5",8
"GO:0006898","GO:0006898","receptor-mediated endocytosis","11/144","274/28943",1.37785295031793e-07,6.82143199095859e-06,4.06550295624172e-06,"Mrc1/Cd36/Ctsl/Cd63/Lrp1/Dab2/Anxa2/Cd9/Cav1/Trf/Apoe",11
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","8/144","118/28943",1.42393223480689e-07,6.94274838122512e-06,4.13780627084236e-06,"ND1/COX2/ND4/ND3/ND2/Trem2/ATP6/ND5",8
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process","8/144","122/28943",1.84325191845649e-07,8.85311145312386e-06,5.27636291504749e-06,"ND1/COX2/ND4/ND3/ND2/Trem2/ATP6/ND5",8
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","13/144","425/28943",2.27216249398044e-07,1.07526748612192e-05,6.40848307125751e-06,"Abca1/Eps8/Gda/Cd36/Trem2/Rhoc/Sptbn1/Add3/Tppp3/Cav1/Stxbp6/Lgals3/Apoe",13
"GO:0010594","GO:0010594","regulation of endothelial cell migration","9/144","176/28943",2.60507588344098e-07,1.21494698448015e-05,7.24095844337065e-06,"Glul/Anxa3/Igf1/Sash1/Nrp1/Hmox1/Rhob/Anxa1/Apoe",9
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","8/144","128/28943",2.66916036193995e-07,1.22705114924611e-05,7.31309801421742e-06,"Cd36/Dusp3/Lrp1/Adam15/Nrp1/S100a10/Bst1/Mmp12",8
"GO:0007160","GO:0007160","cell-matrix adhesion","10/144","233/28943",2.82125478528247e-07,1.27870392944211e-05,7.62094324504769e-06,"Fn1/Cd36/Cd63/Dusp3/Lrp1/Adam15/Nrp1/S100a10/Bst1/Mmp12",10
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","13/144","434/28943",2.88345493378493e-07,1.2887441634611e-05,7.68078200198268e-06,"Abca1/Timp2/Eps8/Igf1/Pdpn/Bcar3/Rhoc/Psd3/Dennd4c/Nrp1/Hmox1/Rhob/Apoe",13
"GO:0043542","GO:0043542","endothelial cell migration","10/144","234/28943",2.93481289288133e-07,1.29243691806205e-05,7.70279043769933e-06,"Glul/Anxa3/Igf1/Sash1/Gpx1/Nrp1/Hmox1/Rhob/Anxa1/Apoe",10
"GO:0042063","GO:0042063","gliogenesis","12/144","363/28943",2.97204263320671e-07,1.29243691806205e-05,7.70279043769933e-06,"Pmp22/Fn1/Lrp1/Igf1/Trem2/Plec/Cd9/Atxn1/Vim/Anxa1/Trf/C1qa",12
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","5/144","29/28943",3.06658080494486e-07,1.30553247970951e-05,7.7808386314832e-06,"ND1/ND4/ND3/ND2/ND5",5
"GO:0001818","GO:0001818","negative regulation of cytokine production","11/144","297/28943",3.08329609875459e-07,1.30553247970951e-05,7.7808386314832e-06,"Fn1/Gas6/Arg1/Igf1/Trem2/Rnf128/Furin/Hmox1/Klf2/Anxa1/Gpnmb",11
"GO:0030100","GO:0030100","regulation of endocytosis","10/144","236/28943",3.17402191245345e-07,1.32649383302275e-05,7.90576613054025e-06,"Cd36/Cd63/Lrp1/Trem2/Dab2/Anxa2/Cav1/Trf/Lgals3/Apoe",10
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process","8/144","132/28943",3.38087527770879e-07,1.39482777482909e-05,8.31302936030421e-06,"ND1/COX2/ND4/ND3/ND2/Trem2/ATP6/ND5",8
"GO:0019915","GO:0019915","lipid storage","7/144","90/28943",3.44924017675221e-07,1.40501960617578e-05,8.37377162164229e-06,"Cd36/Hexa/Trem2/Plin2/Cav1/Lpl/Apoe",7
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","13/144","442/28943",3.54641339840831e-07,1.42654478950974e-05,8.50205948934203e-06,"Glul/Mtss1/Ctsl/Ecm1/Arg1/Igf1/Dab2/Gpx1/Hmox1/Ednrb/Cav1/Apoe/Mmp12",13
"GO:0071674","GO:0071674","mononuclear cell migration","9/144","184/28943",3.79288782984344e-07,1.50685346128842e-05,8.98069087196199e-06,"Ccl6/Eps8/Ecm1/Gas6/Plec/Ccl9/Anxa1/Lgals3/Ccl8",9
"GO:0045765","GO:0045765","regulation of angiogenesis","11/144","308/28943",4.42103525221273e-07,1.73498676117324e-05,1.03403417580637e-05,"Glul/Cd36/Anxa3/Ecm1/Sash1/Nrp1/Hmox1/Rhob/Stab1/Klf2/Lgals3",11
"GO:0010632","GO:0010632","regulation of epithelial cell migration","10/144","248/28943",5.0022667862961e-07,1.9237862514095e-05,1.14655672044359e-05,"Glul/Cd63/Anxa3/Igf1/Sash1/Nrp1/Hmox1/Rhob/Anxa1/Apoe",10
"GO:1901342","GO:1901342","regulation of vasculature development","11/144","312/28943",5.02169189305151e-07,1.9237862514095e-05,1.14655672044359e-05,"Glul/Cd36/Anxa3/Ecm1/Sash1/Nrp1/Hmox1/Rhob/Stab1/Klf2/Lgals3",11
"GO:0007044","GO:0007044","cell-substrate junction assembly","7/144","96/28943",5.36768724615182e-07,2.03214324213136e-05,1.21113636687165e-05,"Tns1/Fn1/Dusp3/Lrp1/Plec/Nrp1/S100a10",7
"GO:1904646","GO:1904646","cellular response to amyloid-beta","5/144","33/28943",6.03134248691465e-07,2.2568442003362e-05,1.34505581531928e-05,"Cd36/Lrp1/Igf1/Trem2/Cacna1a",5
"GO:2001237","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","7/144","99/28943",6.62152792608103e-07,2.44920423748606e-05,1.45970040911308e-05,"Igf1/Dab2/Gpx1/Nrp1/Lmna/Hmox1/Lgals3",7
"GO:0048144","GO:0048144","fibroblast proliferation","8/144","145/28943",6.92451834403996e-07,2.53217045808188e-05,1.5091474190001e-05,"Fn1/Pdgfc/Gas6/Igf1/Gpx1/Anxa2/Cav1/Prdx1",8
"GO:0055094","GO:0055094","response to lipoprotein particle","5/144","34/28943",7.0429930452172e-07,2.54655636174258e-05,1.51772126888063e-05,"Cd36/Trem2/Cd9/Lpl/Apoe",5
"GO:0034350","GO:0034350","regulation of glial cell apoptotic process","4/144","15/28943",7.68673843013367e-07,2.74843602979668e-05,1.63803946429281e-05,"Pmp22/Gas6/Igf1/Trem2",4
"GO:0033344","GO:0033344","cholesterol efflux","6/144","64/28943",8.07637156314795e-07,2.83761821205914e-05,1.69119112308127e-05,"Abca1/Lrp1/Trem2/Pltp/Cav1/Apoe",6
"GO:0150115","GO:0150115","cell-substrate junction organization","7/144","102/28943",8.11251943783221e-07,2.83761821205914e-05,1.69119112308127e-05,"Tns1/Fn1/Dusp3/Lrp1/Plec/Nrp1/S100a10",7
"GO:0010631","GO:0010631","epithelial cell migration","11/144","328/28943",8.20816377906808e-07,2.84020118720872e-05,1.69273054957125e-05,"Glul/Cd63/Anxa3/Igf1/Sash1/Gpx1/Nrp1/Hmox1/Rhob/Anxa1/Apoe",11
"GO:0090132","GO:0090132","epithelium migration","11/144","330/28943",8.71106858733708e-07,2.98215092702667e-05,1.777331127226e-05,"Glul/Cd63/Anxa3/Igf1/Sash1/Gpx1/Nrp1/Hmox1/Rhob/Anxa1/Apoe",11
"GO:0042776","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","6/144","65/28943",8.86144772564105e-07,3.00169881906451e-05,1.78898146882194e-05,"ND1/ND4/ND3/ND2/ATP6/ND5",6
"GO:0009306","GO:0009306","protein secretion","12/144","404/28943",9.19761975713989e-07,3.06570403902186e-05,1.82712791832057e-05,"Glul/Psap/Abca1/Lrp1/Igf1/Trem2/Anxa5/Ap1b1/Myo5a/Ednrb/Anxa1/Apoe",12
"GO:0090130","GO:0090130","tissue migration","11/144","332/28943",9.24093510830081e-07,3.06570403902186e-05,1.82712791832057e-05,"Glul/Cd63/Anxa3/Igf1/Sash1/Gpx1/Nrp1/Hmox1/Rhob/Anxa1/Apoe",11
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","12/144","405/28943",9.43848851471658e-07,3.07579799928565e-05,1.83314381430063e-05,"Glul/Psap/Abca1/Lrp1/Igf1/Trem2/Anxa5/Ap1b1/Myo5a/Ednrb/Anxa1/Apoe",12
"GO:0007626","GO:0007626","locomotory behavior","10/144","266/28943",9.46252336635424e-07,3.07579799928565e-05,1.83314381430063e-05,"Aplp2/Psap/Pmp22/Eps8/Hexa/Cacna1a/Selenop/Myo5a/Atxn1/Apoe",10
"GO:0072521","GO:0072521","purine-containing compound metabolic process","13/144","483/28943",9.59311852248808e-07,3.08706554053666e-05,1.83985915241824e-05,"ND1/Fam20c/Gda/COX2/ND4/Igf1/ND3/ND2/Trem2/ATP6/Cfh/ND5/Spp1",13
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","12/144","407/28943",9.93707651696915e-07,3.16609031996106e-05,1.88695710410816e-05,"St6gal1/Dusp3/Arg1/Igf1/Trem2/Gpx1/Anxa2/Nrp1/Cd9/Anxa5/Apoe/Mmp12",12
"GO:0071402","GO:0071402","cellular response to lipoprotein particle stimulus","5/144","37/28943",1.09014577839873e-06,3.40516662447319e-05,2.02944411036281e-05,"Cd36/Trem2/Cd9/Lpl/Apoe",5
"GO:0071692","GO:0071692","protein localization to extracellular region","12/144","411/28943",1.1004852985087e-06,3.40516662447319e-05,2.02944411036281e-05,"Glul/Psap/Abca1/Lrp1/Igf1/Trem2/Anxa5/Ap1b1/Myo5a/Ednrb/Anxa1/Apoe",12
"GO:0022604","GO:0022604","regulation of cell morphogenesis","11/144","338/28943",1.10048890287511e-06,3.40516662447319e-05,2.02944411036281e-05,"Eps8/Fn1/St6gal1/Pdpn/Dab2/Rhoc/Nrp1/Rhob/S100a10/Gas7/Anxa1",11
"GO:0034599","GO:0034599","cellular response to oxidative stress","10/144","273/28943",1.19658357617953e-06,3.66724376013878e-05,2.18563937423469e-05,"Psap/Cd36/Trem2/Aldh2/Gpx1/Hmox1/Dapk1/Rhob/Prdx1/Anxa1",10
"GO:0032970","GO:0032970","regulation of actin filament-based process","12/144","416/28943",1.24818547338195e-06,3.78930269183312e-05,2.25838523585095e-05,"Mtss1/Eps8/Lrp1/Pdpn/Rhoc/Sptbn1/Nrp1/Add3/Rhob/Cav1/S100a10/Bst1",12
"GO:0033194","GO:0033194","response to hydroperoxide","4/144","17/28943",1.32991371037922e-06,3.95996186430364e-05,2.36009633860889e-05,"ND1/Cd36/Gpx1/Dapk1",4
"GO:0071498","GO:0071498","cellular response to fluid shear stress","4/144","17/28943",1.32991371037922e-06,3.95996186430364e-05,2.36009633860889e-05,"Mtss1/Plec/Klf2/Spp1",4
"GO:0010595","GO:0010595","positive regulation of endothelial cell migration","7/144","110/28943",1.35243427114232e-06,3.95996186430364e-05,2.36009633860889e-05,"Anxa3/Igf1/Sash1/Nrp1/Hmox1/Rhob/Anxa1",7
"GO:0001960","GO:0001960","negative regulation of cytokine-mediated signaling pathway","6/144","70/28943",1.3782340857738e-06,3.95996186430364e-05,2.36009633860889e-05,"Ecm1/Gas6/Arg1/Trem2/Cav1/Mmp12",6
