"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006979","BP","GO:0006979","response to oxidative stress","13/150","407/28943",2.23372569305414e-07,1.74917904271471e-05,1.10269481581539e-05,"Psap/COX1/ND1/Idh1/Trem2/Aldh2/ND3/Cd36/Rhob/Apoe/Gpx1/Hmox1/Prdx1",13
"GO:0072521","BP","GO:0072521","purine-containing compound metabolic process","14/150","483/28943",2.4410710982477e-07,1.86375778351212e-05,1.17492606281448e-05,"ND1/Gda/Trem2/ND4/COX2/Cfh/ATP6/ND3/Igf1/ND2/Fam20c/Atp6v1a/ND5/Spp1",14
"GO:0009201","BP","GO:0009201","ribonucleoside triphosphate biosynthetic process","8/150","122/28943",2.52225799820219e-07,1.87877461622183e-05,1.18439278015707e-05,"ND1/Trem2/ND4/COX2/ATP6/ND3/ND2/ND5",8
"GO:0006869","BP","GO:0006869","lipid transport","13/150","419/28943",3.10806582460608e-07,2.26000786389213e-05,1.42472491057757e-05,"Dab2/Psap/Abca1/Trem2/Cd36/Lrp1/Pltp/Osbpl11/Plin2/Osbpl9/Fabp5/Apoe/Spp1",13
"GO:0030595","BP","GO:0030595","leukocyte chemotaxis","10/150","228/28943",3.37765694780127e-07,2.3844166284698e-05,1.50315307395694e-05,"Ccl6/Gas6/Pf4/Ednrb/Fcgr3/Lgmn/Ccl9/Spp1/Ccl8/Lgals3",10
"GO:0045807","BP","GO:0045807","positive regulation of endocytosis","8/150","127/28943",3.43530882949153e-07,2.3844166284698e-05,1.50315307395694e-05,"Cd63/Dab2/Trem2/Cd36/Lrp1/Ap2m1/Trf/Apoe",8
"GO:0009150","BP","GO:0009150","purine ribonucleotide metabolic process","13/150","425/28943",3.65102108768232e-07,2.44060223649983e-05,1.53857287786792e-05,"ND1/Gda/Trem2/ND4/COX2/Cfh/ATP6/ND3/Igf1/ND2/Fam20c/Atp6v1a/ND5",13
"GO:0010594","BP","GO:0010594","regulation of endothelial cell migration","9/150","176/28943",3.68444869375338e-07,2.44060223649983e-05,1.53857287786792e-05,"Nrp1/Glul/Igf1/Lgmn/Grn/Sash1/Rhob/Apoe/Hmox1",9
"GO:0006120","BP","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","5/150","29/28943",3.75600213213792e-07,2.44060223649983e-05,1.53857287786792e-05,"ND1/ND4/ND3/ND2/ND5",5
"GO:1901652","BP","GO:1901652","response to peptide","13/150","430/28943",4.16675759404635e-07,2.61889499672074e-05,1.65096989246277e-05,"Cacna1a/Bcar3/Trem2/Ednrb/Igf1/Cd36/Myo5a/Lrp1/Lgmn/Dennd4c/Snx5/CYTB/Lpl",13
"GO:0015850","BP","GO:0015850","organic hydroxy compound transport","11/150","294/28943",4.20542900904568e-07,2.61889499672074e-05,1.65096989246277e-05,"Dab2/Abca1/Trem2/Fcgr3/Cd36/Myo5a/Lrp1/Pltp/Apoe/Spp1/Lgals3",11
"GO:0043542","BP","GO:0043542","endothelial cell migration","10/150","234/28943",4.28764734237188e-07,2.61889499672074e-05,1.65096989246277e-05,"Nrp1/Glul/Igf1/Lgmn/Grn/Sash1/Rhob/Apoe/Gpx1/Hmox1",10
"GO:1902600","BP","GO:1902600","proton transmembrane transport","7/150","90/28943",4.54880191453312e-07,2.6652139446846e-05,1.68016968422022e-05,"COX1/ND4/Myo5a/Atp6v0a1/Atp6v1a/CYTB/ND5",7
"GO:0009142","BP","GO:0009142","nucleoside triphosphate biosynthetic process","8/150","132/28943",4.61783126346933e-07,2.6652139446846e-05,1.68016968422022e-05,"ND1/Trem2/ND4/COX2/ATP6/ND3/ND2/ND5",8
"GO:0007264","BP","GO:0007264","small GTPase mediated signal transduction","13/150","434/28943",4.62528942594249e-07,2.6652139446846e-05,1.68016968422022e-05,"Timp2/Eps8/Nrp1/Psd3/Bcar3/Abca1/Igf1/Dennd4c/Gna12/Rhob/Apoe/Hmox1/Pdpn",13
"GO:0071674","BP","GO:0071674","mononuclear cell migration","9/150","184/28943",5.35646287798954e-07,3.02937733877408e-05,1.9097408584489e-05,"Ccl6/Eps8/Gas6/Lgmn/Ecm1/Ccl9/Cadm1/Ccl8/Lgals3",9
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration","10/150","243/28943",6.05484172053988e-07,3.34187490471655e-05,2.10674152990955e-05,"Ccl6/Pf4/Trem2/Ednrb/Fcgr3/Lgmn/Ccl9/Spp1/Ccl8/Lgals3",10
"GO:0009259","BP","GO:0009259","ribonucleotide metabolic process","13/150","445/28943",6.1278649202399e-07,3.34187490471655e-05,2.10674152990955e-05,"ND1/Gda/Trem2/ND4/COX2/Cfh/ATP6/ND3/Igf1/ND2/Fam20c/Atp6v1a/ND5",13
"GO:0010875","BP","GO:0010875","positive regulation of cholesterol efflux","5/150","32/28943",6.28988127570967e-07,3.37005217824865e-05,2.12450468204487e-05,"Abca1/Trem2/Lrp1/Pltp/Apoe",5
"GO:0006163","BP","GO:0006163","purine nucleotide metabolic process","13/150","449/28943",6.77401220987963e-07,3.56686780844351e-05,2.24857864462248e-05,"ND1/Gda/Trem2/ND4/COX2/Cfh/ATP6/ND3/Igf1/ND2/Fam20c/Atp6v1a/ND5",13
"GO:0070997","BP","GO:0070997","neuron death","13/150","450/28943",6.94477047726689e-07,3.59480153179205e-05,2.26618826100288e-05,"Nrp1/Cacna1a/Trem2/Igf1/Lrp1/Lgmn/Mt1/Grn/C1qa/Apoe/Gpx1/Hmox1/Gpnmb",13
"GO:0010632","BP","GO:0010632","regulation of epithelial cell migration","10/150","248/28943",7.28899362845306e-07,3.71009775688261e-05,2.33887181516503e-05,"Cd63/Nrp1/Glul/Igf1/Lgmn/Grn/Sash1/Rhob/Apoe/Hmox1",10
"GO:1904375","BP","GO:1904375","regulation of protein localization to cell periphery","8/150","141/28943",7.63264778703664e-07,3.82132890846064e-05,2.40899271828991e-05,"Dab2/Trem2/Myo5a/Lrp1/Cltc/Ap2m1/Sptbn1/Lgals3",8
"GO:0060326","BP","GO:0060326","cell chemotaxis","11/150","314/28943",8.03902207227443e-07,3.9035588786463e-05,2.46083107194846e-05,"Ccl6/Nrp1/Gas6/Pf4/Ednrb/Fcgr3/Lgmn/Ccl9/Spp1/Ccl8/Lgals3",11
"GO:0019693","BP","GO:0019693","ribose phosphate metabolic process","13/150","456/28943",8.05252813866132e-07,3.9035588786463e-05,2.46083107194846e-05,"ND1/Gda/Trem2/ND4/COX2/Cfh/ATP6/ND3/Igf1/ND2/Fam20c/Atp6v1a/ND5",13
"GO:0050905","BP","GO:0050905","neuromuscular process","9/150","194/28943",8.34096008974731e-07,3.98020189282629e-05,2.50914736910326e-05,"Psap/Hexa/Cacna1a/Pmp22/Aplp2/Cfh/Tpp1/Myo5a/Hexb",9
"GO:0032103","BP","GO:0032103","positive regulation of response to external stimulus","13/150","459/28943",8.66345658283904e-07,4.03414658615732e-05,2.54315448456958e-05,"Nrp1/Gas6/Lamp1/Trem2/Fcgr3/Lrp1/Lgmn/Grn/Lpl/Sash1/Fn1/Cadm1/Mmp12",13
"GO:2001237","BP","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","7/150","99/28943",8.71819497990776e-07,4.03414658615732e-05,2.54315448456958e-05,"Dab2/Nrp1/Igf1/Lmna/Gpx1/Hmox1/Lgals3",7
"GO:0010889","BP","GO:0010889","regulation of sequestering of triglyceride","4/150","15/28943",9.04895395680212e-07,4.0640449094226e-05,2.56200259860543e-05,"Trem2/Osbpl11/Plin2/Lpl",4
"GO:0034350","BP","GO:0034350","regulation of glial cell apoptotic process","4/150","15/28943",9.04895395680212e-07,4.0640449094226e-05,2.56200259860543e-05,"Gas6/Pmp22/Trem2/Igf1",4
"GO:0032370","BP","GO:0032370","positive regulation of lipid transport","7/150","101/28943",9.98590419443077e-07,4.36757355387742e-05,2.7533491986495e-05,"Dab2/Abca1/Trem2/Lrp1/Pltp/Apoe/Spp1",7
"GO:0002683","BP","GO:0002683","negative regulation of immune system process","13/150","465/28943",1.00108103723451e-06,4.36757355387742e-05,2.7533491986495e-05,"Trem2/Laptm5/Dusp3/Igf1/Cd84/Grn/C1qc/Mafb/Gpx1/Hmox1/Gpnmb/Lgals3/Mmp12",13
"GO:1901653","BP","GO:1901653","cellular response to peptide","11/150","322/28943",1.02802029573855e-06,4.42193518758525e-05,2.78761915627251e-05,"Cacna1a/Bcar3/Trem2/Igf1/Cd36/Myo5a/Lrp1/Lgmn/Dennd4c/Snx5/Lpl",11
"GO:0042776","BP","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","6/150","65/28943",1.12507142843138e-06,4.77118992455939e-05,3.00779180781688e-05,"ND1/ND4/ATP6/ND3/ND2/ND5",6
"GO:0030593","BP","GO:0030593","neutrophil chemotaxis","7/150","103/28943",1.14046124588355e-06,4.77118992455939e-05,3.00779180781688e-05,"Ccl6/Pf4/Fcgr3/Ccl9/Spp1/Ccl8/Lgals3",7
"GO:0097242","BP","GO:0097242","amyloid-beta clearance","5/150","36/28943",1.15802250805479e-06,4.77919018864776e-05,3.01283523077129e-05,"Trem2/Cd36/Lrp1/Cltc/Apoe",5
"GO:0010631","BP","GO:0010631","epithelial cell migration","11/150","328/28943",1.23053756081797e-06,5.01074894765078e-05,3.15881150699799e-05,"Cd63/Nrp1/Glul/Igf1/Lgmn/Grn/Sash1/Rhob/Apoe/Gpx1/Hmox1",11
"GO:1901214","BP","GO:1901214","regulation of neuron death","12/150","399/28943",1.24750890711622e-06,5.01301605570125e-05,3.16024070791631e-05,"Nrp1/Cacna1a/Trem2/Igf1/Lrp1/Lgmn/Mt1/Grn/C1qa/Apoe/Hmox1/Gpnmb",12
"GO:0090132","BP","GO:0090132","epithelium migration","11/150","330/28943",1.3054388645008e-06,5.17767570413696e-05,3.26404331260693e-05,"Cd63/Nrp1/Glul/Igf1/Lgmn/Grn/Sash1/Rhob/Apoe/Gpx1/Hmox1",11
"GO:0090130","BP","GO:0090130","tissue migration","11/150","332/28943",1.38432252669134e-06,5.42015512373763e-05,3.41690405036229e-05,"Cd63/Nrp1/Glul/Igf1/Lgmn/Grn/Sash1/Rhob/Apoe/Gpx1/Hmox1",11
"GO:1901215","BP","GO:1901215","negative regulation of neuron death","10/150","267/28943",1.42139234002172e-06,5.49485089421053e-05,3.46399279133873e-05,"Nrp1/Cacna1a/Igf1/Lrp1/Lgmn/Mt1/Grn/Apoe/Hmox1/Gpnmb",10
"GO:0097006","BP","GO:0097006","regulation of plasma lipoprotein particle levels","6/150","68/28943",1.47192722928752e-06,5.61908219780511e-05,3.54230908206168e-05,"Abca1/Trem2/Cd36/Pltp/Lpl/Apoe",6
"GO:0048143","BP","GO:0048143","astrocyte activation","4/150","17/28943",1.56507662825498e-06,5.90091854653172e-05,3.71998070575484e-05,"Trem2/Lrp1/Grn/C1qa",4
"GO:0015986","BP","GO:0015986","proton motive force-driven ATP synthesis","6/150","70/28943",1.7482939545874e-06,6.43287920157823e-05,4.05533245775569e-05,"ND1/ND4/ATP6/ND3/ND2/ND5",6
"GO:0150076","BP","GO:0150076","neuroinflammatory response","6/150","70/28943",1.7482939545874e-06,6.43287920157823e-05,4.05533245775569e-05,"Trem2/Igf1/Myo5a/Lrp1/Grn/C1qa",6
"GO:0010595","BP","GO:0010595","positive regulation of endothelial cell migration","7/150","110/28943",1.77714817681487e-06,6.46120301427692e-05,4.07318798921604e-05,"Nrp1/Igf1/Lgmn/Grn/Sash1/Rhob/Hmox1",7
"GO:0030730","BP","GO:0030730","sequestering of triglyceride","4/150","18/28943",2.00413471812707e-06,7.11700863855822e-05,4.48661248403233e-05,"Trem2/Osbpl11/Plin2/Lpl",4
"GO:1905146","BP","GO:1905146","lysosomal protein catabolic process","4/150","18/28943",2.00413471812707e-06,7.11700863855822e-05,4.48661248403233e-05,"Psap/Tpp1/Lrp1/Grn",4
"GO:0030003","BP","GO:0030003","cellular cation homeostasis","13/150","498/28943",2.13372631008143e-06,7.49011511607894e-05,4.72182144118442e-05,"Aplp2/Slc9a9/Myo5a/Atp6v0a1/Mt1/Grn/Atp6v1a/Trf/Apoe/Hmox1/Spp1/Ccl8/Hexb",13
"GO:0050866","BP","GO:0050866","negative regulation of cell activation","9/150","225/28943",2.83844352336627e-06,9.74000732624786e-05,6.14016937224945e-05,"Trem2/Laptm5/Dusp3/Cd84/Grn/Apoe/Hmox1/Gpnmb/Lgals3",9
"GO:0072522","BP","GO:0072522","purine-containing compound biosynthetic process","9/150","225/28943",2.83844352336627e-06,9.74000732624786e-05,6.14016937224945e-05,"ND1/Trem2/ND4/COX2/ATP6/ND3/ND2/ND5/Spp1",9
"GO:0010874","BP","GO:0010874","regulation of cholesterol efflux","5/150","43/28943",2.87176652358142e-06,9.74486107001961e-05,6.14322920658528e-05,"Abca1/Trem2/Lrp1/Pltp/Apoe",5
"GO:0007039","BP","GO:0007039","protein catabolic process in the vacuole","4/150","20/28943",3.1477025802463e-06,0.000104490040000785,6.58712588017219e-05,"Psap/Tpp1/Lrp1/Grn",4
"GO:0034349","BP","GO:0034349","glial cell apoptotic process","4/150","20/28943",3.1477025802463e-06,0.000104490040000785,6.58712588017219e-05,"Gas6/Pmp22/Trem2/Igf1",4
"GO:0050678","BP","GO:0050678","regulation of epithelial cell proliferation","12/150","442/28943",3.58167025400085e-06,0.000117617429631383,7.41468578898422e-05,"Dab2/Mtss1/Glul/Ednrb/Igf1/Ctsl/Grn/Ecm1/Apoe/Gpx1/Hmox1/Mmp12",12
"GO:0032373","BP","GO:0032373","positive regulation of sterol transport","5/150","46/28943",4.03860792152456e-06,0.000129830616761432,8.18461372683482e-05,"Abca1/Trem2/Lrp1/Pltp/Apoe",5
"GO:0032376","BP","GO:0032376","positive regulation of cholesterol transport","5/150","46/28943",4.03860792152456e-06,0.000129830616761432,8.18461372683482e-05,"Abca1/Trem2/Lrp1/Pltp/Apoe",5
"GO:0030100","BP","GO:0030100","regulation of endocytosis","9/150","236/28943",4.18839846038665e-06,0.000132085705066075,8.32677608540488e-05,"Cd63/Dab2/Trem2/Cd36/Lrp1/Ap2m1/Trf/Apoe/Lgals3",9
"GO:0007596","BP","GO:0007596","blood coagulation","8/150","177/28943",4.1952565132316e-06,0.000132085705066075,8.32677608540488e-05,"Gas6/Pf4/Cfh/Cd36/Apoe/F13a1/Fn1/Pdpn",8
"GO:0042445","BP","GO:0042445","hormone metabolic process","9/150","239/28943",4.64054397333136e-06,0.000143618106011598,9.05378678162246e-05,"Ctsb/Dab2/Dhrs3/Cacna1a/Ednrb/Igf1/Ctsl/Spp1/Ctsk",9
"GO:0150104","BP","GO:0150104","transport across blood-brain barrier","4/150","22/28943",4.71421805629836e-06,0.000143618106011598,9.05378678162246e-05,"Cd36/Lrp1/Fabp5/Apoe",4
"GO:0007599","BP","GO:0007599","hemostasis","8/150","180/28943",4.74964921649357e-06,0.000143618106011598,9.05378678162246e-05,"Gas6/Pf4/Cfh/Cd36/Apoe/F13a1/Fn1/Pdpn",8
"GO:0050817","BP","GO:0050817","coagulation","8/150","180/28943",4.74964921649357e-06,0.000143618106011598,9.05378678162246e-05,"Gas6/Pf4/Cfh/Cd36/Apoe/F13a1/Fn1/Pdpn",8
"GO:0045765","BP","GO:0045765","regulation of angiogenesis","10/150","308/28943",5.06727698096395e-06,0.000150247222328776,9.47169095368734e-05,"Nrp1/Glul/Cd36/Grn/Ecm1/Stab1/Sash1/Rhob/Hmox1/Lgals3",10
"GO:0072659","BP","GO:0072659","protein localization to plasma membrane","10/150","308/28943",5.06727698096395e-06,0.000150247222328776,9.47169095368734e-05,"Dab2/Gas6/Trem2/Myo5a/Lrp1/Dennd4c/Cltc/Ap2m1/Sptbn1/Lgals3",10
"GO:0071621","BP","GO:0071621","granulocyte chemotaxis","7/150","129/28943",5.1426598954662e-06,0.000151016185776479,9.5201669522345e-05,"Ccl6/Pf4/Fcgr3/Ccl9/Spp1/Ccl8/Lgals3",7
"GO:1901342","BP","GO:1901342","regulation of vasculature development","10/150","312/28943",5.67554306456117e-06,0.000163755222971875,0.000103232448493971,"Nrp1/Glul/Cd36/Grn/Ecm1/Stab1/Sash1/Rhob/Hmox1/Lgals3",10
"GO:0010232","BP","GO:0010232","vascular transport","4/150","23/28943",5.68371107891903e-06,0.000163755222971875,0.000103232448493971,"Cd36/Lrp1/Fabp5/Apoe",4
"GO:0002697","BP","GO:0002697","regulation of immune effector process","12/150","464/28943",5.86370497769849e-06,0.000167362196279357,0.000105506309928289,"Lamp1/Trem2/Fcgr3/Cfh/Laptm5/Cd36/Cd84/Grn/Cd5l/Cadm1/Hmox1/Lgals3",12
"GO:0032680","BP","GO:0032680","regulation of tumor necrosis factor production","8/150","186/28943",6.04629472293226e-06,0.000170975778554029,0.000107784337702174,"Gas6/Trem2/Fcgr3/Igf1/Cd36/Cd84/Lpl/Gpnmb",8
"GO:0030574","BP","GO:0030574","collagen catabolic process","5/150","50/28943",6.13922695025769e-06,0.0001715468400085,0.000108144338874141,"Ctsb/Ctsl/Adam15/Ctsk/Mmp12",5
"GO:0007040","BP","GO:0007040","lysosome organization","6/150","87/28943",6.26349153774272e-06,0.0001715468400085,0.000108144338874141,"Hexa/Abca1/Laptm5/Tpp1/Grn/Hexb",6
"GO:0080171","BP","GO:0080171","lytic vacuole organization","6/150","87/28943",6.26349153774272e-06,0.0001715468400085,0.000108144338874141,"Hexa/Abca1/Laptm5/Tpp1/Grn/Hexb",6
"GO:1990266","BP","GO:1990266","neutrophil migration","7/150","133/28943",6.29117422428027e-06,0.0001715468400085,0.000108144338874141,"Ccl6/Pf4/Fcgr3/Ccl9/Spp1/Ccl8/Lgals3",7
"GO:1903555","BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","8/150","189/28943",6.7995328479164e-06,0.000183767905464927,0.000115848584805208,"Gas6/Trem2/Fcgr3/Igf1/Cd36/Cd84/Lpl/Gpnmb",8
