"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","2/14","138/28943",0.00197810677256302,0.0334594656210127,0.0147970361038308,"Cd36/Fn1",2
"GO:0030278","GO:0030278","regulation of ossification","2/14","140/28943",0.00203494686661316,0.0337038074782805,0.0149050932773859,"Fam20c/Ecm1",2
"GO:0014902","GO:0014902","myotube differentiation","2/14","143/28943",0.00212165551776828,0.0344227782984853,0.0152230492574566,"Pmp22/Gpx1",2
"GO:0048144","GO:0048144","fibroblast proliferation","2/14","145/28943",0.00218042501904645,0.0345040651120047,0.0152589973484403,"Fn1/Gpx1",2
"GO:0006639","GO:0006639","acylglycerol metabolic process","2/14","147/28943",0.00223996395778289,0.0345040651120047,0.0152589973484403,"Cd36/Gpx1",2
"GO:0001508","GO:0001508","action potential","2/14","148/28943",0.00227002155160334,0.0345040651120047,0.0152589973484403,"Pmp22/Cd36",2
"GO:0006638","GO:0006638","neutral lipid metabolic process","2/14","149/28943",0.00230027100746698,0.0345040651120047,0.0152589973484403,"Cd36/Gpx1",2
"GO:0009411","GO:0009411","response to UV","2/14","151/28943",0.00236134484312496,0.0347642435237842,0.0153740580429579,"Crip1/Gpx1",2
"GO:0008360","GO:0008360","regulation of cell shape","2/14","159/28943",0.00261328159972991,0.0377737976688233,0.0167049962547328,"Fn1/Pdpn",2
"GO:0071248","GO:0071248","cellular response to metal ion","2/14","170/28943",0.00297953732980011,0.0422987888784123,0.0187061178224293,"Mt1/Fn1",2
"GO:0031214","GO:0031214","biomineral tissue development","2/14","179/28943",0.003296152729735,0.0458817270342938,0.0202906280429714,"Fam20c/Ecm1",2
"GO:0045766","GO:0045766","positive regulation of angiogenesis","2/14","182/28943",0.00340505898745074,0.0458817270342938,0.0202906280429714,"Ecm1/Sash1",2
"GO:1904018","GO:1904018","positive regulation of vasculature development","2/14","182/28943",0.00340505898745074,0.0458817270342938,0.0202906280429714,"Ecm1/Sash1",2
"GO:0110148","GO:0110148","biomineralization","2/14","188/28943",0.003627896848924,0.0474904838006887,0.0210020808863688,"Fam20c/Ecm1",2
"GO:0001659","GO:0001659","temperature homeostasis","2/14","189/28943",0.00366568603453255,0.0474904838006887,0.0210020808863688,"Cd36/Gpx1",2
"GO:0000302","GO:0000302","response to reactive oxygen species","2/14","190/28943",0.00370366037187761,0.0474904838006887,0.0210020808863688,"Cd36/Gpx1",2
"GO:0007519","GO:0007519","skeletal muscle tissue development","2/14","207/28943",0.00437739602310362,0.048879252928642,0.0216162469091909,"Pmp22/Gpx1",2
"GO:0009650","GO:0009650","UV protection","1/14","10/28943",0.00482732726149471,0.048879252928642,0.0216162469091909,"Gpx1",1
"GO:0061687","GO:0061687","detoxification of inorganic compound","1/14","10/28943",0.00482732726149471,0.048879252928642,0.0216162469091909,"Mt1",1
"GO:0070391","GO:0070391","response to lipoteichoic acid","1/14","10/28943",0.00482732726149471,0.048879252928642,0.0216162469091909,"Cd36",1
"GO:0071223","GO:0071223","cellular response to lipoteichoic acid","1/14","10/28943",0.00482732726149471,0.048879252928642,0.0216162469091909,"Cd36",1
"GO:0071895","GO:0071895","odontoblast differentiation","1/14","10/28943",0.00482732726149471,0.048879252928642,0.0216162469091909,"Fam20c",1
"GO:0097501","GO:0097501","stress response to metal ion","1/14","10/28943",0.00482732726149471,0.048879252928642,0.0216162469091909,"Mt1",1
"GO:1901731","GO:1901731","positive regulation of platelet aggregation","1/14","10/28943",0.00482732726149471,0.048879252928642,0.0216162469091909,"Pdpn",1
"GO:0060538","GO:0060538","skeletal muscle organ development","2/14","219/28943",0.00488473338295592,0.048879252928642,0.0216162469091909,"Pmp22/Gpx1",2
"GO:0048469","GO:0048469","cell maturation","2/14","221/28943",0.00497182183043966,0.048879252928642,0.0216162469091909,"Pmp22/Fam20c",2
"GO:0019227","GO:0019227","neuronal action potential propagation","1/14","11/28943",0.00530886797342711,0.048879252928642,0.0216162469091909,"Pmp22",1
"GO:0019372","GO:0019372","lipoxygenase pathway","1/14","11/28943",0.00530886797342711,0.048879252928642,0.0216162469091909,"Gpx1",1
"GO:0036135","GO:0036135","Schwann cell migration","1/14","11/28943",0.00530886797342711,0.048879252928642,0.0216162469091909,"Pmp22",1
"GO:0042117","GO:0042117","monocyte activation","1/14","11/28943",0.00530886797342711,0.048879252928642,0.0216162469091909,"Fn1",1
"GO:0046689","GO:0046689","response to mercury ion","1/14","11/28943",0.00530886797342711,0.048879252928642,0.0216162469091909,"Fn1",1
"GO:0090091","GO:0090091","positive regulation of extracellular matrix disassembly","1/14","11/28943",0.00530886797342711,0.048879252928642,0.0216162469091909,"Pdpn",1
"GO:0098870","GO:0098870","action potential propagation","1/14","11/28943",0.00530886797342711,0.048879252928642,0.0216162469091909,"Pmp22",1
"GO:0055001","GO:0055001","muscle cell development","2/14","229/28943",0.00532736392139158,0.048879252928642,0.0216162469091909,"Pmp22/Gpx1",2
"GO:0007160","GO:0007160","cell-matrix adhesion","2/14","233/28943",0.00550943021629195,0.048879252928642,0.0216162469091909,"Cd36/Fn1",2
"GO:0043542","GO:0043542","endothelial cell migration","2/14","234/28943",0.00555539250052071,0.048879252928642,0.0216162469091909,"Sash1/Gpx1",2
"GO:0003018","GO:0003018","vascular process in circulatory system","2/14","235/28943",0.00560153275366318,0.048879252928642,0.0216162469091909,"Cd36/Gpx1",2
"GO:0010572","GO:0010572","positive regulation of platelet activation","1/14","12/28943",0.00579019231493005,0.048879252928642,0.0216162469091909,"Pdpn",1
"GO:0010624","GO:0010624","regulation of Schwann cell proliferation","1/14","12/28943",0.00579019231493005,0.048879252928642,0.0216162469091909,"Pmp22",1
"GO:0010744","GO:0010744","positive regulation of macrophage derived foam cell differentiation","1/14","12/28943",0.00579019231493005,0.048879252928642,0.0216162469091909,"Cd36",1
"GO:0015911","GO:0015911","long-chain fatty acid import across plasma membrane","1/14","12/28943",0.00579019231493005,0.048879252928642,0.0216162469091909,"Cd36",1
"GO:0043619","GO:0043619","regulation of transcription from RNA polymerase II promoter in response to oxidative stress","1/14","12/28943",0.00579019231493005,0.048879252928642,0.0216162469091909,"Cd36",1
"GO:0140052","GO:0140052","cellular response to oxidised low-density lipoprotein particle stimulus","1/14","12/28943",0.00579019231493005,0.048879252928642,0.0216162469091909,"Cd36",1
"GO:1900227","GO:1900227","positive regulation of NLRP3 inflammasome complex assembly","1/14","12/28943",0.00579019231493005,0.048879252928642,0.0216162469091909,"Cd36",1
"GO:0071241","GO:0071241","cellular response to inorganic substance","2/14","241/28943",0.00588210280714099,0.048879252928642,0.0216162469091909,"Mt1/Fn1",2
"GO:0048762","GO:0048762","mesenchymal cell differentiation","2/14","245/28943",0.0060726889748062,0.048879252928642,0.0216162469091909,"Fn1/Pdpn",2
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","2/14","245/28943",0.0060726889748062,0.048879252928642,0.0216162469091909,"Cd36/Gpx1",2
"GO:0014010","GO:0014010","Schwann cell proliferation","1/14","13/28943",0.0062713003757503,0.048879252928642,0.0216162469091909,"Pmp22",1
"GO:0018158","GO:0018158","protein oxidation","1/14","13/28943",0.0062713003757503,0.048879252928642,0.0216162469091909,"Gpx1",1
"GO:0019370","GO:0019370","leukotriene biosynthetic process","1/14","13/28943",0.0062713003757503,0.048879252928642,0.0216162469091909,"Ltc4s",1
"GO:0032060","GO:0032060","bleb assembly","1/14","13/28943",0.0062713003757503,0.048879252928642,0.0216162469091909,"Pmp22",1
"GO:0048934","GO:0048934","peripheral nervous system neuron differentiation","1/14","13/28943",0.0062713003757503,0.048879252928642,0.0216162469091909,"Pmp22",1
"GO:0048935","GO:0048935","peripheral nervous system neuron development","1/14","13/28943",0.0062713003757503,0.048879252928642,0.0216162469091909,"Pmp22",1
"GO:0070508","GO:0070508","cholesterol import","1/14","13/28943",0.0062713003757503,0.048879252928642,0.0216162469091909,"Cd36",1
"GO:0071236","GO:0071236","cellular response to antibiotic","1/14","13/28943",0.0062713003757503,0.048879252928642,0.0216162469091909,"Crip1",1
"GO:0071635","GO:0071635","negative regulation of transforming growth factor beta production","1/14","13/28943",0.0062713003757503,0.048879252928642,0.0216162469091909,"Fn1",1
