"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","1/2","108/28943",0.00744914897138294,0.0168121381748495,NA,"Il1b",1
"GO:0045833","GO:0045833","negative regulation of lipid metabolic process","1/2","108/28943",0.00744914897138294,0.0168121381748495,NA,"Il1b",1
"GO:0014074","GO:0014074","response to purine-containing compound","1/2","110/28943",0.00758683354076894,0.0168121381748495,NA,"Il1b",1
"GO:0032642","GO:0032642","regulation of chemokine production","1/2","110/28943",0.00758683354076894,0.0168121381748495,NA,"Il1b",1
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","1/2","110/28943",0.00758683354076894,0.0168121381748495,NA,"Il1b",1
"GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","1/2","110/28943",0.00758683354076894,0.0168121381748495,NA,"Il1b",1
"GO:0002709","GO:0002709","regulation of T cell mediated immunity","1/2","111/28943",0.00765567224409214,0.0168794816677887,NA,"Il1b",1
"GO:0001843","GO:0001843","neural tube closure","1/2","112/28943",0.00772450855983553,0.0168794816677887,NA,"Lmo4",1
"GO:0002526","GO:0002526","acute inflammatory response","1/2","112/28943",0.00772450855983553,0.0168794816677887,NA,"Il1b",1
"GO:0060606","GO:0060606","tube closure","1/2","113/28943",0.0077933424879989,0.0169262437392496,NA,"Lmo4",1
"GO:0001708","GO:0001708","cell fate specification","1/2","114/28943",0.00786217402858269,0.0169262437392496,NA,"Lmo4",1
"GO:0050886","GO:0050886","endocrine process","1/2","114/28943",0.00786217402858269,0.0169262437392496,NA,"Il1b",1
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","1/2","115/28943",0.00793100318158624,0.0169262437392496,NA,"Il1b",1
"GO:1904659","GO:1904659","glucose transmembrane transport","1/2","116/28943",0.00799982994700998,0.0169262437392496,NA,"Il1b",1
"GO:0008645","GO:0008645","hexose transmembrane transport","1/2","117/28943",0.00806865432485415,0.0169262437392496,NA,"Il1b",1
"GO:0032602","GO:0032602","chemokine production","1/2","117/28943",0.00806865432485415,0.0169262437392496,NA,"Il1b",1
"GO:0044070","GO:0044070","regulation of anion transport","1/2","117/28943",0.00806865432485415,0.0169262437392496,NA,"Il1b",1
"GO:0051952","GO:0051952","regulation of amine transport","1/2","117/28943",0.00806865432485415,0.0169262437392496,NA,"Il1b",1
"GO:0038061","GO:0038061","NIK/NF-kappaB signaling","1/2","118/28943",0.00813747631511808,0.0169950832775917,NA,"Il1b",1
"GO:0014020","GO:0014020","primary neural tube formation","1/2","119/28943",0.00820629591780209,0.0170561283787411,NA,"Lmo4",1
"GO:0015749","GO:0015749","monosaccharide transmembrane transport","1/2","120/28943",0.00827511313290619,0.0170561283787411,NA,"Il1b",1
"GO:0045446","GO:0045446","endothelial cell differentiation","1/2","120/28943",0.00827511313290619,0.0170561283787411,NA,"Il1b",1
"GO:0006022","GO:0006022","aminoglycan metabolic process","1/2","122/28943",0.00841274040037543,0.017086333692563,NA,"Il1b",1
"GO:0015837","GO:0015837","amine transport","1/2","122/28943",0.00841274040037543,0.017086333692563,NA,"Il1b",1
"GO:0021782","GO:0021782","glial cell development","1/2","122/28943",0.00841274040037543,0.017086333692563,NA,"Il1b",1
"GO:0032612","GO:0032612","interleukin-1 production","1/2","123/28943",0.00848155045273968,0.017086333692563,NA,"Il1b",1
"GO:0050764","GO:0050764","regulation of phagocytosis","1/2","123/28943",0.00848155045273968,0.017086333692563,NA,"Il1b",1
"GO:0015718","GO:0015718","monocarboxylic acid transport","1/2","124/28943",0.00855035811752425,0.017086333692563,NA,"Il1b",1
"GO:1905954","GO:1905954","positive regulation of lipid localization","1/2","124/28943",0.00855035811752425,0.017086333692563,NA,"Il1b",1
"GO:0032649","GO:0032649","regulation of interferon-gamma production","1/2","125/28943",0.00861916339472901,0.017086333692563,NA,"Il1b",1
"GO:2000177","GO:2000177","regulation of neural precursor cell proliferation","1/2","125/28943",0.00861916339472901,0.017086333692563,NA,"Il1b",1
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","1/2","126/28943",0.00868796628435409,0.017086333692563,NA,"Il1b",1
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","1/2","126/28943",0.00868796628435409,0.017086333692563,NA,"Il1b",1
"GO:0034219","GO:0034219","carbohydrate transmembrane transport","1/2","127/28943",0.00875676678639914,0.0171352580257052,NA,"Il1b",1
"GO:0003279","GO:0003279","cardiac septum development","1/2","128/28943",0.00882556490086406,0.0171352580257052,NA,"Lmo4",1
"GO:0043123","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","1/2","128/28943",0.00882556490086406,0.0171352580257052,NA,"Il1b",1
"GO:0008286","GO:0008286","insulin receptor signaling pathway","1/2","129/28943",0.00889436062774951,0.0171352580257052,NA,"Il1b",1
"GO:0071621","GO:0071621","granulocyte chemotaxis","1/2","129/28943",0.00889436062774951,0.0171352580257052,NA,"Il1b",1
"GO:0043406","GO:0043406","positive regulation of MAP kinase activity","1/2","130/28943",0.0089631539670546,0.0171975962294706,NA,"Il1b",1
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process","1/2","133/28943",0.00916951965949153,0.0173815794348595,NA,"Il1b",1
"GO:1901216","GO:1901216","positive regulation of neuron death","1/2","133/28943",0.00916951965949153,0.0173815794348595,NA,"Il1b",1
"GO:1990266","GO:1990266","neutrophil migration","1/2","133/28943",0.00916951965949153,0.0173815794348595,NA,"Il1b",1
"GO:0001841","GO:0001841","neural tube formation","1/2","134/28943",0.00923830344847743,0.0174419169107254,NA,"Lmo4",1
"GO:0014013","GO:0014013","regulation of gliogenesis","1/2","135/28943",0.00930708484988296,0.0175017691200986,NA,"Il1b",1
"GO:0003158","GO:0003158","endothelium development","1/2","138/28943",0.00951341472862177,0.0176784714642105,NA,"Il1b",1
"GO:0032609","GO:0032609","interferon-gamma production","1/2","138/28943",0.00951341472862177,0.0176784714642105,NA,"Il1b",1
"GO:0032874","GO:0032874","positive regulation of stress-activated MAPK cascade","1/2","138/28943",0.00951341472862177,0.0176784714642105,NA,"Il1b",1
"GO:0070304","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","1/2","140/28943",0.00965095604321442,0.0178637304015577,NA,"Il1b",1
"GO:0002702","GO:0002702","positive regulation of production of molecular mediator of immune response","1/2","142/28943",0.00978848780748787,0.0179076211051716,NA,"Il1b",1
"GO:0006690","GO:0006690","icosanoid metabolic process","1/2","142/28943",0.00978848780748787,0.0179076211051716,NA,"Il1b",1
"GO:0051224","GO:0051224","negative regulation of protein transport","1/2","142/28943",0.00978848780748787,0.0179076211051716,NA,"Il1b",1
"GO:1904950","GO:1904950","negative regulation of establishment of protein localization","1/2","146/28943",0.0100635226850758,0.0182918234761361,NA,"Il1b",1
"GO:0051783","GO:0051783","regulation of nuclear division","1/2","147/28943",0.0101322754355232,0.0182918234761361,NA,"Il1b",1
"GO:0002367","GO:0002367","cytokine production involved in immune response","1/2","148/28943",0.0102010257983906,0.0182918234761361,NA,"Il1b",1
"GO:0002456","GO:0002456","T cell mediated immunity","1/2","148/28943",0.0102010257983906,0.0182918234761361,NA,"Il1b",1
"GO:0050729","GO:0050729","positive regulation of inflammatory response","1/2","148/28943",0.0102010257983906,0.0182918234761361,NA,"Il1b",1
"GO:0034763","GO:0034763","negative regulation of transmembrane transport","1/2","149/28943",0.0102697737736781,0.0182918234761361,NA,"Il1b",1
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","1/2","149/28943",0.0102697737736781,0.0182918234761361,NA,"Il1b",1
"GO:0046328","GO:0046328","regulation of JNK cascade","1/2","150/28943",0.0103385193613859,0.018313605898358,NA,"Il1b",1
"GO:0031333","GO:0031333","negative regulation of protein-containing complex assembly","1/2","151/28943",0.0104072625615131,0.018313605898358,NA,"Lmo4",1
"GO:0050921","GO:0050921","positive regulation of chemotaxis","1/2","151/28943",0.0104072625615131,0.018313605898358,NA,"Il1b",1
"GO:0003231","GO:0003231","cardiac ventricle development","1/2","152/28943",0.0104760033740607,0.018313605898358,NA,"Lmo4",1
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","1/2","152/28943",0.0104760033740607,0.018313605898358,NA,"Il1b",1
"GO:0002824","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","1/2","154/28943",0.010613477836417,0.0183856702075001,NA,"Il1b",1
"GO:0006633","GO:0006633","fatty acid biosynthetic process","1/2","154/28943",0.010613477836417,0.0183856702075001,NA,"Il1b",1
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","1/2","155/28943",0.0106822114862253,0.0183856702075001,NA,"Il1b",1
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","1/2","155/28943",0.0106822114862253,0.0183856702075001,NA,"Il1b",1
"GO:0008643","GO:0008643","carbohydrate transport","1/2","156/28943",0.0107509427484535,0.0183856702075001,NA,"Il1b",1
"GO:0010565","GO:0010565","regulation of cellular ketone metabolic process","1/2","156/28943",0.0107509427484535,0.0183856702075001,NA,"Il1b",1
"GO:0032368","GO:0032368","regulation of lipid transport","1/2","157/28943",0.0108196716231018,0.0184364079642746,NA,"Il1b",1
"GO:0007043","GO:0007043","cell-cell junction assembly","1/2","158/28943",0.0108883981101703,0.0184388515917717,NA,"Il1b",1
"GO:0001838","GO:0001838","embryonic epithelial tube formation","1/2","159/28943",0.0109571222096589,0.0184388515917717,NA,"Lmo4",1
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","1/2","160/28943",0.0110258439215676,0.0184388515917717,NA,"Il1b",1
"GO:0002708","GO:0002708","positive regulation of lymphocyte mediated immunity","1/2","160/28943",0.0110258439215676,0.0184388515917717,NA,"Il1b",1
"GO:0007613","GO:0007613","memory","1/2","160/28943",0.0110258439215676,0.0184388515917717,NA,"Il1b",1
"GO:0002821","GO:0002821","positive regulation of adaptive immune response","1/2","161/28943",0.0110945632458965,0.0184388515917717,NA,"Il1b",1
"GO:0006865","GO:0006865","amino acid transport","1/2","161/28943",0.0110945632458965,0.0184388515917717,NA,"Il1b",1
"GO:0097530","GO:0097530","granulocyte migration","1/2","163/28943",0.0112319947318146,0.0186017596961982,NA,"Il1b",1
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","1/2","164/28943",0.0113007068934038,0.0186501176702328,NA,"Il1b",1
"GO:0032675","GO:0032675","regulation of interleukin-6 production","1/2","167/28943",0.0115068290526918,0.0188401756737581,NA,"Il1b",1
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","1/2","168/28943",0.0115755316639615,0.0188401756737581,NA,"Il1b",1
"GO:0050768","GO:0050768","negative regulation of neurogenesis","1/2","168/28943",0.0115755316639615,0.0188401756737581,NA,"Il1b",1
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation","1/2","168/28943",0.0115755316639615,0.0188401756737581,NA,"Il1b",1
"GO:0072175","GO:0072175","epithelial tube formation","1/2","170/28943",0.0117129297237611,0.0189982915107054,NA,"Lmo4",1
"GO:0071466","GO:0071466","cellular response to xenobiotic stimulus","1/2","171/28943",0.0117816251722911,0.0190250007009857,NA,"Il1b",1
"GO:0051961","GO:0051961","negative regulation of nervous system development","1/2","172/28943",0.0118503182332411,0.0190250007009857,NA,"Il1b",1
"GO:0062013","GO:0062013","positive regulation of small molecule metabolic process","1/2","172/28943",0.0118503182332411,0.0190250007009857,NA,"Il1b",1
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","1/2","174/28943",0.0119876971924018,0.0191803155078429,NA,"Il1b",1
"GO:0032635","GO:0032635","interleukin-6 production","1/2","176/28943",0.0121250666012425,0.0193135869995516,NA,"Il1b",1
"GO:0007254","GO:0007254","JNK cascade","1/2","177/28943",0.0121937477242932,0.0193135869995516,NA,"Il1b",1
"GO:1903531","GO:1903531","negative regulation of secretion by cell","1/2","177/28943",0.0121937477242932,0.0193135869995516,NA,"Il1b",1
"GO:0045766","GO:0045766","positive regulation of angiogenesis","1/2","182/28943",0.0125371175258481,0.0197250649073343,NA,"Il1b",1
"GO:1904018","GO:1904018","positive regulation of vasculature development","1/2","182/28943",0.0125371175258481,0.0197250649073343,NA,"Il1b",1
"GO:0002705","GO:0002705","positive regulation of leukocyte mediated immunity","1/2","185/28943",0.0127431107558225,0.0199086870972531,NA,"Il1b",1
"GO:0035148","GO:0035148","tube formation","1/2","185/28943",0.0127431107558225,0.0199086870972531,NA,"Lmo4",1
"GO:0043271","GO:0043271","negative regulation of ion transport","1/2","187/28943",0.0128804276379055,0.0199086870972531,NA,"Il1b",1
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","1/2","187/28943",0.0128804276379055,0.0199086870972531,NA,"Il1b",1
"GO:1905952","GO:1905952","regulation of lipid localization","1/2","187/28943",0.0128804276379055,0.0199086870972531,NA,"Il1b",1
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","1/2","188/28943",0.0129490824975778,0.0199086870972531,NA,"Lmo4",1
"GO:0045834","GO:0045834","positive regulation of lipid metabolic process","1/2","188/28943",0.0129490824975778,0.0199086870972531,NA,"Il1b",1
"GO:0001659","GO:0001659","temperature homeostasis","1/2","189/28943",0.0130177349696695,0.0199492561872858,NA,"Il1b",1
"GO:0043122","GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling","1/2","191/28943",0.013155032751114,0.020029598253309,NA,"Il1b",1
"GO:0050796","GO:0050796","regulation of insulin secretion","1/2","191/28943",0.013155032751114,0.020029598253309,NA,"Il1b",1
"GO:0006956","GO:0006956","complement activation","1/2","193/28943",0.0132923209822384,0.0201735546740082,NA,"Il1b",1
"GO:0042129","GO:0042129","regulation of T cell proliferation","1/2","196/28943",0.0134982354220765,0.0204204074333978,NA,"Il1b",1
"GO:0043405","GO:0043405","regulation of MAP kinase activity","1/2","198/28943",0.0136354997774023,0.0204966748246302,NA,"Il1b",1
"GO:0051302","GO:0051302","regulation of cell division","1/2","198/28943",0.0136354997774023,0.0204966748246302,NA,"Il1b",1
"GO:0003205","GO:0003205","cardiac chamber development","1/2","199/28943",0.0137041283736955,0.0205070667599271,NA,"Lmo4",1
"GO:0021915","GO:0021915","neural tube development","1/2","200/28943",0.0137727545824087,0.0205070667599271,NA,"Lmo4",1
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","1/2","200/28943",0.0137727545824087,0.0205070667599271,NA,"Il1b",1
"GO:0006469","GO:0006469","negative regulation of protein kinase activity","1/2","202/28943",0.0139099998370953,0.020636348473097,NA,"Il1b",1
"GO:0032872","GO:0032872","regulation of stress-activated MAPK cascade","1/2","204/28943",0.0140472355414627,0.020636348473097,NA,"Il1b",1
"GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity","1/2","204/28943",0.0140472355414627,0.020636348473097,NA,"Il1b",1
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","1/2","205/28943",0.0141158498122766,0.020636348473097,NA,"Il1b",1
"GO:0051048","GO:0051048","negative regulation of secretion","1/2","206/28943",0.0141844616955105,0.020636348473097,NA,"Il1b",1
"GO:0061351","GO:0061351","neural precursor cell proliferation","1/2","206/28943",0.0141844616955105,0.020636348473097,NA,"Il1b",1
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response","1/2","207/28943",0.0142530711911645,0.020636348473097,NA,"Il1b",1
"GO:0043491","GO:0043491","protein kinase B signaling","1/2","207/28943",0.0142530711911645,0.020636348473097,NA,"Il1b",1
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade","1/2","207/28943",0.0142530711911645,0.020636348473097,NA,"Il1b",1
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","1/2","209/28943",0.0143902830197327,0.0207712953679322,NA,"Il1b",1
"GO:0021953","GO:0021953","central nervous system neuron differentiation","1/2","210/28943",0.0144588853526468,0.0208066886781991,NA,"Lmo4",1
"GO:0010721","GO:0010721","negative regulation of cell development","1/2","211/28943",0.0145274852979814,0.0208418634062226,NA,"Il1b",1
"GO:0032869","GO:0032869","cellular response to insulin stimulus","1/2","212/28943",0.014596082855736,0.0208768215391133,NA,"Il1b",1
"GO:0009743","GO:0009743","response to carbohydrate","1/2","214/28943",0.0147332708085053,0.0210093771045755,NA,"Il1b",1
"GO:0045216","GO:0045216","cell-cell junction organization","1/2","219/28943",0.0150761989077811,0.0214336321821466,NA,"Il1b",1
"GO:1903828","GO:1903828","negative regulation of protein localization","1/2","221/28943",0.0152133534344321,0.0215636721352911,NA,"Il1b",1
"GO:1901888","GO:1901888","regulation of cell junction assembly","1/2","222/28943",0.0152819271163877,0.0215960167632784,NA,"Il1b",1
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","1/2","223/28943",0.0153504984107636,0.0216281649250162,NA,"Il1b",1
"GO:0033673","GO:0033673","negative regulation of kinase activity","1/2","226/28943",0.0155561979684116,0.0218527542889591,NA,"Il1b",1
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","1/2","227/28943",0.0156247597124677,0.0218839364518835,NA,"Il1b",1
"GO:0030595","GO:0030595","leukocyte chemotaxis","1/2","228/28943",0.0156933190689443,0.0219149307708335,NA,"Il1b",1
"GO:0007249","GO:0007249","I-kappaB kinase/NF-kappaB signaling","1/2","230/28943",0.0158304306191572,0.022006803189695,NA,"Il1b",1
"GO:0002706","GO:0002706","regulation of lymphocyte mediated immunity","1/2","231/28943",0.015898982812894,0.022006803189695,NA,"Il1b",1
"GO:0050920","GO:0050920","regulation of chemotaxis","1/2","231/28943",0.015898982812894,0.022006803189695,NA,"Il1b",1
"GO:0002685","GO:0002685","regulation of leukocyte migration","1/2","234/28943",0.0161046250686245,0.022126768579953,NA,"Il1b",1
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","1/2","234/28943",0.0161046250686245,0.022126768579953,NA,"Il1b",1
"GO:0030073","GO:0030073","insulin secretion","1/2","235/28943",0.0161731677120419,0.022126768579953,NA,"Il1b",1
"GO:0090276","GO:0090276","regulation of peptide hormone secretion","1/2","235/28943",0.0161731677120419,0.022126768579953,NA,"Il1b",1
"GO:0042098","GO:0042098","T cell proliferation","1/2","237/28943",0.0163102458361365,0.0222498151290648,NA,"Il1b",1
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","1/2","238/28943",0.0163787813168138,0.0222789186787784,NA,"Il1b",1
"GO:0002819","GO:0002819","regulation of adaptive immune response","1/2","239/28943",0.0164473144099113,0.0222890600992686,NA,"Il1b",1
"GO:0002791","GO:0002791","regulation of peptide secretion","1/2","240/28943",0.0165158451154294,0.0222890600992686,NA,"Il1b",1
"GO:0042180","GO:0042180","cellular ketone metabolic process","1/2","241/28943",0.0165843734333672,0.0222890600992686,NA,"Il1b",1
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","1/2","241/28943",0.0165843734333672,0.0222890600992686,NA,"Il1b",1
"GO:0090087","GO:0090087","regulation of peptide transport","1/2","242/28943",0.0166528993637249,0.0222890600992686,NA,"Il1b",1
"GO:0097529","GO:0097529","myeloid leukocyte migration","1/2","243/28943",0.016721422906503,0.0222890600992686,NA,"Il1b",1
"GO:0045664","GO:0045664","regulation of neuron differentiation","1/2","244/28943",0.0167899440617013,0.0222890600992686,NA,"Il1b",1
"GO:0051403","GO:0051403","stress-activated MAPK cascade","1/2","244/28943",0.0167899440617013,0.0222890600992686,NA,"Il1b",1
"GO:0002064","GO:0002064","epithelial cell development","1/2","245/28943",0.0168584628293197,0.0222890600992686,NA,"Il1b",1
"GO:0048762","GO:0048762","mesenchymal cell differentiation","1/2","245/28943",0.0168584628293197,0.0222890600992686,NA,"Il1b",1
"GO:0050870","GO:0050870","positive regulation of T cell activation","1/2","246/28943",0.0169269792093577,0.022317134600047,NA,"Il1b",1
"GO:0001763","GO:0001763","morphogenesis of a branching structure","1/2","249/28943",0.0171325140239935,0.0225251994967268,NA,"Il1b",1
"GO:0032868","GO:0032868","response to insulin","1/2","250/28943",0.0172010208537126,0.0225524495637565,NA,"Il1b",1
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","1/2","253/28943",0.0174065270173897,0.0227586724437892,NA,"Il1b",1
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","1/2","254/28943",0.0174750242967887,0.022785114552719,NA,"Il1b",1
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","1/2","258/28943",0.0177489895385869,0.0230785759289615,NA,"Il1b",1
"GO:0010001","GO:0010001","glial cell differentiation","1/2","261/28943",0.017954438400347,0.0232815794641863,NA,"Il1b",1
"GO:0051348","GO:0051348","negative regulation of transferase activity","1/2","262/28943",0.0180229165791074,0.0233063469187361,NA,"Il1b",1
"GO:0090068","GO:0090068","positive regulation of cell cycle process","1/2","269/28943",0.0185021969781914,0.0238607567587606,NA,"Il1b",1
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","1/2","271/28943",0.0186391127468538,0.0239718289278338,NA,"Il1b",1
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","1/2","272/28943",0.0187075670498151,0.023994488172589,NA,"Il1b",1
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","1/2","278/28943",0.0191182427284051,0.0244547711864694,NA,"Il1b",1
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","1/2","280/28943",0.0192551155206295,0.0245632825019923,NA,"Il1b",1
"GO:0051607","GO:0051607","defense response to virus","1/2","289/28943",0.019870924900434,0.025164082083219,NA,"Il1b",1
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","1/2","290/28943",0.0199393362269574,0.025164082083219,NA,"Il1b",1
"GO:0046942","GO:0046942","carboxylic acid transport","1/2","290/28943",0.0199393362269574,0.025164082083219,NA,"Il1b",1
"GO:0140546","GO:0140546","defense response to symbiont","1/2","290/28943",0.0199393362269574,0.025164082083219,NA,"Il1b",1
"GO:0030072","GO:0030072","peptide hormone secretion","1/2","291/28943",0.0200077451659011,0.0251830819154808,NA,"Il1b",1
"GO:0045165","GO:0045165","cell fate commitment","1/2","298/28943",0.0204865408862682,0.025598752775721,NA,"Lmo4",1
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","1/2","298/28943",0.0204865408862682,0.025598752775721,NA,"Il1b",1
"GO:0002790","GO:0002790","peptide secretion","1/2","299/28943",0.0205549307245726,0.025598752775721,NA,"Il1b",1
"GO:0016053","GO:0016053","organic acid biosynthetic process","1/2","299/28943",0.0205549307245726,0.025598752775721,NA,"Il1b",1
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","1/2","303/28943",0.0208284662019909,0.025702814697102,NA,"Il1b",1
"GO:0060485","GO:0060485","mesenchyme development","1/2","304/28943",0.0208968441023956,0.025702814697102,NA,"Il1b",1
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","1/2","304/28943",0.0208968441023956,0.025702814697102,NA,"Il1b",1
"GO:0031349","GO:0031349","positive regulation of defense response","1/2","305/28943",0.0209652196152209,0.025702814697102,NA,"Il1b",1
"GO:0050708","GO:0050708","regulation of protein secretion","1/2","305/28943",0.0209652196152209,0.025702814697102,NA,"Il1b",1
"GO:0050769","GO:0050769","positive regulation of neurogenesis","1/2","305/28943",0.0209652196152209,0.025702814697102,NA,"Il1b",1
"GO:0045765","GO:0045765","regulation of angiogenesis","1/2","308/28943",0.0211703318282166,0.0258201463124502,NA,"Il1b",1
"GO:0046883","GO:0046883","regulation of hormone secretion","1/2","308/28943",0.0211703318282166,0.0258201463124502,NA,"Il1b",1
"GO:0140014","GO:0140014","mitotic nuclear division","1/2","309/28943",0.0212386977907218,0.0258367663845895,NA,"Il1b",1
"GO:1901342","GO:1901342","regulation of vasculature development","1/2","312/28943",0.0214437813527588,0.0260191897133732,NA,"Il1b",1
"GO:0060326","GO:0060326","cell chemotaxis","1/2","314/28943",0.0215804917895509,0.0260511307536267,NA,"Il1b",1
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","1/2","314/28943",0.0215804917895509,0.0260511307536267,NA,"Il1b",1
"GO:0009410","GO:0009410","response to xenobiotic stimulus","1/2","317/28943",0.0217855395378896,0.02623156801501,NA,"Il1b",1
"GO:0002699","GO:0002699","positive regulation of immune effector process","1/2","320/28943",0.0219905657980093,0.0263074467300325,NA,"Il1b",1
"GO:0015833","GO:0015833","peptide transport","1/2","320/28943",0.0219905657980093,0.0263074467300325,NA,"Il1b",1
"GO:0007611","GO:0007611","learning or memory","1/2","321/28943",0.0220589031095562,0.0263074467300325,NA,"Il1b",1
"GO:0015849","GO:0015849","organic acid transport","1/2","322/28943",0.0221272380335231,0.0263074467300325,NA,"Il1b",1
"GO:1901653","GO:1901653","cellular response to peptide","1/2","322/28943",0.0221272380335231,0.0263074467300325,NA,"Il1b",1
"GO:0009895","GO:0009895","negative regulation of catabolic process","1/2","324/28943",0.0222639007187171,0.0263372459629936,NA,"Il1b",1
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","1/2","324/28943",0.0222639007187171,0.0263372459629936,NA,"Il1b",1
"GO:0030217","GO:0030217","T cell differentiation","1/2","326/28943",0.0224005538535919,0.0263667367054747,NA,"Il1b",1
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","1/2","326/28943",0.0224005538535919,0.0263667367054747,NA,"Il1b",1
"GO:0051402","GO:0051402","neuron apoptotic process","1/2","329/28943",0.0226055156490547,0.0265417994685418,NA,"Il1b",1
"GO:0016042","GO:0016042","lipid catabolic process","1/2","338/28943",0.0232202721061289,0.0271959514493619,NA,"Il1b",1
"GO:0071216","GO:0071216","cellular response to biotic stimulus","1/2","340/28943",0.0233568583887664,0.027288210790836,NA,"Il1b",1
"GO:0051235","GO:0051235","maintenance of location","1/2","341/28943",0.0234251479487156,0.0273004193377624,NA,"Il1b",1
"GO:0043270","GO:0043270","positive regulation of ion transport","1/2","343/28943",0.0235617199058742,0.0273919502354005,NA,"Il1b",1
"GO:0046651","GO:0046651","lymphocyte proliferation","1/2","344/28943",0.0236300023030835,0.0274038355947308,NA,"Il1b",1
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","1/2","346/28943",0.0237665599347626,0.0274391273167745,NA,"Il1b",1
"GO:0009615","GO:0009615","response to virus","1/2","347/28943",0.0238348351692321,0.0274391273167745,NA,"Il1b",1
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","1/2","347/28943",0.0238348351692321,0.0274391273167745,NA,"Il1b",1
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","1/2","350/28943",0.0240396465471621,0.0276075746235049,NA,"Il1b",1
"GO:0032943","GO:0032943","mononuclear cell proliferation","1/2","351/28943",0.0241079122313123,0.0276187732358723,NA,"Il1b",1
"GO:0042886","GO:0042886","amide transport","1/2","353/28943",0.024244436436873,0.0277079273564263,NA,"Il1b",1
"GO:0042176","GO:0042176","regulation of protein catabolic process","1/2","355/28943",0.024380951092114,0.0277618488979802,NA,"Il1b",1
"GO:0015711","GO:0015711","organic anion transport","1/2","356/28943",0.0244492048383647,0.0277618488979802,NA,"Il1b",1
"GO:0045862","GO:0045862","positive regulation of proteolysis","1/2","357/28943",0.0245174561970356,0.0277618488979802,NA,"Il1b",1
"GO:0045787","GO:0045787","positive regulation of cell cycle","1/2","358/28943",0.0245857051681265,0.0277618488979802,NA,"Il1b",1
"GO:0050890","GO:0050890","cognition","1/2","358/28943",0.0245857051681265,0.0277618488979802,NA,"Il1b",1
"GO:0042063","GO:0042063","gliogenesis","1/2","363/28943",0.0249269142098829,0.0280131035882494,NA,"Il1b",1
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","1/2","363/28943",0.0249269142098829,0.0280131035882494,NA,"Il1b",1
